DB020,DB030,HS060,ANREC
AT,4409,1,2006
AT,4413,1,2006
AT,4419,1,2006
AT,4420,2,2006
AT,4427,1,2006
AT,4448,1,2006
AT,4449,2,2006
AT,4451,2,2006
AT,4456,1,2006
AT,4466,1,2006
AT,4472,1,2006
AT,4484,2,2006
AT,4493,2,2006
AT,4510,1,2006
AT,4512,1,2006
AT,4521,2,2006
AT,4540,2,2006
AT,4541,2,2006
AT,4550,2,2006
AT,4552,1,2006
AT,4559,2,2006
AT,4564,1,2006
AT,4579,1,2006
AT,4591,1,2006
AT,4603,2,2006
AT,4612,2,2006
AT,4662,1,2006
AT,4670,1,2006
AT,4694,1,2006
AT,4702,1,2006
AT,4703,1,2006
AT,4704,1,2006
AT,4706,2,2006
AT,4717,2,2006
AT,4720,1,2006
AT,4733,1,2006
AT,4739,1,2006
AT,4741,1,2006
AT,4750,1,2006
AT,4771,1,2006
AT,4778,1,2006
AT,4780,2,2006
AT,4804,1,2006
AT,4811,1,2006
AT,4842,1,2006
AT,4844,2,2006
AT,4850,1,2006
AT,4859,2,2006
AT,4862,2,2006
AT,4864,1,2006
AT,4881,1,2006
AT,4897,1,2006
AT,4910,1,2006
AT,4917,1,2006
AT,4936,1,2006
AT,4955,1,2006
AT,4965,1,2006
AT,4970,1,2006
AT,4989,1,2006
AT,4999,1,2006
AT,5004,1,2006
AT,5020,1,2006
AT,5021,1,2006
AT,5039,1,2006
AT,5048,1,2006
AT,5057,1,2006
AT,5065,1,2006
AT,5097,1,2006
AT,5108,1,2006
AT,5124,2,2006
AT,5126,1,2006
AT,5130,1,2006
AT,5132,1,2006
AT,5134,1,2006
AT,5135,1,2006
AT,5146,1,2006
AT,5177,1,2006
AT,5178,1,2006
AT,5182,1,2006
AT,5187,1,2006
AT,5206,1,2006
AT,5212,1,2006
AT,5214,1,2006
AT,5241,1,2006
AT,5261,1,2006
AT,5263,2,2006
AT,5264,1,2006
AT,5265,1,2006
AT,5266,1,2006
AT,5273,1,2006
AT,5281,1,2006
AT,5286,1,2006
AT,5302,2,2006
AT,5314,2,2006
AT,5320,1,2006
AT,5328,2,2006
AT,5344,1,2006
AT,5348,1,2006
AT,5356,1,2006
AT,5357,1,2006
AT,5359,1,2006
AT,5382,1,2006
AT,5392,1,2006
AT,5429,1,2006
AT,5456,1,2006
AT,5463,1,2006
AT,5475,1,2006
AT,5478,1,2006
AT,5487,2,2006
AT,5496,1,2006
AT,5507,1,2006
AT,5530,1,2006
AT,5544,1,2006
AT,5567,1,2006
AT,5576,1,2006
AT,5584,1,2006
AT,5593,1,2006
AT,5613,1,2006
AT,5671,2,2006
AT,5679,1,2006
AT,5684,1,2006
AT,5685,1,2006
AT,5692,1,2006
AT,5724,1,2006
AT,5728,1,2006
AT,5731,1,2006
AT,5766,1,2006
AT,5776,1,2006
AT,5795,2,2006
AT,5802,1,2006
AT,5810,1,2006
AT,5819,1,2006
AT,5822,2,2006
AT,5827,1,2006
AT,5835,2,2006
AT,5842,2,2006
AT,5850,NA,2006
AT,5855,2,2006
AT,5860,1,2006
AT,5863,1,2006
AT,5873,1,2006
AT,5899,1,2006
AT,5900,1,2006
AT,5940,1,2006
AT,5947,1,2006
AT,5956,1,2006
AT,5977,2,2006
AT,5983,2,2006
AT,5993,1,2006
AT,6048,1,2006
AT,6054,1,2006
AT,6059,1,2006
AT,6087,2,2006
AT,6091,1,2006
AT,6102,1,2006
AT,6121,1,2006
AT,6160,1,2006
AT,6162,1,2006
AT,6167,2,2006
AT,6170,1,2006
AT,6185,2,2006
AT,6187,2,2006
AT,6193,1,2006
AT,6220,1,2006
AT,6234,1,2006
AT,6242,1,2006
AT,6289,2,2006
AT,6298,1,2006
AT,6300,1,2006
AT,6304,1,2006
AT,6310,1,2006
AT,6321,1,2006
AT,6322,2,2006
AT,6323,1,2006
AT,6327,1,2006
AT,6333,1,2006
AT,6345,1,2006
AT,6357,1,2006
AT,6388,1,2006
AT,6390,2,2006
AT,6392,1,2006
AT,6401,1,2006
AT,6404,1,2006
AT,6414,1,2006
AT,6429,1,2006
AT,6441,1,2006
AT,6444,2,2006
AT,6457,1,2006
AT,6463,1,2006
AT,6471,1,2006
AT,6481,1,2006
AT,6497,1,2006
AT,6501,1,2006
AT,6507,2,2006
AT,6523,1,2006
AT,6541,1,2006
AT,6556,1,2006
AT,6579,1,2006
AT,6583,1,2006
AT,6586,1,2006
AT,6640,1,2006
AT,6653,1,2006
AT,6667,2,2006
AT,6676,2,2006
AT,6685,2,2006
AT,6686,1,2006
AT,6690,1,2006
AT,6695,1,2006
AT,6710,1,2006
AT,6724,1,2006
AT,6728,1,2006
AT,6729,1,2006
AT,6760,1,2006
AT,6771,1,2006
AT,6772,1,2006
AT,6777,1,2006
AT,6791,1,2006
AT,6842,1,2006
AT,6856,1,2006
AT,6857,1,2006
AT,6862,1,2006
AT,6868,1,2006
AT,6878,1,2006
AT,6887,1,2006
AT,6891,1,2006
AT,6911,1,2006
AT,6919,2,2006
AT,6929,1,2006
AT,6932,1,2006
AT,6977,1,2006
AT,6982,1,2006
AT,6984,1,2006
AT,6988,1,2006
AT,7003,1,2006
AT,7037,1,2006
AT,7045,2,2006
AT,7055,1,2006
AT,7057,1,2006
AT,7070,1,2006
AT,7077,1,2006
AT,7093,2,2006
AT,7115,1,2006
AT,7123,1,2006
AT,7124,1,2006
AT,7141,1,2006
AT,7150,1,2006
AT,7151,1,2006
AT,7160,1,2006
AT,7162,2,2006
AT,7168,2,2006
AT,7169,1,2006
AT,7175,1,2006
AT,7177,1,2006
AT,7208,1,2006
AT,7211,2,2006
AT,7223,1,2006
AT,7226,1,2006
AT,7229,1,2006
AT,7231,1,2006
AT,7232,1,2006
AT,7239,1,2006
AT,7244,1,2006
AT,7259,2,2006
AT,7282,1,2006
AT,7286,1,2006
AT,7299,1,2006
AT,7306,1,2006
AT,7349,1,2006
AT,7381,2,2006
AT,7384,1,2006
AT,7417,1,2006
AT,7438,1,2006
AT,7442,1,2006
AT,7481,1,2006
AT,7499,1,2006
AT,7504,1,2006
AT,7511,1,2006
AT,7512,2,2006
AT,7519,1,2006
AT,7521,1,2006
AT,7540,1,2006
AT,7545,1,2006
AT,7549,2,2006
AT,7574,1,2006
AT,7576,1,2006
AT,7589,1,2006
AT,7617,1,2006
AT,7635,2,2006
AT,7699,1,2006
AT,7705,1,2006
AT,7711,1,2006
AT,7715,1,2006
AT,7747,2,2006
AT,7752,1,2006
AT,7770,1,2006
AT,7774,2,2006
AT,7778,1,2006
AT,7810,1,2006
AT,7821,1,2006
AT,7829,1,2006
AT,7842,2,2006
AT,7854,1,2006
AT,7872,1,2006
AT,7873,1,2006
AT,7883,2,2006
AT,7884,1,2006
AT,7894,1,2006
AT,7903,1,2006
AT,7944,1,2006
AT,7955,1,2006
AT,7961,1,2006
AT,7981,1,2006
AT,7983,1,2006
AT,8004,1,2006
AT,8010,1,2006
AT,8054,1,2006
AT,8056,1,2006
AT,8077,1,2006
AT,8086,NA,2006
AT,8097,2,2006
AT,8110,1,2006
AT,8113,1,2006
AT,8115,1,2006
AT,8118,1,2006
AT,8138,1,2006
AT,8152,2,2006
AT,8159,2,2006
AT,8161,1,2006
AT,8167,1,2006
AT,8174,2,2006
AT,8175,1,2006
AT,8179,1,2006
AT,8237,1,2006
AT,8243,1,2006
AT,8249,1,2006
AT,8253,2,2006
AT,8264,1,2006
AT,8297,1,2006
AT,8303,1,2006
AT,8308,1,2006
AT,8324,1,2006
AT,8327,2,2006
AT,8329,1,2006
AT,8339,1,2006
AT,8341,1,2006
AT,8345,2,2006
AT,8355,1,2006
AT,8362,1,2006
AT,8370,1,2006
AT,8394,1,2006
AT,8395,1,2006
AT,8398,2,2006
AT,8402,1,2006
AT,8407,1,2006
AT,8412,1,2006
AT,8414,1,2006
AT,8419,1,2006
AT,8445,1,2006
AT,8478,1,2006
AT,8479,1,2006
AT,8493,1,2006
AT,8501,1,2006
AT,8505,1,2006
AT,8506,1,2006
AT,8514,1,2006
AT,8515,1,2006
AT,8525,1,2006
AT,8538,1,2006
AT,8540,1,2006
AT,8560,1,2006
AT,8569,1,2006
AT,8573,1,2006
AT,8578,1,2006
AT,8599,2,2006
AT,8604,1,2006
AT,8611,2,2006
AT,8619,1,2006
AT,8623,1,2006
AT,8637,1,2006
AT,8665,1,2006
AT,8668,1,2006
AT,8669,1,2006
AT,8671,1,2006
AT,8673,1,2006
AT,8700,1,2006
AT,8709,1,2006
AT,8722,1,2006
AT,8738,1,2006
AT,8743,1,2006
AT,8746,1,2006
AT,8748,1,2006
AT,8754,2,2006
AT,8756,1,2006
AT,8762,1,2006
AT,8776,1,2006
AT,8782,1,2006
AT,8783,1,2006
AT,8791,1,2006
AT,8793,1,2006
AT,8797,1,2006
AT,8810,1,2006
AT,8814,1,2006
AT,8820,1,2006
AT,8821,2,2006
AT,8823,1,2006
AT,8842,2,2006
AT,8851,1,2006
AT,8876,1,2006
AT,8899,1,2006
AT,8909,1,2006
AT,8916,1,2006
AT,8924,1,2006
AT,8930,1,2006
AT,8937,1,2006
AT,8938,1,2006
AT,8946,1,2006
AT,8970,1,2006
AT,8973,1,2006
AT,8974,1,2006
AT,8987,2,2006
AT,8998,1,2006
AT,9003,1,2006
AT,9007,1,2006
AT,9011,1,2006
AT,9057,1,2006
AT,9075,1,2006
AT,9093,1,2006
AT,9101,1,2006
AT,9103,1,2006
AT,9115,1,2006
AT,9116,1,2006
AT,9135,1,2006
AT,9158,1,2006
AT,9162,1,2006
AT,9173,1,2006
AT,9179,1,2006
AT,9186,1,2006
AT,9189,1,2006
AT,9197,1,2006
AT,9250,1,2006
AT,9255,1,2006
AT,9257,1,2006
AT,9280,1,2006
AT,9287,1,2006
AT,9307,1,2006
AT,9363,1,2006
AT,9370,1,2006
AT,9387,1,2006
AT,9412,1,2006
AT,9462,1,2006
AT,9465,1,2006
AT,9470,1,2006
AT,9476,1,2006
AT,9497,1,2006
AT,9504,1,2006
AT,9512,1,2006
AT,9531,1,2006
AT,9535,1,2006
AT,9544,1,2006
AT,9562,2,2006
AT,9564,1,2006
AT,9572,2,2006
AT,9599,1,2006
AT,9607,1,2006
AT,9622,1,2006
AT,9625,1,2006
AT,9629,1,2006
AT,9640,1,2006
AT,9657,1,2006
AT,9670,1,2006
AT,9676,1,2006
AT,9706,1,2006
AT,9712,1,2006
AT,9721,1,2006
AT,9727,1,2006
AT,9733,1,2006
AT,9740,2,2006
AT,9774,1,2006
AT,9786,1,2006
AT,9818,1,2006
AT,9823,2,2006
AT,9824,1,2006
AT,9831,1,2006
AT,9839,1,2006
AT,9849,1,2006
AT,9856,1,2006
AT,9874,1,2006
AT,9884,1,2006
AT,9903,1,2006
AT,9907,1,2006
AT,9917,1,2006
AT,9964,2,2006
AT,9982,1,2006
AT,9983,1,2006
AT,9987,1,2006
AT,9990,2,2006
AT,9998,1,2006
AT,9999,1,2006
AT,10003,1,2006
AT,10004,2,2006
AT,10014,1,2006
AT,10020,1,2006
AT,10039,1,2006
AT,10040,1,2006
AT,10046,1,2006
AT,10050,1,2006
AT,10062,1,2006
AT,10066,2,2006
AT,10068,2,2006
AT,10081,1,2006
AT,10102,1,2006
AT,10114,1,2006
AT,10115,2,2006
AT,10151,1,2006
AT,10153,1,2006
AT,10167,1,2006
AT,10177,1,2006
AT,10189,1,2006
AT,10195,1,2006
AT,10228,1,2006
AT,10230,1,2006
AT,10235,1,2006
AT,10279,1,2006
AT,10282,1,2006
AT,10291,2,2006
AT,10292,1,2006
AT,10294,1,2006
AT,10318,1,2006
AT,10344,1,2006
AT,10347,1,2006
AT,10358,1,2006
AT,10372,1,2006
AT,10374,2,2006
AT,10376,1,2006
AT,10379,1,2006
AT,10382,1,2006
AT,10385,2,2006
AT,10406,1,2006
AT,10407,1,2006
AT,10413,1,2006
AT,10414,1,2006
AT,10422,1,2006
AT,10423,1,2006
AT,10428,1,2006
AT,10429,1,2006
AT,10435,1,2006
AT,10448,2,2006
AT,10471,1,2006
AT,10484,1,2006
AT,10486,1,2006
AT,10502,1,2006
AT,10515,1,2006
AT,10563,1,2006
AT,10565,2,2006
AT,10581,1,2006
AT,10585,1,2006
AT,10605,1,2006
AT,10620,1,2006
AT,10643,2,2006
AT,10648,1,2006
AT,10663,1,2006
AT,10666,1,2006
AT,10676,2,2006
AT,10711,1,2006
AT,10726,2,2006
AT,10740,1,2006
AT,10742,1,2006
AT,10753,1,2006
AT,10754,1,2006
AT,10757,1,2006
AT,10781,1,2006
AT,10785,1,2006
AT,10795,1,2006
AT,10797,1,2006
AT,10800,1,2006
AT,10802,1,2006
AT,10803,1,2006
AT,10807,1,2006
AT,10815,1,2006
AT,10817,1,2006
AT,10829,1,2006
AT,10830,1,2006
AT,10846,1,2006
AT,10848,1,2006
AT,10854,1,2006
AT,10887,1,2006
AT,10898,1,2006
AT,10936,1,2006
AT,10944,1,2006
AT,10949,1,2006
AT,10973,1,2006
AT,10985,1,2006
AT,10989,1,2006
AT,11005,1,2006
AT,11013,1,2006
AT,11014,1,2006
AT,11016,1,2006
AT,11017,1,2006
AT,11022,1,2006
AT,11025,1,2006
AT,11035,1,2006
AT,11042,1,2006
AT,11054,1,2006
AT,11072,1,2006
AT,11094,1,2006
AT,11095,1,2006
AT,11100,1,2006
AT,11125,1,2006
AT,11169,1,2006
AT,11171,1,2006
AT,11184,1,2006
AT,11194,1,2006
AT,11212,1,2006
AT,11220,2,2006
AT,11236,1,2006
AT,11239,1,2006
AT,11257,1,2006
AT,11265,1,2006
AT,11269,1,2006
AT,11270,1,2006
AT,11277,1,2006
AT,11294,1,2006
AT,11302,1,2006
AT,11316,1,2006
AT,11324,1,2006
AT,11331,1,2006
AT,11332,1,2006
AT,11342,1,2006
AT,11351,1,2006
AT,11363,1,2006
AT,11388,1,2006
AT,11402,1,2006
AT,11413,1,2006
AT,11442,1,2006
AT,11449,1,2006
AT,11453,1,2006
AT,11473,1,2006
AT,11476,1,2006
AT,11504,1,2006
AT,11524,2,2006
AT,11532,1,2006
AT,11538,1,2006
AT,11555,1,2006
AT,11562,1,2006
AT,11570,1,2006
AT,11581,1,2006
AT,11618,1,2006
AT,11636,2,2006
AT,11658,1,2006
AT,11685,1,2006
AT,11694,2,2006
AT,11701,1,2006
AT,11702,1,2006
AT,11715,1,2006
AT,11725,1,2006
AT,11726,1,2006
AT,11731,1,2006
AT,11746,1,2006
AT,11749,2,2006
AT,11750,1,2006
AT,11760,1,2006
AT,11767,1,2006
AT,11769,1,2006
AT,11794,1,2006
AT,11799,1,2006
AT,11800,1,2006
AT,11810,1,2006
AT,11814,1,2006
AT,11821,1,2006
AT,11834,1,2006
AT,11840,1,2006
AT,11841,1,2006
AT,11845,1,2006
AT,11868,1,2006
AT,11874,1,2006
AT,11876,1,2006
AT,11895,2,2006
AT,11902,1,2006
AT,11920,1,2006
AT,11930,1,2006
AT,11945,2,2006
AT,11949,1,2006
AT,11954,1,2006
AT,11955,1,2006
AT,11978,1,2006
AT,12002,2,2006
AT,12035,1,2006
AT,12038,1,2006
AT,12046,1,2006
AT,12067,1,2006
AT,12098,2,2006
AT,12106,1,2006
AT,12138,2,2006
AT,12147,2,2006
AT,12164,1,2006
AT,12174,1,2006
AT,12179,1,2006
AT,12184,1,2006
AT,12195,1,2006
AT,12203,1,2006
AT,12217,1,2006
AT,12219,1,2006
AT,12220,1,2006
AT,12224,1,2006
AT,12231,1,2006
AT,12242,1,2006
AT,12251,1,2006
AT,12253,1,2006
AT,12258,1,2006
AT,12277,1,2006
AT,12309,1,2006
AT,12320,1,2006
AT,12326,2,2006
AT,12335,1,2006
AT,12341,1,2006
AT,12342,1,2006
AT,12380,1,2006
AT,12381,1,2006
AT,12396,1,2006
AT,12397,1,2006
AT,12402,2,2006
AT,12408,1,2006
AT,12413,1,2006
AT,12420,1,2006
AT,12438,1,2006
AT,12440,1,2006
AT,12471,2,2006
AT,12491,1,2006
AT,12500,2,2006
AT,12506,1,2006
AT,12527,1,2006
AT,12536,1,2006
AT,12591,1,2006
AT,12616,1,2006
AT,12617,1,2006
AT,12632,1,2006
AT,12633,2,2006
AT,12637,2,2006
AT,12638,1,2006
AT,12656,1,2006
AT,12662,1,2006
AT,12678,1,2006
AT,12688,1,2006
AT,12695,1,2006
AT,12710,1,2006
AT,12714,1,2006
AT,12733,1,2006
AT,12738,1,2006
AT,12755,2,2006
AT,12772,1,2006
AT,12775,2,2006
AT,12777,1,2006
AT,12779,1,2006
AT,12789,1,2006
AT,12794,2,2006
AT,12837,1,2006
AT,12838,1,2006
AT,12839,1,2006
AT,12853,1,2006
AT,12856,1,2006
AT,12860,1,2006
AT,12870,1,2006
AT,12890,1,2006
AT,12898,1,2006
AT,12927,1,2006
AT,12952,1,2006
AT,12956,2,2006
AT,12972,1,2006
AT,12994,1,2006
AT,13002,1,2006
AT,13006,1,2006
AT,13020,1,2006
AT,13040,1,2006
AT,13041,1,2006
AT,13052,1,2006
AT,13077,1,2006
AT,13079,1,2006
AT,13080,1,2006
AT,13082,1,2006
AT,13084,1,2006
AT,13090,1,2006
AT,13099,1,2006
AT,13103,1,2006
AT,13121,1,2006
AT,13123,1,2006
AT,13149,1,2006
AT,13150,1,2006
AT,13167,1,2006
AT,13169,1,2006
AT,13187,1,2006
AT,13190,1,2006
AT,13200,1,2006
AT,13214,2,2006
AT,13226,1,2006
AT,13245,1,2006
AT,13267,1,2006
AT,13271,1,2006
AT,13275,1,2006
AT,13280,1,2006
AT,13297,1,2006
AT,13304,2,2006
AT,13308,1,2006
AT,13311,1,2006
AT,13342,1,2006
AT,13354,1,2006
AT,13358,1,2006
AT,13365,1,2006
AT,13383,1,2006
AT,13398,1,2006
AT,13407,1,2006
AT,13421,2,2006
AT,13422,1,2006
AT,13457,1,2006
AT,13459,2,2006
AT,13473,1,2006
AT,13492,2,2006
AT,13504,1,2006
AT,13511,1,2006
AT,13517,1,2006
AT,13518,1,2006
AT,13521,1,2006
AT,13537,1,2006
AT,13553,1,2006
AT,13566,1,2006
AT,13581,1,2006
AT,13593,2,2006
AT,13605,1,2006
AT,13606,1,2006
AT,13629,1,2006
AT,13637,1,2006
AT,13647,1,2006
AT,13667,1,2006
AT,13669,1,2006
AT,13670,1,2006
AT,13699,1,2006
AT,13708,1,2006
AT,13717,2,2006
AT,13731,1,2006
AT,13740,1,2006
AT,13749,1,2006
AT,13757,1,2006
AT,13772,1,2006
AT,13786,2,2006
AT,13826,1,2006
AT,13836,1,2006
AT,13840,1,2006
AT,13856,1,2006
AT,13864,1,2006
AT,13868,1,2006
AT,13880,1,2006
AT,13881,1,2006
AT,13907,1,2006
AT,13915,2,2006
AT,13925,1,2006
AT,13927,1,2006
AT,13928,1,2006
AT,13932,1,2006
AT,13940,1,2006
AT,13949,1,2006
AT,13957,1,2006
AT,13963,1,2006
AT,13976,1,2006
AT,13980,1,2006
AT,13983,2,2006
