"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY031G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PY021G","PY030G","PX020","PX050","PX010","PL110","PL111"
"2008","DK",2501,499.090350338045,"NA","1","2008","NA","1",1976,"1","2","2","DK","2","NA","3","1","NA","1","NA","NA","3","5","37","12","0","NA","NA","NA","1","NA","2","NA","NA","NA","NA","1","NA","NA","NA","1","NA","3","1","1","1","1","2","NA","3","2","NA","NA","NA",1,1,1,58605,0,1,490,0,0,,0,0,0,0,0,0,1,250,"2",0,3293,31,"7","7.4506","","o"
"2008","DK",2511,499.090350338045,"1630.116","1","2008","NA","3",1961,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","12","0","5","NA","13","NA","1","NA","NA","NA","NA","NA","5","1","NA","NA","NA","1","1","1","1","1","1","1","NA","2","2","NA","NA","NA",1,1,1,63062,0,1,0,15,0,,0,0,0,0,0,0,1,251,"2",0,161,46,"6","7.4506","k","l-n"
"2008","DK",2831,499.090350338045,"220.8172","1","2008","NA","1",1977,"1","1","3","DK","1","3","5","1","NA","NA","2","NA","NA","3","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","7","7","7","NA","7","NA","1","NA","6","NA","1","3","2","NA","NA","NA",1,1,1,4887,0,1,0,0,0,,0,0,0,0,0,0,1,283,"2",0,0,30,"6","7.4506","","b-e"
"2008","DK",2951,499.090350338045,"NA","NA","2008","NA","1",1931,"2","5","1","DK","2","NA","5","5","NA","NA","2","NA","3",,"37","12","0","NA","NA","13","NA","2","2","NA","NA","NA","NA","NA","NA","1","1","1","1","1","NA","7","1","1","2","2","3","NA","NA","NA","NA",1,1,1,0,0,1,0,0,0,,0,36596,0,0,0,0,1,295,"2",0,3403,76,"NA","7.4506","n","NA"
"2008","DK",3031,499.090350338045,"573.9697","2","2008","NA","2",1983,"1","2","3","DK","2","NA","3","4","NA","1","2","NA","NA",,"26","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","5","NA","6","6","6","6","NA","6","6","8","1","NA","3","2","NA","2","NA",1,1,1,4610,0,1,0,0,0,,0,0,12462,0,0,2860,1,303,"2",0,4684,24,"1","7.4506","","NA"
"2008","DK",3251,499.090350338045,"NA","1","2008","NA","2",1931,"2","2","2","DK","2","NA","2","5","NA","NA","NA","NA","3",,"37","12","0","NA","NA","12","NA","NA","NA","NA","NA","NA","1","1","NA","1","1","1","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","NA","NA",1,1,1,0,0,1,268,0,0,,0,49955,0,0,0,0,1,325,"3",0,1099,76,"7","7.4506","g","NA"
"2008","DK",3441,499.090350338045,"1052.88","1","2008","NA","1",1949,"2","5","1","DK","2","NA","3","1","NA","NA","NA","NA","3","2","37","0","0","2","2","NA","1","NA","NA","1","NA","NA","NA","1","1","NA","1","1","7","NA","5","NA","1","1","3","2","3","2","NA","NA","NA",1,1,1,34941,0,1,0,0,0,,0,0,0,215,0,0,1,344,"3",0,105,58,"7","7.4506","f","l-n"
"2008","DK",3681,499.090350338045,"1281.958","2","2008","NA","3",1936,"1","2","3","DK","2","NA","3","5","NA","NA","2","NA","NA",,"NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1","7","7","NA","1","3","2","NA","2","NA",1,1,1,2377,0,1,508,0,0,,12299,0,0,0,0,0,1,368,"3",0,0,71,"1","7.4506","","NA"
"2008","DK",4171,499.090350338045,"1787.361","NA","2008","NA","4",1930,"2","2","3","DK","2","3","3","5","NA","NA","2","NA","NA",,"NA","0","0","7","NA","NA","NA","NA","NA","NA","NA","NA","7","1","8","NA","7","6","6","7","8","7","NA","7","2","NA","2","NA","NA","NA","NA",1,1,1,0,0,1,0,0,0,,0,14504,0,0,0,0,1,417,"2",0,66,77,"6","7.4506","","NA"
"2008","DK",4371,499.090350338045,"929.5964","2","2008","NA","1",1927,"1","4","1","DK","2","NA","NA","5","NA","NA","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","8","6","NA","6","6","8","8","2","NA","6","NA","2","NA","2","6","2","NA",1,1,1,2293,0,1,0,0,0,,0,16904,0,0,0,0,1,437,"3",0,5028,80,"6","7.4506","","NA"
"2008","DK",4501,499.090350338045,"NA","2","2008","NA","3",1973,"1","1","3","DK","2","NA","5","1","NA","NA","2","NA","NA","3","NA","12","0","NA","NA","NA","1","2","2","NA","NA","NA","NA","1","1","NA","2","5","6","NA","NA","NA","1","1","1","2","3","2","NA","NA","NA",1,1,1,28344,41,1,107,88,0,,721,0,0,0,0,0,1,450,"3",0,46,34,"1","7.4506","","NA"
"2008","DK",4531,499.090350338045,"NA","1","2008","NA","4",1933,"2","2","1","DK","2","NA","2","5","NA","NA","2","NA","3",,"NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","8","7","6","5","NA","6","8","NA","6","1","6","1","3","2","NA","2","NA","NA","NA",1,1,1,0,0,1,0,0,0,,0,22962,0,0,0,0,1,453,"2",0,6107,74,"1","7.4506","","NA"
"2008","DK",4771,499.090350338045,"493.5775","2","2008","NA","4",1947,"2","2","1","DK","2","NA","3","2","NA","1","2","NA","2","5","NA","12","0","NA","NA","13","NA","2","NA","NA","NA","NA","NA","1","NA","1","1","NA","1","6","1","1","6","1","1","NA","2","2","NA","2","NA",1,1,1,24993,0,1,0,6,0,,0,0,0,0,0,0,1,477,"2",0,6010,60,"1","7.4506","","q"
"2008","DK",5451,499.090350338045,"490.009","1","2008","NA","3",1946,"1","2","1","DK","2","NA","2","1","NA","NA","NA","NA","3","9","48","0","0","NA","NA","11","NA","NA","2","NA","NA","NA","1","1","6","1","1","NA","1","NA","NA","1","NA","1","1","NA","NA","2","NA","2","NA",1,1,1,59481,0,1,0,0,0,,0,0,0,0,0,0,1,545,"2",0,0,61,"1","7.4506","","NA"
"2008","DK",5641,499.090350338045,"NA","1","2008","NA","2",1985,"2","1","1","DK","2","NA","3","4","NA","1","2","NA","3",,"NA","12","0","NA","NA","NA","NA","NA","2","NA","NA","NA","8","6","6","8","2","6","6","NA","6","6","5","NA","3","2","NA","2","NA","2","NA",1,1,1,12495,0,1,5369,0,0,,4486,0,0,666,0,2435,1,564,"3",0,33,22,"7","7.4506","","NA"
"2008","DK",5801,499.090350338045,"NA","1","2008","NA","1",1930,"2","2","3","DK","2","NA","3","5","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","6","8","NA","NA","5","6","6","6","5","NA","1","1","1","NA","NA","NA",1,1,1,0,0,1,0,0,0,,0,17180,0,0,0,0,1,580,"2",0,0,77,"7","7.4506","","NA"
"2008","DK",5841,499.090350338045,"NA","2","2008","NA","4",1927,"1","4","3","DK","2","NA","3","5","NA","NA","NA","NA","NA",,"NA","7","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","NA","6","2","8","NA","NA","5","6","6","NA","3","2","NA","2","NA","2","NA",1,1,1,0,0,1,0,0,0,,0,20163,0,0,0,0,1,584,"2",0,0,80,"1","7.4506","","NA"
"2008","DK",5971,499.090350338045,"NA","1","2008","NA","2",1959,"1","2","3","Other","2","NA","NA","1","NA","NA","NA","NA","3","8","37","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","5","NA","1","1","NA","1","1","NA","1","3","NA","3","NA","NA","2","NA",1,1,1,74380,0,1,0,0,0,,0,0,0,0,0,0,1,597,"2",0,0,48,"1","7.4506","m","NA"
"2008","DK",6141,499.090350338045,"NA","1","2008","NA","1",1955,"1","2","1","DK","2","NA","NA","6","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","8","NA","1","6","7","NA","5","6","2","1","1","3","NA","2","2","NA","NA","1",1,1,1,0,0,1,0,9,0,,0,0,0,22579,0,0,1,614,"3",0,0,52,"1","7.4506","g","NA"
"2008","DK",6201,499.090350338045,"1647.934","2","2008","NA","4",1982,"2","1","2","DK","1","2","3","4","NA","NA","2","NA","4","5","NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","7","6","3","1","NA","NA","7","NA","1","2","3","NA","NA","2","NA",1,1,1,6125,0,1,0,0,0,,0,0,0,0,0,0,1,620,"2",0,1,25,"6","7.4506","","NA"
"2008","DK",6971,499.090350338045,"1604.17","1","2008","NA","1",1963,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","42","12","0","NA","NA","13","1","NA","2","NA","NA","NA","8","NA","1","3","1","NA","NA","NA","1","1","NA","NA","2","NA","1","2","NA","NA","NA",1,1,1,55793,0,1,0,0,0,,5156,0,0,627,0,0,1,697,"2",0,6614,44,"1","7.4506","","o"
"2008","DK",7151,499.090350338045,"1224.145","1","2008","NA","1",1933,"2","4","2","DK","2","3","2","5","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","1","7","6","8","6","6","8","NA","7","8","8","3","2","1","2","NA","2","NA",1,1,1,0,0,1,0,0,0,,0,23389,0,0,0,0,1,715,"2",0,10761,74,"1","7.4506","","NA"
"2008","DK",7491,499.090350338045,"1061.179","2","2008","NA","2",1927,"2","4","2","DK","2","5","2","5","NA","NA","2","NA","NA",,"37","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","1","NA","1","1","1","5","2","1","NA","NA","2","NA","NA","NA","2","NA",1,1,1,8803,0,1,0,0,0,,22924,0,0,0,0,0,1,749,"3",0,0,80,"1","7.4506","","NA"
"2008","DK",8281,499.090350338045,"522.8506","2","2008","NA","3",1978,"1","1","2","DK","2","5","5","4","NA","NA","2","NA","NA","2","37","0","12","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","6","6","6","NA","6","6","NA","6","NA","1","NA","NA","1","2","NA","2","NA",1,1,1,15733,0,1,0,0,0,,0,0,0,0,0,0,1,828,"3",0,0,29,"1","7.4506","","NA"
"2008","DK",8631,499.090350338045,"903.6021","NA","2008","NA","2",1941,"1","5","1","DK","2","NA","3","5","NA","NA","NA","NA","3",,"37","0","0","NA","NA","13","1","NA","NA","NA","NA","NA","7","NA","6","NA","1","6","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,1,1,3950,0,1,0,0,0,,11871,0,0,0,13850,0,1,863,"2",0,0,66,"1","7.4506","","NA"
"2008","DK",8641,499.090350338045,"1445.183","1","2008","NA","3",1977,"2","2","1","DK","2","NA","3","4","NA","NA","NA","NA","NA",,"NA","2","0","NA","NA","13","NA","NA","NA","NA","NA","NA","6","NA","5","1","5","7","1","1","1","NA","6","6","1","1","1","NA","NA","2","NA",1,1,1,25350,0,1,322,0,0,,0,0,0,0,0,0,1,864,"3",0,8675,30,"7","7.4506","","NA"
"2008","DK",8661,499.090350338045,"NA","1","2008","NA","1",1933,"2","2","1","DK","2","NA","5","5","NA","NA","NA","NA","NA",,"NA","0","0","NA","NA","NA","1","1","NA","7","NA","NA","NA","NA","NA","7","8","2","2","NA","2","3","NA","NA","NA","2","3","NA","NA","NA","NA",1,1,1,0,0,1,0,1069,0,,0,24200,0,0,0,0,1,866,"2",0,6764,74,"6","7.4506","","NA"
"2008","DK",8701,499.090350338045,"NA","1","2008","NA","2",1963,"1","1","2","DK","1","NA","5","2","NA","NA","NA","NA","NA","2","NA","0","4","NA","NA","NA","NA","2","NA","NA","NA","NA","7","NA","1","NA","5","NA","6","NA","3","NA","7","NA","3","2","NA","NA","NA","2","NA",1,1,1,12472,0,1,0,4,0,,423,0,0,0,0,0,1,870,"2",0,6812,44,"1","7.4506","","p"
"2008","DK",8741,499.090350338045,"960.7","1","2008","NA","3",1927,"2","4","1","DK","2","NA","3","5","NA","NA","NA","NA","3","4","32","12","0","8","NA","9","NA","NA","NA","NA","NA","NA","1","5","NA","3","NA","NA","NA","NA","NA","7","NA","1","2","NA","NA","2","NA","2","NA",1,1,1,0,0,1,0,0,0,,29281,0,0,0,0,0,1,874,"3",0,7502,80,"1","7.4506","","NA"
"2008","DK",9291,499.090350338045,"NA","2","2008","NA","2",1962,"1","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","7","50","12","0","NA","NA","NA","1","2","2","NA","NA","NA","NA","1","NA","1","1","1","1","6","1","NA","NA","1","NA","2","3","NA","NA","NA","NA",1,1,1,119740,0,1,7256,0,0,,0,0,0,0,0,0,1,929,"2",0,0,45,"1","7.4506","","g"
"2008","DK",9391,499.090350338045,"869.3386","1","2008","NA","3",1943,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","NA","12","0","NA","NA","NA","NA","2","2","NA","NA","NA","3","1","1","1","NA","3","1","1","1","NA","NA","NA","NA","NA","3","NA","NA","NA","NA",1,1,1,90509,0,1,0,30182,0,,0,0,0,0,0,0,1,939,"2",0,0,64,"NA","7.4506","c+d+e","l-n"
"2008","DK",9661,499.090350338045,"2119.403","1","2008","NA","1",1979,"2","1","3","DK","1","NA","3","4","NA","NA","2","NA","NA","4","NA","6","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","7","6","NA","NA","1","7","NA","3","6","1","2","NA","2","NA","2","NA",1,1,1,6791,0,1,0,0,0,,0,0,0,0,0,0,1,966,"2",0,1,28,"6","7.4506","m","NA"
"2008","DK",10081,499.090350338045,"NA","1","2008","NA","4",1950,"1","5","1","DK","2","NA","3","1","NA","NA","2","NA","3","7","37","12","0","NA","NA","4","1","2","NA","NA","NA","NA","1","NA","NA","1","NA","1","1","1","NA","1","NA","1","1","2","NA","2","NA","2","NA",1,1,1,158747,0,1,0,0,0,,0,0,0,0,0,0,1,1008,"3",0,3744,57,"6","7.4506","m","f"
"2008","DK",10491,499.090350338045,"NA","NA","2008","NA","4",1959,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","2","2","42","12","0","NA","NA","13","1","NA","2","NA","NA","NA","NA","NA","1","NA","NA","1","6","1","1","6","NA","4","2","1","NA","2","NA","2","NA",1,1,1,69732,0,1,0,0,0,,0,0,0,0,0,0,1,1049,"2",0,3805,48,"NA","7.4506","","b-e"
"2008","DK",10881,499.090350338045,"2776.876","2","2008","NA","3",1943,"1","2","1","DK","2","NA","2","5","NA","NA","NA","NA","NA",,"29","12","0","NA","NA","11","1","NA","NA","NA","NA","NA","6","8","1","1","NA","7","NA","1","NA","NA","1","1","3","NA","3","2","NA","NA","NA",1,1,1,0,0,1,0,0,0,,1632,31479,0,0,0,0,1,1088,"3",0,1286,64,"1","7.4506","","NA"
"2008","DK",11181,499.090350338045,"NA","2","2008","NA","4",1949,"1","1","1","DK","2","NA","5","1","NA","NA","NA","NA","3","7","37","12","0","NA","NA","13","NA","2","2","NA","NA","NA","1","1","1","NA","NA","NA","NA","NA","1","1","3","NA","1","2","3","2","NA","NA","NA",1,1,1,50319,0,1,0,0,0,,0,0,0,0,0,0,1,1118,"2",0,3241,58,"1","7.4506","m","f"
"2008","DK",11611,499.090350338045,"777.3804","1","2008","NA","4",1930,"2","5","1","DK","2","NA","3","5","NA","NA","NA","NA","3",,"NA","0","0","NA","NA","NA","NA","NA","2","2","NA","NA","1","1","NA","1","NA","NA","5","8","NA","NA","1","2","3","2","3","NA","NA","2","NA",1,1,1,0,0,1,1611,0,0,,0,30080,0,0,0,0,1,1161,"2",0,0,77,"1","7.4506","","NA"
"2008","DK",12011,499.090350338045,"NA","NA","2008","NA","1",1941,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","3","40","12","0","NA","NA","13","1","NA","2","NA","NA","NA","6","1","1","NA","1","1","1","NA","2","7","NA","1","2","2","3","NA","NA","2","NA",1,1,1,36970,167,1,0,0,0,,0,0,0,0,0,0,1,1201,"3",0,393,66,"8","7.4506","","NA"
"2008","DK",12091,499.090350338045,"673.4543","1","2008","NA","4",1967,"2","5","1","DK","2","NA","5","3","NA","NA","NA","NA","3","5","NA","0","0","3","NA","NA","1","NA","NA","NA","NA","NA","1","6","2","1","NA","7","6","1","NA","1","8","1","NA","2","NA","2","NA","NA","NA",1,1,1,23740,0,1,20953,0,0,,2339,0,0,638,0,0,1,1209,"3",0,4536,40,"1","7.4506","n","NA"
"2008","DK",13161,499.090350338045,"NA","2","2008","NA","3",1986,"1","1","1","DK","2","NA","3","1","NA","NA","2","NA","NA","8","NA","0","0","15","NA","NA","NA","NA","NA","NA","NA","NA","6","7","6","7","6","6","7","6","6","8","1","7","2","2","3","2","NA","2","NA",1,1,1,17700,0,1,0,0,0,,0,0,0,322,0,1518,1,1316,"3",0,0,21,"1","7.4506","","b-e"
"2008","DK",13251,499.090350338045,"468.7166","1","2008","NA","3",1939,"2","2","1","DK","2","NA","5","5","NA","NA","2","NA","NA",,"20","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","7","7","NA","NA","3","NA","7","NA","2","2","NA","NA","NA","NA",1,1,1,0,0,1,0,-1015,0,,0,8401,0,0,0,0,1,1325,"3",0,11667,68,"6","7.4506","","NA"
"2008","DK",13611,499.090350338045,"NA","1","2008","NA","1",1944,"2","1","1","DK","2","NA","3","5","NA","NA","2","NA","3",,"20","0","12","NA","NA","NA","1","NA","NA","NA","NA","NA","8","2","NA","1","1","1","6","NA","NA","NA","8","6","NA","NA","3","NA","NA","1","NA",1,1,1,0,0,1,0,0,0,,0,24581,0,0,0,0,1,1361,"3",0,4509,63,"1","7.4506","","NA"
"2008","DK",13631,499.090350338045,"876.3617","2","2008","NA","3",1937,"2","1","1","DK","2","NA","2","5","NA","1","2","NA","3",,"37","12","0","NA","NA","13","NA","NA","NA","NA","NA","NA","6","2","NA","2","NA","8","NA","6","1","1","NA","1","NA","NA","2","NA","NA","1","NA",1,1,1,0,0,1,0,0,0,,0,25810,0,0,0,0,1,1363,"2",0,243,70,"1","7.4506","","NA"
"2008","DK",13711,499.090350338045,"NA","1","2008","NA","2",1973,"2","1","1","DK","1","NA","5","4","NA","NA","NA","NA","NA",,"30","12","12","NA","NA","NA","1","NA","2","NA","NA","NA","7","1","1","NA","1","6","8","NA","NA","NA","2","2","2","2","3","2","NA","2","NA",1,1,1,24963,0,1,0,6,0,,0,0,0,0,0,0,1,1371,"3",0,9560,34,"6","7.4506","h","NA"
"2008","DK",13791,499.090350338045,"1020.7","1","2008","NA","4",1958,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","4","2","37","12","0","NA","NA","3","1","2","NA","NA","NA","NA","1","3","1","1","NA","NA","6","7","2","NA","2","1","NA","1","3","NA","NA","NA","NA",1,1,1,32897,0,1,0,-548,0,,0,0,0,0,0,0,1,1379,"3",0,6,49,"6","7.4506","c+d+e","NA"
"2008","DK",14071,499.090350338045,"NA","2","2008","NA","1",1973,"2","1","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","12","0","NA","NA","13","1","1","NA","NA","NA","NA","1","1","1","NA","NA","1","1","1","NA","1","NA","1","NA","1","3","2","NA","2","NA",1,1,1,74796,1111,1,0,0,0,,0,0,0,0,0,0,1,1407,"3",0,3915,34,"7","7.4506","","q"
"2008","DK",14171,499.090350338045,"1009.178","1","2008","NA","2",1951,"2","2","1","DK","2","NA","5","1","NA","1","2","NA","NA","3","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","7","NA","6","NA","7","7","NA","NA","NA","1","6","NA","2","NA","NA","NA","2","NA",1,1,1,3163,0,1,966,1351,0,,0,0,0,0,0,0,1,1417,"2",0,2134,56,"6","7.4506","","o"
"2008","DK",14341,499.090350338045,"1441.017","2","2008","NA","1",1978,"1","1","1","DK","2","NA","5","1","NA","NA","NA","NA","NA",,"48","12","0","NA","NA","13","1","2","2","NA","NA","NA","NA","NA","1","6","NA","NA","1","NA","1","6","NA","1","NA","2","3","NA","NA","2","NA",1,1,1,0,0,1,0,61321,0,,0,0,0,0,0,0,1,1434,"2",0,0,29,"6","7.4506","k","NA"
"2008","DK",14971,499.090350338045,"1870.574","2","2008","NA","4",1935,"1","4","2","DK","2","5","3","5","NA","NA","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","7","7","3","NA","8","6","NA","NA","7","NA","1","NA","2","NA","NA","2","NA",1,1,1,0,0,1,0,0,0,,13293,0,0,0,0,0,1,1497,"3",0,4592,72,"6","7.4506","","NA"
"2008","DK",15461,499.090350338045,"2249.341","1","2008","NA","1",1943,"1","5","1","DK","2","3","2","5","NA","NA","NA","NA","3",,"NA","12","0","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","8","6","1","NA","NA","1","2","1","1","1","1","2","NA","NA","NA","NA","2","NA",1,1,1,0,0,1,0,0,0,,24448,0,0,0,0,0,1,1546,"2",0,4014,64,"1","7.4506","g","NA"
"2008","DK",15771,499.090350338045,"824.6004","2","2008","NA","2",1949,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","NA","2","37","12","0","NA","2","3","NA","NA","1","NA","NA","NA","NA","1","NA","1","1","1","2","2","1","NA","1","1","2","2","3","NA","NA","NA","NA",1,1,1,45558,204,1,238,0,0,,0,0,0,0,0,0,1,1577,"2",0,0,58,"6","7.4506","","p"
"2008","DK",15811,499.090350338045,"1281.958","1","2008","NA","4",1965,"1","2","3","DK","2","NA","2","1","NA","NA","NA","NA","3","5","35","6","0","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","1","NA","2","1","NA","2","1","1","1","6","3","NA","NA","NA","2","NA","2","NA",1,1,1,33936,248,1,0,0,0,,0,0,0,0,0,0,1,1581,"3",0,2722,42,"7","7.4506","g","NA"
"2008","DK",15941,499.090350338045,"648.4754","NA","2008","NA","4",1929,"2","2","3","DK","2","NA","3","5","NA","NA","2","NA","NA",,"50","0","0","NA","NA","2","NA","NA","NA","NA","NA","NA","6","6","7","6","NA","NA","NA","7","6","NA","3","NA","NA","1","NA","NA","NA","NA","NA",1,1,1,0,0,1,0,0,0,,0,8434,0,0,0,0,1,1594,"3",0,12551,78,"6","7.4506","","NA"
