"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","MI010","MI020","MI025","MI026","MI030","MI040","MI045","MI046","MI050","MI051","MI052","MI053","MI054","MI055","MI056","MI057","MI058","MI060","MI065","MI066","MI075","MI076","MI085","MI086","MI090","MI095","MI100","MI110","MI111","MI112","MI113","MI114","MI120","MI121","MI122","MI123","MI124","MI125","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2008","DK",250,"NA","2008","17",55569,50054,0,0,,,,,,,,0,0,0,0,0,,-3036,,0,349,0,,5166,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2415.91","3","NA","2","1","2","2","1","1","6","2","1","872.41","NA","974.04","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",251,"2","2008","9",63170,41938,0,0,,,,,,,,0,0,0,0,0,,93,,0,0,0,,21231,"NA","3","NA","1","NA","3","1","1","1","1","1","1","1","1","4","2684.35","3","NA","2","2","2","1","1","1","6","1","1","NA","NA","655.2","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",283,"2","2008","10",4484,-7670,0,0,,,,,,,,0,0,0,0,0,,-403,,0,1237,0,,10918,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","6","4026.52","3","NA","NA","2","2","2","1","1","4","2","1","NA","NA","1293.49","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",295,"1","2008","7",37236,34513,0,0,,,,,,,,0,0,0,0,0,,640,,0,23,619,,2080,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","3","1342.17","3","3","2","2","2","2","1","1","3","2","1","NA","NA","2993.93","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",303,"2","2008","10",19933,17455,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,2478,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1073.74","3","3","2","2","2","1","1","2","3","2","1","308.7","NA","863.83","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",325,"2","2008","8",49860,47351,0,0,,,,,,,,0,0,0,0,0,,-95,,0,0,0,,2509,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","5","NA","2","NA","2","2","2","2","1","1","5","2","1","NA","NA","565.39","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","1","NA","NA","NA","NA","NA","1","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","1",1,,,,,,
"2008","DK",344,"2","2008","4",35254,31491,0,0,,,,,,,,0,0,0,0,0,,98,,0,164,0,,3600,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1610.61","3","3","2","2","2","2","1","1","4","2","1","NA","NA","896.79","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","NA","NA","2","2","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",368,"2","2008","6",16112,9391,0,0,,,,,,,,0,0,0,0,0,,1436,,0,434,0,,6287,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","5","1610.61","3","NA","2","2","2","NA","4","1","4","2","1","NA","NA","699.97","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",417,"2","2008","7",19247,10999,0,0,,,,,,,,0,0,0,0,0,,4743,,0,0,0,,8248,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1342.17","3","2","2","2","2","1","1","1","5","2","1","872.41","NA","1920.82","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",437,"2","2008","7",19202,15153,0,0,,,,,,,,0,0,0,0,0,,6,,0,0,0,,4049,"NA","3","NA","1","NA","3","1","1","1","1","1","1","1","3","6","1342.17","1","NA","2","1","2","1","4","1","5","2","1","NA","NA","1752.18","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",450,"2","2008","17",26960,9498,0,0,,,,,,,,0,0,0,0,0,,-2193,,0,0,0,,17462,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","6","4026.52","2","NA","2","1","2","2","1","1","3","2","1","NA","NA","699.97","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",453,"2","2008","22",19604,10016,0,0,,,,,,,,0,0,0,0,0,,-3357,,0,619,0,,8970,"NA","3","NA","3","NA","3","1","1","1","1","1","2","1","1","5","2013.26","2","NA","2","1","1","2","4","2","4","2","1","NA","NA","538.03","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","1","2","1","1","2","NA","NA","2","2","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",477,"1","2008","18",25351,2348,0,0,,,,,,,,0,0,0,0,0,,352,,0,2131,0,,20872,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1207.96","3","NA","2","2","2","2","2","1","6","2","1","NA","NA","2508.77","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",545,"1","2008","9",72226,62509,0,0,,,,,,,,0,0,0,12263,0,,483,,0,1493,0,,8224,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","3","6","2684.35","3","3","2","1","2","NA","1","1","5","2","1","NA","NA","1405.4","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",564,"1","2008","7",19862,17349,0,0,,,,,,,,0,0,0,0,0,,-220,,0,0,0,,2513,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","4","2013.26","1","2","2","2","2","2","3","1","5","2","1","NA","NA","1100.58","1","NA","1","NA","1","2","3","NA","2","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","1",1,,,,,,
"2008","DK",580,"2","2008","6",21151,14664,0,0,,,,,,,,0,0,0,3936,0,,35,,0,688,0,,5799,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","6","1342.17","3","NA","2","2","2","1","1","1","4","2","1","NA","NA","309.43","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","NA","2","2","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",584,"1","2008","NA",20570,13572,0,0,,,,,,,,0,0,0,0,0,,407,,0,0,0,,6997,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1073.74","3","NA","2","1","2","2","4","1","4","2","1","429.5","NA","335.6","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","1","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",597,"1","2008","7",73067,57414,0,0,,,,,,,,0,0,0,507,0,,-1820,,0,0,0,,15653,"NA","3","NA","3","NA","3","1","1","1","1","3","3","1","1","5","2013.26","3","NA","2","2","2","2","1","2","3","2","1","NA","NA","751.96","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",614,"1","2008","13",13336,193,0,0,,,,,,,,0,0,0,0,0,,-9252,,0,0,0,,13142,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","3","2","2","2","2","2","1","1","3","2","1","NA","NA","906.47","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",620,"2","2008","11",6128,2352,0,0,,,,,,,,0,0,0,0,0,,4,,0,0,0,,3776,"NA","3","NA","3","NA","3","2","1","1","1","3","1","1","1","5","4026.52","3","NA","2","2","2","2","2","2","5","2","1","NA","NA","714.22","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","2","NA","1",1,,,,,,
"2008","DK",697,"2","2008","9",58280,52672,0,0,,,,,,,,0,0,0,0,0,,-3296,,0,102,0,,5506,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","4697.61","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","722.58","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",715,"1","2008","21",24234,19852,0,0,,,,,,,,0,0,0,770,0,,76,,0,110,0,,4273,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2013.26","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","627.83","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",749,"2","2008","9",43960,36911,0,0,,,,,,,,0,0,0,0,0,,12233,,0,477,0,,6573,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1879.04","3","NA","2","2","2","2","1","2","5","2","1","1167.69","NA","403.91","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","1",1,,,,,,
"2008","DK",828,"2","2008","10",15867,4732,0,0,,,,,,,,0,0,0,0,0,,134,,0,0,0,,11135,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1006.63","3","NA","2","2","2","2","4","1","2","2","1","NA","NA","775.65","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","2","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",863,"2","2008","8",-52486,-57480,0,0,,,,,,,,0,0,0,0,0,,-82158,,0,244,0,,4750,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","3","4","1073.74","3","NA","2","2","2","1","1","1","5","2","1","NA","NA","403.91","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","1","2","NA","1","1",1,,,,,,
"2008","DK",864,"1","2008","19",26335,24229,0,0,,,,,,,,0,0,0,0,0,,985,,0,125,0,,1981,"NA","3","NA","3","NA","3","1","1","1","1","1","2","1","3","5","NA","1","NA","2","2","1","1","3","1","4","1","1","NA","NA","564.81","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",866,"2","2008","7",24627,22225,0,0,,,,,,,,0,0,0,0,0,,-641,,0,0,0,,2402,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1342.17","2","NA","2","1","2","2","1","2","5","2","1","536.87","NA","854.22","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",870,"NA","2008","5",12892,7523,0,0,,,,,,,,0,0,0,0,0,,-7,,0,0,0,,5369,"NA","3","NA","3","NA","3","1","2","2","1","1","1","3","3","6","2684.35","3","3","2","2","2","2","4","1","6","2","1","NA","NA","977","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",874,"1","2008","9",29281,17811,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11470,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1100.58","3","NA","2","2","2","2","2","1","5","2","1","NA","NA","503.22","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","1","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","1",1,,,,,,
"2008","DK",929,"1","2008","5",124945,107564,0,0,,,,,,,,0,0,0,5197,0,,8,,0,0,0,,17382,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","NA","2","1","1","5","2","1","NA","NA","747.86","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",939,"1","2008","6",118608,111210,0,0,,,,,,,,0,0,0,0,0,,-2083,,0,0,0,,7399,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","6","1207.96","3","NA","2","2","2","1","1","1","6","2","1","NA","NA","495.2","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","1","1","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",966,"1","2008","5",7006,3439,0,0,,,,,,,,0,0,0,0,0,,215,,0,0,0,,3567,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1006.63","3","NA","2","2","2","2","1","2","3","2","1","NA","NA","366.95","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",1008,"1","2008","6",159261,141224,0,0,,,,,,,,0,0,0,0,0,,514,,0,0,0,,18036,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4026.52","1","NA","2","2","2","1","1","1","4","2","1","805.3","NA","1920.82","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","2","NA","NA","NA","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",1049,"1","2008","9",70569,62480,0,0,,,,,,,,0,0,0,0,0,,837,,0,0,0,,8089,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","2","2","4","2","1","2684.35","NA","565.39","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","1","8","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",1088,"2","2008","6",33780,11651,0,0,,,,,,,,0,0,0,0,0,,670,,0,0,0,,22129,"NA","3","NA","3","NA","3","1","1","1","1","3","1","1","3","4","NA","3","NA","2","2","2","2","2","1","4","2","1","NA","NA","1456.81","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",1118,"2","2008","6",48853,26457,0,0,,,,,,,,0,0,0,4185,0,,-5651,,0,481,0,,21915,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","2","5","2013.26","3","3","2","2","2","2","1","1","6","2","1","NA","NA","979.39","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",1161,"1","2008","11",30082,23668,0,0,,,,,,,,0,0,0,0,0,,2,,0,0,0,,6414,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","3","2","6","2","1","NA","NA","1243.78","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",1201,"1","2008","6",38558,29854,0,0,,,,,,,,0,0,0,1578,0,,11,,0,0,0,,8704,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","3","1100.58","3","NA","2","2","2","2","2","2","4","2","1","NA","NA","714.22","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","1",1,,,,,,
"2008","DK",1209,"1","2008","16",25735,20939,0,0,,,,,,,,0,0,0,0,0,,-982,,0,0,0,,4796,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","4","1342.17","2","2","2","2","2","2","1","1","4","2","1","NA","NA","162.22","1","NA","1","NA","1","1","1","NA","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","DK",1316,"1","2008","NA",23409,2169,0,0,,,,,,,,0,0,0,0,0,,3869,,0,0,0,,21240,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","5","1207.96","2","3","2","2","2","2","1","1","5","2","1","NA","NA","1317.29","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","1","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","1",1,,,,,,
"2008","DK",1325,"2","2008","NA",5871,-4827,0,0,,,,,,,,0,0,0,0,0,,-1516,,0,413,0,,10285,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","1","1342.17","1","NA","2","2","2","2","2","2","4","2","1","NA","NA","1031.01","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
