"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PS005","PS010","PS020","PS030","PS040","PS050","PS060","PS070","PS080","PS090","PS100","PS110","PS120","PS130","PS140","PS150","PS160","PX030","PX040","PX020","PX050","PX010","PL110"
"2006","DK",2631,465.967431272982,"934.8114","2","2006","NA","3",1940,"2","5","2","Other","2","NA","NA","9","NA","NA","NA","NA","NA",,"NA","0","12","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","NA","NA","NA","NA",1,1,1,0,0,0,2042,0,,0,18101,0,0,0,0,1,"452.445","NA","1","1","1","NA","NA","NA","6","NA","5","2","NA","2","2","NA","2",263,"3",65,"3","7.4518","NA"
"2006","DK",2711,465.967431272982,"NA","1","2006","NA","4",1951,"2","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","2","NA","12","12","NA","NA","10","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","2","NA","NA","5",1,1,1,54782,0,0,0,0,,0,0,0,0,0,0,1,"452.445","3","2","NA","1","NA","3","2","3","NA","6","NA","2","2","2","2","NA",271,"3",54,"1","7.4518","NA"
"2006","DK",2961,465.967431272982,"1173.681","2","2006","NA","1",1930,"2","2","1","DK","2","NA","2","5","NA","NA","NA","NA","NA",,"37","0","0","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","2","NA",1,1,1,0,0,0,0,0,,0,43644,0,0,0,0,1,"0","2","NA","NA","1","4","2","2","NA","1","NA","NA","NA","2","NA","2","NA",296,"3",75,"1","7.4518","NA"
"2006","DK",3011,465.967431272982,"1575.963","2","2006","NA","1",1956,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","7","45","12","0","NA","NA","13","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3",1,1,1,45786,0,0,0,0,,0,0,0,0,0,0,1,"0","2","NA","NA","1","NA","NA","2","1","1","6","1","2","2","1","2","2",301,"3",49,"1","7.4518","NA"
"2006","DK",3061,465.967431272982,"592.9155","2","2006","NA","4",1976,"2","1","1","DK","2","NA","2","1","NA","NA","NA","NA","3","5","37","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",1,1,1,43309,0,0,0,0,,0,0,0,0,0,0,1,"0","3","2","NA","NA","2","NA","NA","2","NA","6","NA","1","2","2","NA","NA",306,"2",29,"1","7.4518","NA"
"2006","DK",3071,465.967431272982,"1472.457","2","2006","NA","3",1965,"1","5","3","DK","2","NA","3","1","NA","NA","NA","NA","3","4","60","0","0","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","2","NA",1,1,1,53165,0,0,0,0,,0,0,0,0,0,0,1,"452.445","NA","NA","NA","NA","5","2","NA","NA","1","4","1","NA","2","1","NA","2",307,"3",40,"3","7.4518","o"
"2006","DK",3141,465.967431272982,"NA","2","2006","NA","3",1933,"2","4","2","DK","2","5","5","5","NA","1","NA","NA","NA","2","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA","NA","NA",1,1,1,0,0,0,0,0,,0,13490,0,0,0,0,1,"452.445","2","1","2","NA","NA","NA","5","4","1","6","2","2","2","NA","2","2",314,"2",72,"3","7.4518","NA"
"2006","DK",3411,465.967431272982,"1153.647","2","2006","NA","2",1944,"2","2","1","DK","2","NA","5","6","NA","1","1","NA","NA",,"NA","0","0","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","3","2","NA","2","NA",1,1,1,0,0,0,0,0,,17891,0,0,0,0,0,1,"452.445","2","1","2","NA","5","2","NA","NA","1","6","2","2","2","NA","NA","NA",341,"2",61,"3","7.4518","NA"
"2006","DK",3721,465.967431272982,"1392.977","2","2006","NA","3",1936,"2","2","1","DK","2","NA","2","5","NA","NA","NA","NA","NA","3","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","2","NA","NA","2","NA",1,1,1,0,0,0,0,0,,13723,0,0,0,0,0,1,"0","NA","2","NA","NA","NA","NA","NA","2","NA","6","NA","2","NA","1","2","NA",372,"2",69,"1","7.4518","NA"
"2006","DK",3851,465.967431272982,"NA","2","2006","NA","1",1925,"2","2","3","DK","2","NA","2","NA","NA","2","NA","NA","3",,"50","12","0","NA","NA","12","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",1,1,1,0,0,0,0,0,,0,27313,0,0,0,0,1,"452.445","2","1","NA","NA","5","NA","NA","1","1","NA","NA","2","2","2","2","NA",385,"3",80,"3","7.4518","NA"
"2006","DK",3861,465.967431272982,"515.5795","2","2006","NA","2",1982,"2","1","1","DK","2","3","3","4","NA","1","NA","NA","3","7","NA","6","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","2","2","NA","2","NA",1,1,1,3294,0,0,0,0,,0,0,0,0,0,1005,1,"0","1","NA","NA","1","2","2","NA","1","NA","6","1","2","2","2","2","1",386,"2",23,"4","7.4518","NA"
"2006","DK",4111,465.967431272982,"NA","2","2006","NA","2",1932,"2","4","3","DK","2","NA","2","5","NA","1","NA","NA","3",,"48","12","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,1,0,0,0,0,0,,0,25769,0,0,0,0,1,"452.445","NA","NA","1","NA","2","2","1","1","NA","NA","NA","2","2","2","NA","2",411,"3",73,"4","7.4518","NA"
"2006","DK",4561,465.967431272982,"NA","2","2006","NA","1",1977,"2","1","1","DK","2","NA","2","9","NA","NA","NA","NA","3","4","37","0","0","NA","NA","1","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,1,20887,0,0,2,0,,0,0,0,13053,0,0,1,"0","NA","3","1","NA","2","NA","2","2","NA","NA","2","2","1","2","NA","2",456,"2",28,"4","7.4518","NA"
"2006","DK",4651,465.967431272982,"760.6006","2","2006","NA","2",1930,"2","2","1","DK","1","3","3","5","NA","NA","NA","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",1,1,1,0,0,0,0,0,,9482,2682,0,0,0,0,1,"452.445","1","NA","2","NA","NA","2","2","2","NA","NA","2","NA","2","2","NA","2",465,"3",75,"1","7.4518","NA"
"2006","DK",5191,465.967431272982,"890.6836","2","2006","NA","3",1980,"1","1","1","DK","2","NA","2","2","NA","NA","NA","1","NA","9","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","1","NA","2","NA",1,1,1,20684,0,0,128,0,,352,0,0,0,0,0,1,"452.445","1","3","2","NA","3","2","3","2","1","6","2","NA","NA","2","2","2",519,"2",25,"1","7.4518","k"
"2006","DK",5261,465.967431272982,"1348.397","1","2006","NA","1",1964,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","3","60","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",1,1,1,68574,0,0,0,0,,0,0,0,0,0,0,1,"0","NA","2","2","2","NA","2","NA","NA","1","NA","2","2","2","2","2","2",526,"2",41,"1","7.4518","NA"
"2006","DK",5331,465.967431272982,"969.2909","2","2006","NA","2",1956,"2","2","1","DK","2","NA","2","2","NA","1","NA","NA","NA","4","30","12","0","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","2","NA","NA","NA",1,1,1,23663,0,0,0,0,,0,0,0,0,0,0,1,"0","NA","2","1","1","2","NA","2","4","NA","6","NA","2","2","NA","2","2",533,"2",49,"1","7.4518","l-n"
"2006","DK",5391,465.967431272982,"NA","2","2006","NA","4",1959,"1","2","1","DK","2","NA","2","1","NA","NA","NA","NA","3","7","NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","NA","NA",1,1,1,27925,0,0,-2654,0,,0,0,0,0,0,0,1,"452.445","NA","NA","NA","1","5","NA","2","NA","NA","NA","NA","2","NA","1","NA","2",539,"2",46,"1","7.4518","b-e"
"2006","DK",5421,465.967431272982,"NA","2","2006","NA","2",1976,"1","1","3","DK","2","NA","3","1","NA","1","NA","NA","3","2","30","0","0","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",1,1,1,31696,0,0,0,0,,0,0,0,0,0,0,1,"452.445","NA","NA","NA","1","6","3","2","2","NA","6","NA","2","2","2","NA","2",542,"2",29,"1","7.4518","b-e"
"2006","DK",5601,465.967431272982,"433.6379","1","2006","NA","2",1945,"2","2","3","DK","2","NA","3","5","NA","NA","1","NA","NA",,"NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA",1,1,1,0,0,0,1,0,,20575,0,0,0,0,0,1,"452.445","1","2","NA","NA","2","3","2","2","1","6","2","2","2","NA","2","NA",560,"2",60,"NA","7.4518","NA"
"2006","DK",5771,465.967431272982,"NA","2","2006","NA","4",1931,"2","4","2","DK","2","NA","3","5","NA","NA","NA","NA","3","5","37","12","0","NA","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","NA","NA",1,1,1,0,0,0,0,0,,0,29024,0,0,0,0,1,"0","1","1","1","NA","2","NA","1","NA","NA","6","NA","2","NA","NA","2","NA",577,"3",74,"1","7.4518","NA"
"2006","DK",5911,465.967431272982,"NA","1","2006","NA","3",1946,"2","2","1","DK","2","NA","3","2","NA","NA","NA","NA","3","5","37","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,1,29314,0,0,-385,0,,0,0,0,0,0,0,1,"452.445","2","NA","NA","1","5","5","NA","2","1","6","2","2","NA","NA","NA","2",591,"2",59,"4","7.4518","NA"
"2006","DK",6061,465.967431272982,"NA","2","2006","NA","1",1962,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","4","37","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,1,41741,0,0,0,0,,0,0,0,0,0,0,1,"452.445","3","NA","1","1","3","2","NA","3","1","6","2","NA","NA","NA","NA","NA",606,"3",43,"4","7.4518","o"
"2006","DK",6171,465.967431272982,"621.0334","2","2006","NA","2",1940,"2","2","2","DK","2","NA","2","5","NA","1","NA","NA","3",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","1","NA","2","NA",1,1,1,0,0,0,0,0,,0,21368,0,0,0,0,1,"452.445","NA","2","2","1","2","5","3","3","1","6","2","2","NA","2","NA","2",617,"2",65,"4","7.4518","NA"
"2006","DK",6531,465.967431272982,"858.1902","2","2006","NA","1",1943,"2","2","1","DK","2","NA","2","5","NA","NA","NA","NA","3",,"NA","12","12","NA","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","NA",1,1,1,259,0,0,0,0,,0,39914,0,0,0,0,1,"0","NA","3","1","3","NA","3","6","2","1","NA","2","NA","2","2","NA","NA",653,"3",62,"1","7.4518","NA"
"2006","DK",6821,465.967431272982,"NA","1","2006","NA","3",1949,"2","1","3","DK","2","NA","2","1","NA","NA","NA","NA","3","9","37","12","0","NA","NA","13","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA",1,1,1,36793,0,0,168,0,,0,0,0,0,0,0,1,"452.445","NA","NA","2","NA","5","2","2","NA","NA","NA","NA","2","1","1","2","NA",682,"2",56,"3","7.4518","b-e"
"2006","DK",6931,465.967431272982,"473.1256","2","2006","NA","4",1944,"2","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","2","32","12","0","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","2","NA","NA","NA",1,1,1,42375,602,0,0,0,,0,0,0,0,0,0,1,"0","NA","2","2","2","2","NA","1","2","1","6","NA","2","2","1","NA","2",693,"2",61,"3","7.4518","NA"
"2006","DK",7131,465.967431272982,"NA","2","2006","NA","3",1974,"2","1","1","DK","2","NA","3","1","NA","NA","NA","NA","3","9","37","12","0","NA","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,1,40255,0,0,0,0,,0,0,0,0,0,0,1,"0","2","1","1","1","NA","4","NA","2","NA","6","2","2","1","NA","2","2",713,"3",31,"1","7.4518","l-n"
"2006","DK",7581,465.967431272982,"746.0931","2","2006","NA","4",1980,"1","1","1","DK","2","NA","3","4","NA","NA","1","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,1,16339,0,0,2154,0,,0,0,0,0,0,3076,1,"0","NA","NA","1","1","3","NA","NA","2","1","6","2","NA","NA","2","NA","NA",758,"3",25,"1","7.4518","NA"
"2006","DK",7661,465.967431272982,"NA","2","2006","NA","2",1970,"1","1","1","DK","2","NA","3","1","NA","NA","NA","NA","3","3","NA","12","1","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","NA","NA",1,1,1,26060,0,0,0,0,,0,0,0,0,0,0,1,"452.445","1","NA","NA","NA","NA","NA","NA","1","1","6","1","NA","NA","2","2","NA",766,"2",35,"1","7.4518","g"
"2006","DK",7721,465.967431272982,"999.4439","2","2006","NA","3",1930,"1","2","1","DK","2","NA","3","5","NA","NA","NA","1","3",,"NA","12","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",1,1,1,0,0,0,0,0,,0,25687,0,0,0,0,1,"0","1","2","1","1","NA","2","NA","2","1","6","NA","2","2","1","2","2",772,"3",75,"4","7.4518","NA"
"2006","DK",7761,465.967431272982,"NA","1","2006","NA","3",1978,"2","1","1","DK","2","NA","3","4","NA","1","NA","NA","NA","5","37","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,1,1624,0,0,0,0,,0,0,0,842,0,0,1,"452.445","NA","NA","NA","NA","3","NA","NA","3","1","6","2","2","NA","2","NA","NA",776,"2",27,"3","7.4518","NA"
"2006","DK",8021,465.967431272982,"626.6366","1","2006","NA","2",1982,"1","1","1","DK","2","NA","3","1","NA","NA","NA","NA","3","7","45","12","0","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","1","NA",1,1,1,44633,0,0,0,0,,0,0,0,0,0,0,1,"452.445","NA","3","NA","NA","2","5","2","1","1","6","NA","NA","2","2","NA","2",802,"3",23,"1","7.4518","k"
"2006","DK",8051,465.967431272982,"930.8524","2","2006","NA","2",1959,"2","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","4","37","12","0","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",1,1,1,38386,0,0,3545,0,,0,0,0,0,0,0,1,"0","NA","2","2","NA","4","NA","2","NA","1","6","NA","2","2","1","2","2",805,"3",46,"3","7.4518","NA"
"2006","DK",8081,465.967431272982,"744.6746","1","2006","NA","2",1957,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","NA","7","37","12","0","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","2","2","NA","2","NA",1,1,1,34617,0,0,0,0,,0,0,0,0,0,0,1,"452.445","5","2","1","1","2","6","NA","1","1","6","NA","NA","1","1","NA","2",808,"3",48,"4","7.4518","o"
"2006","DK",8091,465.967431272982,"744.4726","NA","2006","NA","3",1961,"2","1","1","DK","2","NA","5","1","NA","NA","NA","NA","3","3","37","12","0","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",1,1,1,34661,0,0,0,0,,11393,0,0,606,0,0,1,"452.445","4","NA","NA","4","2","NA","2","3","1","NA","NA","NA","NA","2","2","2",809,"2",44,"1","7.4518","l-n"
"2006","DK",8141,465.967431272982,"1194.438","2","2006","NA","2",1925,"2","4","3","DK","2","NA","2","5","NA","NA","NA","NA","1","3","60","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",1,1,1,0,0,0,0,0,,6623,12870,0,0,0,0,1,"0","NA","NA","3","1","2","NA","2","5","2","6","2","2","NA","NA","1","2",814,"2",80,"3","7.4518","NA"
"2006","DK",8161,465.967431272982,"1315.99","2","2006","NA","1",1978,"1","1","2","DK","2","NA","3","3","NA","NA","NA","NA","3","5","37","12","0","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","NA","NA",1,1,1,749,0,0,33,0,,10623,0,17054,0,0,0,1,"452.445","1","1","3","2","NA","2","NA","3","NA","6","2","NA","2","2","2","2",816,"2",27,"1","7.4518","NA"
"2006","DK",8241,465.967431272982,"1215.868","1","2006","NA","3",1952,"1","1","1","DK","2","NA","2","3","NA","1","NA","NA","3",,"37","12","0","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,1,0,0,0,0,0,,34148,0,0,0,0,0,1,"0","NA","1","NA","3","NA","3","2","3","NA","6","2","NA","2","2","NA","2",824,"2",53,"4","7.4518","NA"
"2006","DK",8301,465.967431272982,"NA","2","2006","NA","2",1925,"2","4","3","DK","2","NA","NA","5","NA","NA","NA","NA","NA","4","NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","2","NA",1,1,1,23995,0,0,1168,0,,0,0,0,0,0,0,1,"452.445","3","3","NA","NA","NA","1","NA","NA","NA","6","2","2","1","2","NA","2",830,"3",80,"1","7.4518","NA"
"2006","DK",8411,465.967431272982,"NA","2","2006","NA","3",1930,"1","2","3","DK","1","NA","2","5","NA","NA","NA","NA","NA",,"NA","0","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","NA",1,1,1,0,0,0,0,0,,0,11767,0,0,0,0,1,"452.445","NA","1","NA","1","2","NA","2","NA","NA","6","2","2","2","2","1","NA",841,"3",75,"1","7.4518","NA"
"2006","DK",8791,465.967431272982,"676.0526","2","2006","NA","2",1980,"1","2","3","DK","2","NA","2","1","NA","NA","1","NA","NA","8","25","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","1","NA","2","NA",1,1,1,6734,0,0,0,0,,4635,0,0,9268,0,0,1,"452.445","3","NA","1","1","4","NA","NA","4","1","NA","2","2","2","1","2","2",879,"2",25,"1","7.4518","i"
