"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","DK",254,"1","2010","12",13771,7306,0,0,,,,,,,,,0,0,0,0,0,,-323,,0,0,0,,6465,,"NA","3","NA","3","NA","3","2","2","2","1","1","1","1","1","6","5371.87","3","NA","2","2","2","2","2","NA","1","5","2","1","590.91","NA","637.04","NA","1","NA","1","NA","3","1","1098601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",257,"1","2010","5",35482,13978,0,0,,,,,,,,,0,0,0,1221,0,,-3,,0,0,0,,21504,,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","1","NA","3","3","2","1","1539.71","NA","614.77","NA","1","NA","1","NA","2","NA","39302","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",258,"1","2010","13",47797,43076,0,0,,,,,,,,,0,0,0,0,0,,-924,,0,0,0,,4721,,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","5","1007.23","3","3","2","2","2","2","1","NA","3","4","2","1","NA","NA","1317.42","NA","1","NA","1","NA","1","NA","NA","437202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",290,"1","2010","8",7343,-5741,0,0,,,,,,,,,0,0,0,0,0,,177,,0,0,0,,13084,,"NA","3","NA","3","NA","3","1","1","2","1","1","3","1","3","4","604.34","2","3","2","2","2","2","1","NA","3","2","2","1","389.46","NA","341.58","NA","1","NA","1","NA","1","NA","NA","128302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",303,"2","2010","26",49524,23966,0,0,,,,,,,,,0,0,0,0,0,,2139,,0,1676,0,,23882,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","3","6","2014.45","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","NA","2355.44","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",311,"2","2010","NA",20007,9989,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10018,,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","5","1007.23","3","NA","2","1","2","2","1","NA","2","2","2","1","295.45","NA","1283.14","NA","1","NA","1","NA","1","NA","461401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",334,"1","2010","12",30084,24833,0,0,,,,,,,,,0,0,0,2187,0,,-1,,0,0,0,,5250,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2014.45","3","NA","2","2","2","2","4","NA","3","2","2","1","NA","NA","637.97","NA","1","NA","1","NA","1","1","536401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",354,"2","2010","8",28581,17177,0,0,,,,,,,,,0,0,0,0,0,,0,,0,168,0,,11236,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","NA","2","5","2","1","NA","NA","600.54","NA","1","NA","1","NA","1","1","1095902","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",378,"2","2010","NA",51280,51042,0,0,,,,,,,,,0,0,0,899,0,,21,,0,4,0,,233,,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","6","1074.37","1","NA","2","2","2","2","4","NA","2","5","2","1","NA","NA","1025.97","NA","1","NA","1","NA","2","1","174701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",429,"2","2010","9",113175,101259,0,0,,,,,,,,,0,0,0,0,0,,3822,,0,0,0,,11916,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4700.38","3","1","2","2","2","2","1","NA","2","4","2","1","NA","NA","2143.99","NA","1","NA","1","NA","1","1","174701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",449,"1","2010","8",25446,14460,0,0,,,,,,,,,0,0,0,0,0,,-3648,,0,689,0,,10297,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","6714.83","2","NA","2","1","2","2","4","NA","2","2","2","1","NA","NA","734.24","NA","1","NA","1","NA","1","1","450602","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",462,"2","2010","11",24381,12506,0,0,,,,,,,,,0,0,0,0,0,,104,,0,0,0,,11874,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","3","1","6","1611.56","3","NA","2","2","1","1","4","NA","1","6","2","1","590.91","NA","1122.72","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",465,"1","2010","7",25884,20693,0,0,,,,,,,,,0,0,0,0,0,,-1,,0,385,0,,4805,,"NA","3","NA","3","NA","3","1","1","2","1","1","2","1","1","4","671.48","3","NA","2","2","2","2","1","NA","2","2","2","1","805.78","NA","1336.81","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",490,"2","2010","11",-32751,-38176,0,0,,,,,,,,,0,0,0,0,0,,2706,,0,67,0,,5358,,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","3","1745.86","2","NA","2","2","2","2","1","NA","2","3","2","1","456.61","NA","1281.04","NA","1","NA","1","NA","NA","NA","962601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",560,"2","2010","9",16173,10003,0,0,,,,,,,,,0,0,0,0,0,,372,,0,0,0,,6170,,"NA","2","NA","3","NA","3","1","1","1","1","1","1","1","1","3","NA","2","NA","2","2","2","1","1","NA","3","4","2","1","644.62","NA","479.93","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",580,"1","2010","11",42524,34076,0,0,,,,,,,,,0,0,0,0,0,,-27,,0,54,0,,8394,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","134288.09","3","NA","2","2","2","2","1","NA","3","5","2","1","NA","NA","611.38","NA","1","NA","1","NA","NA","1","1095902","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",596,"1","2010","10",55659,47791,0,0,,,,,,,,,0,0,0,0,0,,9931,,0,755,0,,7113,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1141.52","3","NA","2","1","1","2","1","NA","2","6","2","1","NA","NA","330.8","NA","1","NA","1","NA","1","1","387602","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",600,"1","2010","17",44890,14088,0,0,,,,,,,,,0,0,0,0,0,,4129,,0,0,0,,30803,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","134288.09","3","NA","2","2","2","2","1","NA","1","6","2","1","NA","NA","611.38","NA","1","NA","1","NA","2","1","1095902","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",613,"NA","2010","7",33081,18883,0,0,,,,,,,,,0,0,0,0,0,,2657,,0,644,0,,13554,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2014.45","3","NA","2","2","2","2","4","NA","2","4","2","1","NA","NA","585.23","NA","1","NA","1","NA","1","1","481101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",631,"2","2010","12",26460,-25920,0,0,,,,,,,,,0,0,0,3446,0,,1,,0,0,0,,52380,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","5371.87","3","NA","1","2","2","2","2","NA","2","5","2","1","NA","NA","838.48","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",638,"2","2010","9",197,-15189,0,0,,,,,,,,,0,0,0,0,0,,197,,0,0,0,,15386,,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","5","1074.37","2","2","2","2","2","2","1","NA","3","5","2","1","NA","NA","744.47","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",717,"1","2010","11",11857,5353,0,0,,,,,,,,,0,0,0,0,0,,114,,0,0,0,,6504,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2954.53","3","NA","2","2","2","2","1","NA","1","5","2","1","NA","NA","524.77","NA","1","NA","1","NA","NA","NA","827801","741202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",735,"2","2010","11",53682,50913,0,0,,,,,,,,,0,0,0,4348,0,,318,,0,0,0,,2769,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","2014.45","3","NA","2","2","1","2","1","NA","3","5","2","1","NA","NA","1352.55","NA","1","NA","1","NA","2","1","891701","792902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",770,"1","2010","6",35306,31980,0,0,,,,,,,,,0,0,0,5903,0,,3,,0,0,0,,3326,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","1","3290.27","3","NA","2","2","2","1","4","NA","3","4","2","1","NA","NA","1841.06","NA","1","NA","1","NA","NA","1","623501","470702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",851,"1","2010","7",13560,6724,0,0,,,,,,,,,0,0,0,0,0,,-126,,0,0,0,,6836,,"NA","3","NA","3","NA","3","1","2","1","1","1","1","1","3","1","2014.45","3","NA","1","1","2","2","4","NA","3","2","2","1","NA","NA","923.71","NA","1","NA","1","NA","3","1","NA","1026202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",886,"2","2010","12",80572,59929,0,0,,,,,,,,,0,0,0,0,0,,-3176,,0,0,0,,20642,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","3357.42","3","3","2","2","1","2","2","NA","2","3","2","1","171.9","NA","1776.46","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",888,"2","2010","5",-3533,-9636,0,0,,,,,,,,,0,0,0,0,0,,-21262,,0,75,0,,6028,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2014.45","1","NA","2","1","2","2","4","NA","2","6","2","1","NA","NA","719.11","NA","1","NA","1","NA","NA","NA","828301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",890,"2","2010","11",66146,47636,0,0,,,,,,,,,0,0,0,0,0,,-4878,,0,0,0,,18510,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","4700.38","3","3","2","2","2","2","4","NA","2","5","2","1","1678.71","NA","738.23","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",894,"2","2010","19",8562,6171,0,0,,,,,,,,,0,0,0,0,0,,102,,0,0,0,,2391,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1611.56","3","1","2","2","2","2","4","NA","2","2","2","1","384.36","NA","862.97","NA","1","NA","1","NA","1","NA","329201","162102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",898,"2","2010","6",72497,58868,0,0,,,,,,,,,0,0,0,0,0,,44923,,0,1021,0,,12607,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2014.45","3","NA","2","2","2","2","1","NA","2","5","2","1","NA","NA","998.28","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",954,"NA","2010","8",74304,60301,0,0,,,,,,,,,0,0,0,0,0,,843,,0,2546,0,,11458,,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","3","4","1678.71","3","NA","2","2","2","2","4","NA","2","3","1","1","288.74","NA","420.78","NA","1","NA","1","NA","1","NA","585001","474202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",964,"1","2010","15",68899,64781,0,0,,,,,,,,,0,0,0,0,0,,1698,,0,0,0,,4119,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","2","4","1450.4","3","NA","2","2","2","2","1","NA","1","4","2","1","NA","NA","1088.94","NA","1","NA","1","NA","1","NA","822501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",993,"1","2010","12",42969,33732,0,0,,,,,,,,,0,0,0,0,0,,-2328,,0,0,0,,9237,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","6714.83","3","NA","2","2","2","2","3","NA","1","3","2","1","1678.71","NA","690.53","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1036,"2","2010","7",58694,54860,0,0,,,,,,,,,0,0,0,6688,0,,-140,,0,245,0,,3589,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","1","4028.9","3","NA","2","2","2","1","1","NA","3","3","2","1","NA","NA","1260.3","NA","1","NA","1","NA","3","1","1098601","1098602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1077,"2","2010","10",15769,14328,0,0,,,,,,,,,0,0,0,0,0,,-1319,,0,43,0,,1398,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4700.38","3","NA","2","2","1","2","2","NA","3","6","2","1","171.9","NA","1776.46","NA","1","NA","1","NA","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1118,"1","2010","20",31220,23789,0,0,,,,,,,,,0,0,0,0,0,,-3624,,0,0,0,,7432,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","5","1611.56","3","NA","2","2","2","2","1","NA","3","4","2","1","NA","NA","1707.68","NA","1","NA","1","NA","NA","NA","366602","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1149,"1","2010","10",40034,37533,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2501,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","3","5","1611.56","3","1","2","1","2","1","4","NA","2","4","2","1","NA","NA","540.73","NA","1","NA","1","NA","3","1","NA","536402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1192,"NA","2010","7",36094,25272,0,0,,,,,,,,,0,0,0,0,0,,-3133,,0,0,0,,10822,,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","5","1611.56","3","3","2","2","2","2","4","NA","1","6","2","1","NA","NA","709.22","NA","1","NA","1","NA","2","1","1108302","120102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1233,"2","2010","15",24298,18071,0,0,,,,,,,,,0,0,0,2509,0,,49,,0,357,0,,5871,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","402.89","2","NA","2","1","2","2","2","NA","2","6","2","1","335.74","NA","930.45","NA","1","NA","1","NA","1","NA","764202","1072102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1242,"1","2010","6",42440,26941,0,0,,,,,,,,,0,0,0,0,0,,-1336,,0,0,0,,15499,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","3357.42","3","NA","1","2","1","2","4","NA","2","4","2","1","NA","NA","999.81","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1243,"NA","2010","10",16888,14486,0,0,,,,,,,,,0,0,0,0,0,,-35,,0,113,0,,2289,,"NA","3","NA","3","NA","3","2","2","1","1","1","1","1","1","2","1074.37","2","3","2","2","2","2","1","NA","1","2","2","1","NA","NA","1120.65","NA","1","NA","1","NA","1","1","1108302","887202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1352,"2","2010","15",19209,9063,0,0,,,,,,,,,0,0,0,0,0,,69,,0,0,0,,10146,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","3","3","6","NA","2","NA","2","2","2","2","1","NA","2","2","2","1","590.91","NA","987.59","NA","1","NA","1","NA","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1362,"1","2010","12",13189,5827,0,0,,,,,,,,,0,0,0,0,0,,-172,,0,4184,0,,3178,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","2014.45","2","NA","1","2","1","2","1","NA","2","3","2","1","NA","NA","330.8","NA","1","NA","1","NA","1","NA","164102","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1398,"1","2010","11",61422,44075,0,0,,,,,,,,,0,0,0,0,0,,-1757,,0,0,0,,17347,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","12086.7","3","NA","2","2","2","2","3","NA","2","4","1","1","NA","NA","1890.59","NA","1","NA","1","NA","3","1","862902","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1401,"2","2010","6",32791,15718,0,0,,,,,,,,,0,0,0,0,0,,-1366,,0,0,0,,17074,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1007.23","3","3","2","2","2","2","1","NA","1","6","2","1","NA","NA","673.36","NA","1","NA","1","NA","2","1","721101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1408,"2","2010","9",-75903,-80451,0,0,,,,,,,,,0,0,0,399,0,,-84,,0,0,0,,4547,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2014.45","3","3","2","2","2","2","1","NA","3","3","2","1","NA","NA","878.77","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1418,"2","2010","15",30256,25797,0,0,,,,,,,,,0,0,0,4886,0,,-8,,0,0,0,,4459,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","2","1611.56","2","1","2","2","2","2","1","NA","3","4","2","1","NA","NA","637.97","NA","1","NA","1","NA","1","NA","878201","1098602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1446,"2","2010","8",22166,13462,0,0,,,,,,,,,0,0,0,0,0,,-80,,0,437,0,,8267,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","2","4","2014.45","NA","NA","2","2","2","2","1","NA","2","4","2","1","537.19","NA","461.09","NA","1","NA","1","NA","NA","1","521901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1455,"1","2010","12",61470,36179,0,0,,,,,,,,,0,0,0,0,0,,-2139,,0,0,0,,25291,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","4700.38","3","NA","2","2","2","2","1","NA","2","6","1","1","NA","NA","600.54","NA","1","NA","1","NA","3","NA","1095902","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1473,"2","2010","8",33452,32500,0,0,,,,,,,,,0,0,0,0,0,,-2671,,0,0,0,,952,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","134288.09","3","2","2","1","2","2","1","NA","1","6","1","1","752.06","NA","611.38","NA","1","NA","1","NA","1","1","659202","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1539,"2","2010","9",9529,-8543,0,0,,,,,,,,,0,0,0,0,0,,-6471,,0,0,0,,18072,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","5","1611.56","1","NA","2","1","2","2","1","NA","3","6","2","1","NA","NA","734.24","NA","1","NA","1","NA","1","NA","1098601","611301","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1588,"1","2010","6",29933,14797,0,0,,,,,,,,,0,0,0,1708,0,,-166,,0,0,0,,15136,,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","6","671.48","3","NA","2","2","1","2","4","NA","3","3","2","1","NA","NA","1496.82","NA","1","NA","1","NA","2","NA","240001","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1621,"1","2010","NA",1091,-101,0,0,,,,,,,,,0,0,0,1022,0,,69,,0,81,0,,1112,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","3","5","4700.38","3","NA","2","2","2","2","1","NA","1","6","2","1","NA","NA","574.15","NA","1","NA","1","NA","3","1","878201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1624,"2","2010","11",19685,624,0,0,,,,,,,,,0,0,0,0,0,,-4076,,0,0,0,,19061,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2014.45","3","NA","2","1","2","2","2","NA","3","5","2","1","NA","NA","1460.53","NA","1","NA","1","NA","NA","NA","164102","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1637,"2","2010","10",8356,-6323,0,0,,,,,,,,,0,0,0,0,0,,-5905,,0,0,0,,14679,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","268.59","3","3","2","2","2","2","1","NA","3","5","2","1","671.48","NA","646.57","NA","1","NA","1","NA","NA","NA","642902","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1644,"2","2010","10",82124,52860,0,0,,,,,,,,,0,0,0,0,0,,2269,,0,0,0,,29264,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","5371.87","3","NA","2","2","1","2","1","NA","2","6","2","1","NA","NA","1677.56","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1656,"2","2010","7",36381,31277,0,0,,,,,,,,,0,0,0,0,0,,-3,,0,0,0,,5104,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","6","2081.6","3","NA","2","2","2","1","1","NA","1","4","2","1","NA","NA","637.04","NA","1","NA","1","NA","1","1","NA","413302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1658,"NA","2010","16",23678,16867,0,0,,,,,,,,,0,0,0,0,0,,341,,0,0,0,,6811,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1141.52","3","NA","2","2","2","2","4","NA","1","6","2","1","NA","NA","1677.56","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1739,"2","2010","8",55099,24811,0,0,,,,,,,,,0,0,0,0,0,,485,,0,0,0,,30287,,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","6","1141.52","3","NA","2","1","1","2","1","NA","2","5","2","1","NA","NA","330.8","NA","1","NA","1","NA","NA","NA","652401","792902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1768,"2","2010","10",6264,-13584,0,0,,,,,,,,,0,0,0,0,0,,275,,0,0,0,,19848,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","6714.83","3","NA","2","2","2","2","1","NA","3","6","2","1","NA","NA","4237.42","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","DK",1773,"2","2010","7",50248,39321,0,0,,,,,,,,,0,0,0,3498,0,,0,,0,0,0,,10926,,"NA","3","NA","3","NA","2","1","1","1","1","1","1","1","1","4","2014.45","1","NA","2","1","2","2","4","NA","3","6","2","1","295.45","NA","490.37","NA","1","NA","1","NA","NA","NA","757502","357302","NA","NA","NA","1",1,,,,,,,,,,,
