"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","MH010","MH020","MH030","MH040","MH050","MH060","MH070","MH080","MH090","MH100","MH110","MH120","MH130","MH140","MH150","MH160","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010","HY081N","HY131N","HY081G","HY131G"
"2007","DK",247,"1","2007","13",46328,28207,0,0,,,,,,0,0,0,11655,0,0,,0,252,0,17869,"2","2","2","2","1","1","1","1","1","1","1","6","NA","3","NA","2","2","1","1","1","1","4","2","1","NA","NA","2027.9","1","1","2","1","1","1","1","2","1","4","4","4","4","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",248,"2","2007","7",21125,16387,0,0,,,,,,0,0,0,0,0,5803,,0,0,0,4737,"2","2","2","1","1","1","1","1","1","1","3","5","2413.16","2","NA","2","2","2","2","1","1","5","2","2","NA","NA","1074.59","1","1","2","1","1","1","1","2","2","3","3","2","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",279,"2","2007","7",21626,16461,0,0,,,,,,0,0,0,3986,0,35,,0,0,0,5165,"2","2","2","1","1","1","1","1","3","1","3","4","3351.61","3","NA","2","2","1","2","2","1","5","2","1","NA","NA","1211.93","1","1","2","1","1","1","2","2","1","3","3","3","3","3","4","3","2","NA","1",1,,,,,,,,,,
"2007","DK",292,"1","2007","5",54180,44919,0,0,,,,,,0,0,0,0,0,2058,,0,1044,0,8217,"2","2","2","1","1","1","1","1","1","1","1","5","3351.61","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","500.12","1","1","2","1","1","1","1","2","1","4","2","4","4","4","2","NA","2","2","1",1,,,,,,,,,,
"2007","DK",300,"2","2007","5",123550,115767,0,0,,,,,,0,0,0,1851,0,260,,0,108,0,7675,"2","2","2","1","1","NA","1","1","3","1","3","4","1608.77","3","NA","2","2","2","2","1","2","5","2","1","402.19","NA","1258.31","1","1","2","1","1","1","1","2","1","4","3","3","3","3","3","NA","1","NA","1",1,,,,,,,,,,
"2007","DK",321,"1","2007","20",43075,38032,0,0,,,,,,0,0,0,0,0,-85,,0,786,0,4257,"2","2","2","1","1","2","1","1","1","1","1","6","NA","3","3","2","1","2","2","1","1","3","2","1","621.66","NA","436.41","1","1","2","1","2","1","1","2","1","4","4","4","3","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",341,"1","2007","6",37536,33789,0,0,,,,,,0,0,0,2416,0,1770,,0,377,0,3370,"2","2","2","1","1","1","1","1","3","1","1","4","2681.29","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","485.26","1","1","2","1","1","1","1","2","1","4","4","4","2","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",364,"NA","2007","8",37391,24071,0,0,,,,,,0,0,0,591,0,-408,,0,0,0,13320,"2","2","2","1","1","1","1","1","1","3","1","5","1005.48","1","1","2","2","2","2","4","1","2","2","1","NA","NA","520.2","1","1","2","2","1","1","1","2","1","3","3","3","4","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",412,"2","2007","NA",32195,23986,0,0,,,,,,0,0,0,0,0,-2206,,0,432,0,7777,"2","2","2","1","1","1","1","1","1","1","3","6","NA","3","NA","2","2","2","1","2","1","4","2","1","NA","NA","417.36","1","1","2","1","1","1","1","2","1","4","3","4","4","3","3","NA","1","3","1",1,,,,,,,,,,
"2007","DK",432,"1","2007","5",72079,53489,0,0,,,,,,0,0,0,7,0,-5,,0,1096,0,17494,"2","2","2","1","1","1","1","1","1","1","1","5","3753.8","3","NA","2","1","2","2","4","1","4","2","1","NA","NA","1820.1","1","1","1","1","1","1","1","2","1","4","4","3","4","4","4","NA","1","NA","1",1,,,,,,,,,,
"2007","DK",444,"2","2007","9",70007,65614,0,0,,,,,,0,0,0,0,0,119,,0,0,0,4392,"2","2","2","1","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","1","1","6","2","1","717.24","NA","254.4","1","1","2","1","1","1","1","2","1","4","4","3","3","1","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",447,"2","2007","5",22695,18102,0,0,,,,,,0,0,0,0,0,-153,,0,288,0,4305,"2","2","2","1","1","1","1","1","1","1","1","5","1340.64","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","535.59","1","1","2","1","1","1","1","2","1","4","3","2","3","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",471,"2","2007","10",48204,33992,0,0,,,,,,0,0,0,846,0,620,,0,882,0,13331,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","3","2","1","402.19","NA","1211.93","1","1","2","1","1","1","1","2","2","4","3","3","2","3","3","3","2","NA","1",1,,,,,,,,,,
"2007","DK",539,"1","2007","4",26973,19136,0,0,,,,,,0,0,0,6227,0,54,,0,379,0,7458,"2","2","2","1","1","1","1","1","1","1","1","6","1340.64","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","952.36","1","1","2","1","1","1","1","2","1","4","4","3","3","3","1","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",558,"1","2007","6",29409,18909,0,0,,,,,,0,0,0,0,0,177,,0,0,0,10501,"2","2","2","1","1","1","1","3","1","1","1","6","2681.29","3","3","2","2","2","2","2","1","5","2","2","858.01","NA","489.51","1","1","2","1","1","1","1","2","1","4","4","3","3","2","2","NA","2","3","1",1,,,,,,,,,,
"2007","DK",573,"NA","2007","12",30047,11211,0,0,,,,,,0,0,0,0,0,1868,,0,0,0,18836,"2","2","2","1","1","1","1","1","1","1","1","6","2413.16","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","735.87","1","1","2","1","1","1","1","2","1","3","4","4","4","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",577,"NA","2007","6",60968,39900,0,0,,,,,,0,0,0,0,0,1984,,0,0,0,21068,"2","2","2","2","1","1","1","1","1","1","1","3","3351.61","3","NA","2","2","2","1","1","1","5","2","1","NA","NA","456.86","1","1","2","1","2","1","1","2","1","3","4","2","4","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",590,"2","2007","14",46217,45815,0,0,,,,,,0,0,0,1573,0,303,,0,105,0,298,"2","2","2","1","1","1","1","1","1","1","1","5","NA","2","3","2","2","2","2","3","1","3","2","1","NA","NA","403.45","1","1","2","1","1","1","1","2","1","3","4","3","4","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",607,"2","2007","8",23986,16538,0,0,,,,,,0,0,0,0,0,-2334,,0,0,0,7448,"2","2","2","1","1","1","1","1","1","1","1","5","NA","1","NA","2","2","2","2","1","1","6","2","1","NA","NA","558.6","1","1","2","1","1","1","1","2","1","4","4","2","4","4","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",613,"1","2007","12",49825,33347,0,0,,,,,,0,0,0,0,0,-987,,0,886,0,15592,"2","2","2","1","1","2","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","892.04","1","1","2","1","1","1","1","2","1","4","3","3","4","3","2","4","1","NA","1",1,,,,,,,,,,
"2007","DK",689,"1","2007","5",58958,55229,0,0,,,,,,0,0,0,0,0,-1179,,0,0,0,3729,"2","2","2","1","1","2","1","1","1","1","1","6","2010.97","3","NA","2","2","2","2","3","1","5","2","1","NA","NA","431.3","1","1","1","1","1","1","1","2","1","4","3","3","2","3","2","NA","1","NA","1",1,,,,,,,,,,
"2007","DK",707,"1","2007","15",28437,23414,0,0,,,,,,0,0,0,4839,0,212,,0,0,0,5023,"2","2","2","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","2","1","3","2","1","670.32","NA","576.14","1","1","2","1","1","1","1","2","1","1","3","3","4","2","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",741,"1","2007","10",59792,49664,0,0,,,,,,0,0,0,0,0,-2988,,0,7573,0,2555,"2","2","2","1","1","1","1","1","1","1","1","5","2681.29","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1678.63","1","1","2","1","1","1","1","2","1","4","4","3","3","4","4","NA","1","NA","1",1,,,,,,,,,,
"2007","DK",819,"1","2007","11",21939,9324,0,0,,,,,,0,0,0,0,0,904,,0,5,0,12610,"2","2","2","1","1","1","1","1","2","1","1","3","2212.06","3","2","2","2","2","2","4","1","2","2","2","NA","NA","1004.31","1","1","2","1","1","1","1","2","2","4","3","2","3","2","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",853,"1","2007","4",39275,34163,0,0,,,,,,0,0,0,1362,0,46,,0,0,0,5113,"2","2","2","1","1","1","1","1","3","1","1","4","NA","3","NA","2","1","1","2","4","1","1","2","1","NA","NA","433.66","1","1","2","1","1","1","1","2","1","4","4","4","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",854,"2","2007","12",30975,19677,0,0,,,,,,0,0,0,0,0,-1417,,0,0,0,11298,"2","2","2","1","1","1","1","1","1","1","1","5","3753.8","3","NA","2","1","2","2","2","1","3","1","1","NA","NA","456.98","1","1","2","1","1","1","1","2","2","2","3","3","4","2","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",856,"NA","2007","7",21671,10805,0,0,,,,,,0,0,0,0,0,4,,0,1094,0,9772,"2","2","2","1","1","2","1","1","1","1","1","5","3217.55","3","NA","2","2","1","2","1","1","5","2","1","480.35","NA","938.82","1","1","2","1","1","1","1","2","1","3","4","3","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",860,"1","2007","12",28123,24230,0,0,,,,,,0,0,0,0,0,210,,0,194,0,3698,"2","2","2","1","1","1","1","1","3","1","1","6","2279.1","3","NA","2","2","2","2","2","1","4","2","1","NA","NA","471.1","1","1","2","1","1","1","1","2","1","3","3","4","2","1","3","2","2","NA","1",1,,,,,,,,,,
"2007","DK",864,"1","2007","5",27552,18117,0,0,,,,,,0,0,0,0,0,352,,0,0,0,9435,"2","2","2","1","1","1","1","1","1","1","1","5","3351.61","3","NA","2","1","2","2","1","2","6","1","1","335.16","NA","589.26","1","1","2","1","1","1","1","2","1","3","4","4","3","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",918,"1","2007","7",6688,2580,0,0,,,,,,0,0,0,0,0,-196,,0,355,0,3753,"2","2","2","1","1","1","1","1","3","1","1","6","6032.9","2","NA","2","2","2","2","1","1","2","1","1","335.16","NA","551.32","1","1","2","2","1","1","1","2","1","3","3","3","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",928,"1","2007","9",36999,14093,0,0,,,,,,0,0,0,0,0,739,,0,22421,0,486,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","2","1","3","1","1","NA","NA","551.32","1","1","2","1","1","1","1","2","1","3","2","4","4","3","1","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",955,"2","2007","6",9394,1794,0,0,,,,,,0,0,0,2452,0,-116,,0,0,0,7600,"2","2","2","2","1","1","1","1","3","1","3","5","1005.48","3","3","2","2","2","2","1","2","3","2","1","NA","NA","362.72","1","1","2","1","1","1","1","2","1","3","3","3","4","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",996,"1","2007","7",39282,24467,0,0,,,,,,0,0,0,7121,0,-832,,0,835,0,13981,"2","2","2","1","1","1","1","1","1","1","1","6","3351.61","2","NA","2","1","2","2","3","1","5","2","1","NA","NA","952.36","1","1","2","1","2","1","1","2","1","4","3","4","2","3","4","2","2","NA","1",1,,,,,,,,,,
"2007","DK",1037,"1","2007","NA",26579,21989,0,0,,,,,,0,0,0,0,0,-134,,0,266,0,4323,"2","2","2","1","1","1","1","1","1","1","2","5","3351.61","3","1","2","1","2","2","4","1","3","2","1","NA","NA","560.64","1","1","2","1","1","1","2","2","2","4","4","4","3","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1075,"1","2007","16",48200,47539,0,0,,,,,,0,0,0,0,0,-3,,0,0,0,660,"2","2","2","1","1","2","1","1","1","1","1","5","1005.48","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1160.85","1","1","2","1","1","1","1","2","1","3","4","3","3","4","2","NA","1","NA","1",1,,,,,,,,,,
"2007","DK",1106,"1","2007","7",94473,89366,0,0,,,,,,0,0,0,0,0,-149,,0,0,0,5107,"2","2","2","2","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","1","4","1","4","2","1","NA","NA","448.68","1","1","2","1","1","1","1","2","1","4","3","4","1","3","2","NA","2","3","1",1,,,,,,,,,,
"2007","DK",1148,"1","2007","NA",45256,29941,0,0,,,,,,0,0,0,10937,0,-5606,,0,2364,0,12951,"2","2","2","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","403.45","1","1","2","1","1","1","1","2","1","4","3","4","4","3","3","NA","1","NA","1",1,,,,,,,,,,
"2007","DK",1188,"1","2007","7",12399,-1053,0,0,,,,,,0,0,0,0,0,60,,0,0,0,13452,"2","2","2","1","1","1","1","1","1","1","1","5","1206.58","3","3","2","2","2","2","4","1","2","2","1","469.23","NA","524.01","1","1","2","1","1","1","1","2","1","4","3","2","NA","4","2","4","1","NA","1",1,,,,,,,,,,
"2007","DK",1195,"1","2007","21",32673,23077,0,0,,,,,,0,0,0,380,0,9,,0,452,0,9144,"2","2","2","1","1","1","1","1","1","1","3","5","13.41","3","3","2","2","2","2","1","1","6","2","1","NA","NA","610.17","1","1","2","1","1","1","2","2","1","NA","4","3","3","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1196,"1","2007","7",14542,11652,0,0,,,,,,0,0,0,0,0,177,,0,0,659,2231,"2","2","2","1","1","1","1","1","1","1","2","6","1206.58","3","3","2","2","2","2","3","2","5","2","1","670.32","NA","649.23","1","1","2","1","1","1","1","2","1","4","4","3","3","4","2","3","2","NA","1",1,,,,,,,,,,
"2007","DK",1254,"2","2007","7",47244,38518,0,0,,,,,,0,0,0,0,0,279,,0,0,0,8725,"2","2","2","1","1","1","1","1","3","1","1","5","2010.97","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1666.94","1","1","2","1","1","1","1","2","1","3","3","3","4","3","2","NA","2","1","1",1,,,,,,,,,,
"2007","DK",1301,"2","2007","10",72070,49191,0,0,,,,,,0,0,0,0,0,-801,,0,0,0,22879,"2","2","2","1","1","1","1","1","1","1","1","6","3351.61","1","NA","2","2","2","2","1","1","6","2","1","NA","NA","1505.09","1","1","2","1","1","1","1","1","1","3","3","4","3","4","2","2","2","NA","1",1,,,,,,,,,,
"2007","DK",1310,"2","2007","7",15352,-12752,0,0,,,,,,0,0,0,819,0,149,,0,0,0,28104,"2","2","2","2","1","2","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1678.63","1","1","2","1","1","1","1","1","1","4","4","3","3","4","4","1","2","NA","1",1,,,,,,,,,,
"2007","DK",1345,"1","2007","12",33507,-4463,0,0,,,,,,0,0,0,866,0,-663,,0,0,0,37970,"2","2","2","1","1","1","1","1","2","1","1","6","NA","3","NA","2","2","1","2","3","1","6","2","1","717.24","NA","1920.46","1","1","2","2","1","1","1","2","2","4","3","4","3","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1348,"1","2007","13",14994,-605,0,0,,,,,,0,0,0,2633,0,-89,,0,0,0,15599,"2","2","2","1","1","1","1","1","3","1","1","6","402.19","3","3","2","2","2","2","1","1","5","2","1","NA","NA","1211.93","1","1","2","1","1","1","1","2","1","4","3","2","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1355,"2","2007","8",22240,18148,0,0,,,,,,0,0,0,753,0,-11,,0,1238,0,2854,"2","2","2","1","1","1","1","1","1","1","1","6","1206.58","3","NA","2","2","2","2","1","1","4","2","1","804.39","NA","462.39","1","1","1","1","1","1","1","2","1","4","4","4","3","4","3","NA","2","3","1",1,,,,,,,,,,
"2007","DK",1363,"2","2007","5",52559,7890,0,0,,,,,,0,0,0,0,0,13882,,0,0,0,44669,"2","2","2","2","1","1","1","1","1","1","1","6","1005.48","3","NA","2","1","2","2","1","1","NA","2","1","NA","NA","1160.85","1","1","2","1","1","1","1","2","1","4","4","2","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1391,"1","2007","18",19032,14438,0,0,,,,,,0,0,0,0,0,-3302,,0,0,0,4594,"2","2","2","1","1","1","1","1","1","3","1","4","1005.48","3","NA","2","2","1","1","4","1","2","2","1","NA","NA","462.39","1","1","2","1","1","1","1","2","1","4","4","2","3","3","3","NA","2","3","1",1,,,,,,,,,,
"2007","DK",1401,"1","2007","8",-42463,-46469,0,0,,,,,,0,0,0,0,0,-52425,,0,0,0,4006,"2","2","2","1","1","1","1","1","3","1","3","4","1206.58","3","NA","2","2","1","2","2","1","4","2","1","NA","NA","489.51","1","1","2","1","1","1","1","2","1","4","3","4","3","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1417,"1","2007","9",4516,-18103,0,0,,,,,,0,0,0,0,0,-1057,,0,0,0,22619,"2","2","2","1","1","1","1","1","1","1","1","4","3351.61","3","3","2","2","2","2","1","1","4","2","1","NA","NA","952.36","1","1","2","1","1","1","1","2","1","4","3","3","4","4","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1480,"NA","2007","7",40902,16541,0,0,,,,,,0,0,0,2608,0,-40,,0,0,0,24361,"2","2","2","1","1","1","1","1","1","3","1","5","1340.64","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","561.85","1","1","1","1","1","1","1","2","2","4","3","4","2","4","3","4","2","NA","1",1,,,,,,,,,,
"2007","DK",1529,"2","2007","6",213026,195259,0,0,,,,,,0,0,0,4374,0,-2422,,0,0,0,17767,"2","2","2","2","1","1","1","1","1","1","1","3","3351.61","3","NA","2","2","2","1","1","1","6","2","1","NA","NA","1678.63","1","1","2","1","1","1","1","2","1","3","2","2","3","3","2","NA","1","NA","1",1,,,,,,,,,,
"2007","DK",1559,"2","2007","8",25605,12377,0,0,,,,,,0,0,0,769,0,-1007,,0,1265,0,11963,"2","2","2","2","1","2","1","1","3","1","3","6","3351.61","3","3","2","2","2","2","1","1","3","2","1","NA","NA","475.22","1","1","2","1","1","1","1","2","1","3","4","3","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1563,"1","2007","7",40956,32248,0,0,,,,,,0,0,0,0,0,11991,,0,0,0,8709,"2","2","2","1","1","1","1","1","1","1","1","5","2010.97","3","NA","2","2","2","2","1","2","6","2","1","938.45","NA","1348.61","1","1","2","1","1","1","2","2","1","4","3","3","4","4","2","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1576,"2","2007","7",54307,47550,0,0,,,,,,0,0,0,0,0,10923,,0,0,0,6757,"2","2","2","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","2","1","3","2","1","NA","NA","736.45","1","1","1","1","1","1","1","2","1","3","2","3","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1582,"1","2007","10",13448,9904,0,0,,,,,,0,0,0,1648,0,-415,,0,0,0,3544,"2","2","2","1","1","1","1","1","1","1","1","5","3351.61","3","NA","2","2","2","1","1","1","2","2","1","NA","NA","1074.59","1","1","2","1","1","1","1","1","2","4","3","3","3","3","2","1","2","NA","1",1,,,,,,,,,,
"2007","DK",1592,"1","2007","4",11683,4629,0,0,,,,,,0,0,0,0,0,302,,0,0,0,7055,"2","2","2","1","1","2","1","1","1","3","1","6","3351.61","3","NA","2","2","2","2","1","1","6","2","1","804.39","NA","751.25","1","1","1","1","1","1","1","2","1","3","4","4","3","3","3","3","2","3","1",1,,,,,,,,,,
"2007","DK",1596,"1","2007","15",18303,-3500,0,0,,,,,,0,0,0,1859,0,-2,,0,1056,0,20747,"2","2","2","2","1","2","1","1","1","1","3","5","NA","2","NA","2","2","2","2","1","2","5","2","1","NA","NA","1564.37","1","1","2","1","2","1","2","2","1","1","3","4","3","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1623,"1","2007","14",31521,28668,0,0,,,,,,0,0,0,0,0,2,,0,0,0,2853,"2","2","2","1","1","2","1","1","3","1","1","6","1474.71","2","NA","2","2","2","2","4","2","4","2","1","509.44","NA","945.7","1","1","2","1","1","1","1","2","1","4","4","3","4","4","3","NA","1","NA","1",1,,,,,,,,,,
"2007","DK",1674,"1","2007","12",16476,10955,0,0,,,,,,0,0,0,0,0,-423,,0,556,0,4965,"2","2","2","1","1","1","1","3","1","1","1","5","1876.9","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","988.45","1","1","2","1","1","1","1","2","1","4","3","3","3","4","3","1","1","NA","1",1,,,,,,,,,,
"2007","DK",1700,"2","2007","9",41654,28392,0,0,,,,,,0,0,0,0,0,473,,0,0,0,13262,"2","2","2","1","1","1","1","1","1","1","3","5","4021.93","3","NA","2","2","1","2","2","1","4","2","1","335.16","NA","731.64","1","1","2","1","1","2","1","2","1","3","3","4","2","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1706,"2","2007","8",15847,15741,0,0,,,,,,0,0,0,0,0,1625,,0,0,0,106,"2","1","2","1","1","1","1","1","3","1","1","5","1206.58","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1159.66","1","1","2","1","1","1","1","2","1","4","3","4","3","1","4","3","2","NA","1",1,,,,,,,,,,
"2007","DK",1716,"1","2007","13",55127,50613,0,0,,,,,,0,0,0,0,0,-3508,,0,0,0,4515,"2","2","2","1","1","1","1","1","1","1","1","6","938.45","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","431.3","1","1","2","1","1","1","2","2","1","4","3","4","3","1","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1745,"2","2007","5",11563,6926,0,0,,,,,,0,0,0,0,0,-317,,0,0,0,4638,"2","2","2","1","1","1","1","1","1","1","1","5","2681.29","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1074.59","1","1","2","1","1","1","1","2","1","4","3","3","2","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1780,"1","2007","21",16722,6885,0,0,,,,,,0,0,0,0,0,697,,0,432,0,9406,"2","2","2","1","1","1","1","1","1","1","1","6","1340.64","3","3","2","1","2","2","1","1","4","2","1","NA","NA","952.36","1","1","2","1","1","1","1","2","1","4","4","4","4","4","3","NA","2","1","1",1,,,,,,,,,,
"2007","DK",1827,"1","2007","11",47298,38134,0,0,,,,,,0,0,0,0,0,-42,,0,2852,0,6312,"2","2","2","2","1","2","1","1","1","1","1","5","NA","1","NA","2","2","2","2","1","1","6","2","1","NA","NA","1678.63","1","1","2","1","1","1","1","2","1","4","4","3","3","4","2","2","2","NA","1",1,,,,,,,,,,
"2007","DK",1838,"2","2007","6",20275,15593,0,0,,,,,,0,0,0,0,0,-74,,0,0,0,4682,"2","2","2","2","1","1","1","1","1","1","1","5","2681.29","3","NA","2","1","2","2","4","1","2","1","1","NA","NA","569.72","1","1","1","1","1","1","1","2","1","4","3","4","3","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","DK",1931,"1","2007","5",22899,9850,0,0,,,,,,0,0,0,0,0,352,,0,1363,0,11687,"2","2","2","1","1","1","1","1","1","1","1","6","938.45","2","NA","2","2","2","2","1","1","4","2","1","737.35","NA","922.64","1","1","2","1","1","1","1","2","1","4","4","2","3","3","3","1","2","NA","1",1,,,,,,,,,,
