"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010"
"2006","DK",533,"2","2006","21",22389,18519,0,0,,,,,,0,0,0,0,0,-1274,,0,0,0,3870,"2","2","2","1","1","1","1","1","1","1","1","5","2683.92","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","2854.17","1","1","1",1,,,,,,
"2006","DK",539,"2","2006","7",37715,32217,0,0,,,,,,0,0,0,0,0,12444,,0,265,0,5233,"2","2","2","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","512.3","1","1","1",1,,,,,,
"2006","DK",542,"NA","2006","NA",33574,-1345,0,0,,,,,,0,0,0,1090,0,789,,0,0,0,34919,"2","2","2","1","1","1","1","1","1","1","3","5","1288.28","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","476.2","1","1","1",1,,,,,,
"2006","DK",560,"2","2006","7",20577,849,0,0,,,,,,0,0,0,0,0,0,,0,1621,0,18106,"2","2","2","1","1","1","1","1","1","1","1","5","3354.89","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","664.64","1","1","1",1,,,,,,
"2006","DK",577,"1","2006","7",32299,25612,0,0,,,,,,0,0,0,3396,0,-120,,0,301,822,5564,"2","2","2","1","1","1","1","1","3","1","1","3","2012.94","2","NA","2","1","2","2","4","2","5","2","1","NA","NA","492.52","1","1","1",1,,,,,,
"2006","DK",591,"2","2006","4",29178,26488,0,0,,,,,,0,0,0,271,0,-22,,0,85,0,2606,"2","2","2","1","1","1","1","1","1","3","3","4","1341.96","3","NA","2","2","2","2","1","1","3","2","1","442.85","NA","1167.46","1","1","1",1,,,,,,
"2006","DK",606,"NA","2006","6",41879,-7621,0,0,,,,,,0,0,0,0,0,138,,0,2296,13808,33396,"2","2","2","1","1","1","1","1","1","1","3","5","3354.89","3","3","2","2","2","2","1","1","6","2","1","711.24","NA","3364.92","1","1","1",1,,,,,,
"2006","DK",617,"1","2006","15",21617,19653,0,0,,,,,,0,0,0,0,0,249,,0,0,0,1964,"2","2","2","1","1","1","1","1","1","1","1","5","6038.81","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","3364.92","1","1","1",1,,,,,,
"2006","DK",653,"2","2006","7",39208,35000,0,0,,,,,,0,0,0,0,0,-965,,0,332,0,3876,"2","2","2","1","1","1","1","1","1","1","2","5","1341.96","3","1","1","1","2","2","4","2","2","1","1","NA","NA","917.04","1","1","1",1,,,,,,
"2006","DK",682,"NA","2006","9",40215,20280,0,0,,,,,,0,0,0,0,0,3254,,0,0,0,19935,"2","2","2","1","1","1","1","1","1","1","1","5","2415.52","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","1188.41","1","1","1",1,,,,,,
"2006","DK",693,"3","2006","8",42184,27194,0,0,,,,,,0,0,0,0,0,-191,,0,231,0,14758,"2","2","2","1","1","1","1","1","1","1","1","5","2012.94","3","NA","2","2","2","2","3","1","6","2","1","NA","NA","1377.21","1","1","1",1,,,,,,
"2006","DK",713,"2","2006","10",39302,27704,0,0,,,,,,0,0,0,0,0,-953,,0,163,0,11435,"2","2","2","1","1","1","1","1","1","1","1","5","5367.83","2","3","2","2","2","2","1","1","5","2","1","NA","NA","869.96","1","1","1",1,,,,,,
"2006","DK",758,"2","2006","NA",21845,19280,0,0,,,,,,0,0,0,0,0,275,,0,0,0,2565,"2","2","1","1","1","1","1","1","2","1","2","3","2683.92","3","3","2","2","2","2","3","1","5","2","1","NA","NA","743.12","1","1","1",1,,,,,,
"2006","DK",766,"1","2006","7",24125,-2607,0,0,,,,,,0,0,0,0,0,-1935,,0,26732,0,0,"2","2","2","1","1","1","1","1","1","1","1","5","2683.92","3","3","2","2","2","2","2","1","6","2","1","NA","NA","1512.92","1","1","1",1,,,,,,
"2006","DK",772,"2","2006","6",24566,21266,0,0,,,,,,0,0,0,0,0,-1121,,0,0,0,3300,"2","2","2","1","1","1","1","1","1","1","2","6","1006.47","2","NA","2","2","2","2","4","1","4","2","1","241.55","NA","450.94","1","1","1",1,,,,,,
"2006","DK",776,"2","2006","5",3250,-1920,0,0,,,,,,0,0,0,0,0,784,,0,378,0,4791,"2","2","2","1","1","1","1","1","1","1","1","6","2415.52","3","3","2","2","1","2","1","1","4","2","1","NA","NA","1162.08","1","1","1",1,,,,,,
"2006","DK",802,"2","2006","4",51340,34604,0,0,,,,,,0,0,0,0,0,6707,,0,0,0,16737,"2","2","2","1","1","1","1","1","1","1","1","6","3354.89","3","3","2","2","2","2","1","1","6","2","1","NA","NA","524.52","1","1","1",1,,,,,,
"2006","DK",805,"2","2006","16",42763,32557,0,0,,,,,,0,0,0,0,0,832,,0,0,0,10206,"2","2","2","1","1","1","1","1","3","1","1","5","536.78","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","869.96","1","1","1",1,,,,,,
"2006","DK",808,"2","2006","10",33845,18073,0,0,,,,,,0,0,0,0,0,-772,,0,772,0,15000,"1","2","2","1","1","1","1","1","2","2","1","6","NA","3","3","2","2","2","2","4","2","6","2","1","NA","NA","238.91","1","1","1",1,,,,,,
"2006","DK",809,"1","2006","9",46502,39495,0,0,,,,,,0,0,0,0,0,-158,,0,0,0,7008,"2","2","2","1","1","1","1","1","1","1","3","6","536.78","2","NA","2","2","2","1","3","1","5","2","1","NA","NA","513.28","1","1","1",1,,,,,,
"2006","DK",814,"2","2006","9",18498,12569,0,0,,,,,,0,0,0,0,0,-994,,0,254,0,5675,"2","2","2","1","1","2","1","1","1","1","1","6","1073.57","3","3","2","2","2","2","4","1","4","2","1","NA","NA","397.26","1","1","1",1,,,,,,
"2006","DK",816,"2","2006","4",28462,26123,0,0,,,,,,0,0,0,0,0,3,,0,25,0,2313,"2","2","2","2","1","1","1","1","1","1","3","2","1073.57","3","NA","1","2","2","2","1","2","6","2","1","NA","NA","1144.41","1","1","1",1,,,,,,
"2006","DK",824,"2","2006","4",34178,-1351,0,0,,,,,,0,0,0,0,0,30,,0,0,0,35529,"2","2","2","1","1","1","1","1","1","3","1","4","6709.79","3","2","2","2","2","2","1","1","4","2","1","NA","NA","1010.26","1","1","1",1,,,,,,
"2006","DK",830,"3","2006","7",25729,20960,0,0,,,,,,0,0,0,0,0,566,,0,0,0,4769,"2","2","2","2","1","2","1","1","1","3","1","5","NA","2","NA","2","1","2","2","1","1","1","2","1","NA","NA","752.51","1","1","1",1,,,,,,
"2006","DK",841,"1","2006","7",10408,7634,0,0,,,,,,0,0,0,0,0,-1360,,0,0,0,2773,"2","2","2","1","1","1","1","1","1","1","1","4","1341.96","2","3","2","2","2","2","1","1","4","2","1","NA","NA","1010.26","1","1","1",1,,,,,,
"2006","DK",879,"2","2006","20",20530,9653,0,0,,,,,,0,0,0,0,0,-107,,0,0,5237,5641,"2","2","2","1","1","1","1","1","3","1","1","6","1073.57","3","3","2","2","2","2","1","1","6","2","1","NA","NA","720.66","1","1","1",1,,,,,,
"2006","DK",933,"NA","2006","8",44051,25478,0,0,,,,,,0,0,0,0,0,1539,,0,0,0,18574,"2","2","2","1","1","1","1","1","1","1","1","5","2012.94","3","3","2","2","2","2","1","1","6","2","1","NA","NA","503.95","1","1","1",1,,,,,,
"2006","DK",972,"1","2006","14",48906,35452,0,0,,,,,,0,0,0,0,0,3876,,0,1777,0,11678,"2","2","2","1","1","1","1","1","1","1","1","5","1476.15","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","664.64","1","1","1",1,,,,,,
"2006","DK",976,"NA","2006","12",19962,8039,0,0,,,,,,0,0,0,0,0,-2307,,0,375,0,11548,"2","2","2","1","1","1","1","1","1","1","1","6","1476.15","3","3","2","2","2","2","1","2","3","2","1","NA","NA","475.55","1","1","1",1,,,,,,
"2006","DK",985,"2","2006","6",48556,35832,0,0,,,,,,0,0,0,5869,0,6049,,0,2639,0,10086,"2","2","2","1","1","2","1","1","1","1","1","6","2683.92","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","3364.92","1","1","1",1,,,,,,
"2006","DK",1000,"2","2006","10",45753,8921,0,0,,,,,,0,0,0,0,0,4,,0,0,0,36833,"2","2","2","1","1","1","1","1","3","1","1","5","2683.92","3","3","2","2","2","2","1","1","3","2","1","NA","NA","524.52","1","1","1",1,,,,,,
"2006","DK",1014,"1","2006","NA",15019,8022,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6998,"2","2","2","1","1","2","1","1","1","1","1","4","1207.76","1","3","2","1","2","1","1","2","4","2","1","670.98","NA","1157.82","1","1","1",1,,,,,,
"2006","DK",1076,"2","2006","26",43742,23286,0,0,,,,,,0,0,0,2365,0,177,,0,676,0,19780,"2","2","2","1","1","1","1","1","1","1","1","4","6709.79","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","423.95","1","1","1",1,,,,,,
"2006","DK",1084,"1","2006","7",6659,3458,0,0,,,,,,0,0,0,0,0,-1003,,0,0,0,3202,"2","2","2","1","1","1","1","1","1","1","3","3","1335.25","2","3","2","2","2","2","4","1","2","2","1","NA","NA","892.04","1","1","1",1,,,,,,
"2006","DK",1090,"2","2006","17",28722,21299,0,0,,,,,,0,0,0,0,0,644,,0,277,0,7146,"2","2","2","2","1","2","1","1","1","1","3","6","1341.96","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","2427.18","1","1","1",1,,,,,,
"2006","DK",1095,"1","2006","13",52773,38195,0,0,,,,,,0,0,0,390,0,-229,,0,0,0,14578,"2","2","2","1","1","1","1","1","3","1","3","6","536.78","3","NA","2","2","2","2","2","1","4","2","1","NA","NA","1462.02","1","1","1",1,,,,,,
"2006","DK",1114,"2","2006","5",44040,31569,0,0,,,,,,0,0,0,0,0,-585,,0,0,0,12471,"2","2","2","1","1","2","1","1","1","1","3","1","1207.76","3","NA","2","2","2","2","1","2","3","2","1","385.14","NA","450.58","1","1","1",1,,,,,,
"2006","DK",1143,"2","2006","NA",20277,10120,0,0,,,,,,0,0,0,0,0,-410,,0,0,0,10157,"2","2","2","1","1","1","1","1","3","1","3","5","1341.96","3","3","2","2","2","2","1","2","4","2","1","523.36","NA","487.85","1","1","1",1,,,,,,
"2006","DK",1151,"2","2006","11",45291,33530,0,0,,,,,,0,0,0,3157,0,-6,,0,1062,0,10699,"2","2","2","1","1","2","1","1","1","3","3","5","2415.52","2","NA","2","2","2","2","2","2","3","2","1","NA","NA","393.82","1","1","1",1,,,,,,
"2006","DK",1205,"1","2006","15",44843,38737,0,0,,,,,,0,0,0,0,0,1895,,0,0,0,6106,"2","2","2","1","1","1","1","1","1","1","1","2","1006.47","3","NA","2","2","2","2","2","1","6","1","1","NA","NA","525.56","1","1","1",1,,,,,,
"2006","DK",1211,"2","2006","9",21320,11423,0,0,,,,,,0,0,0,10426,0,-180,,0,2168,0,7728,"2","2","2","1","1","1","1","1","1","1","1","4","3086.5","3","NA","1","2","2","2","2","1","6","2","1","NA","NA","466.23","1","1","1",1,,,,,,
"2006","DK",1220,"NA","2006","7",9251,6971,0,0,,,,,,0,0,0,3436,0,-3,,0,0,0,2280,"2","2","2","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","1","1","1","4","2","1","536.11","NA","721.94","1","1","1",1,,,,,,
"2006","DK",1232,"2","2006","6",26248,22411,0,0,,,,,,0,0,0,0,0,1055,,0,0,0,3837,"2","2","2","1","1","1","1","1","1","1","1","4","939.37","3","NA","2","2","2","2","4","1","2","1","1","966.21","NA","851.95","1","1","1",1,,,,,,
"2006","DK",1277,"2","2006","10",24171,12343,0,0,,,,,,0,0,0,0,0,347,,0,672,0,11156,"2","2","2","1","1","1","1","1","3","1","1","5","NA","3","3","2","2","2","2","2","1","6","1","1","NA","NA","1159.08","1","1","1",1,,,,,,
"2006","DK",1291,"2","2006","6",24446,21468,0,0,,,,,,0,0,0,3700,0,-2604,,0,334,0,2644,"2","2","2","1","1","1","1","1","1","1","1","6","3354.89","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","408.91","1","1","1",1,,,,,,
"2006","DK",1328,"NA","2006","8",15442,10414,0,0,,,,,,0,0,0,0,0,-12,,0,0,876,4152,"2","2","2","1","1","1","1","1","3","1","1","2","4025.87","3","2","2","2","2","2","1","1","3","2","2","NA","NA","1564.57","1","1","1",1,,,,,,
"2006","DK",1333,"2","2006","5",45853,38313,0,0,,,,,,0,0,0,0,0,-665,,0,0,0,7540,"2","2","2","1","1","1","1","1","1","1","1","5","805.17","3","3","2","2","2","1","1","1","3","2","1","NA","NA","154.68","1","1","1",1,,,,,,
"2006","DK",1370,"2","2006","7",22663,20351,0,0,,,,,,0,0,0,0,0,1555,,0,0,0,2312,"2","2","2","1","1","1","1","1","1","3","3","4","1341.96","3","3","2","2","2","1","2","2","NA","2","1","378.16","NA","450.94","1","1","1",1,,,,,,
"2006","DK",1397,"2","2006","10",35804,-11384,0,0,,,,,,0,0,0,0,0,-1015,,0,3356,0,43833,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","1","4","2","1","NA","NA","503.95","1","1","1",1,,,,,,
"2006","DK",1402,"3","2006","11",27690,22956,0,0,,,,,,0,0,0,0,0,-4292,,0,0,0,4734,"2","2","2","1","1","2","1","1","1","1","1","6","2683.92","3","NA","2","2","2","2","3","1","4","2","1","NA","NA","856.67","1","1","1",1,,,,,,
"2006","DK",1419,"2","2006","13",9500,8606,0,0,,,,,,0,0,0,0,0,37,,0,0,0,893,"2","2","2","1","1","2","1","1","1","1","3","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","830.9","1","1","1",1,,,,,,
"2006","DK",1454,"2","2006","9",54148,37831,0,0,,,,,,0,0,0,0,0,10277,,0,701,0,15616,"2","2","2","1","1","1","1","1","1","1","1","6","2012.94","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1352.18","1","1","1",1,,,,,,
"2006","DK",1490,"2","2006","14",31981,22718,0,0,,,,,,0,0,0,0,0,-507,,0,5,0,9258,"2","2","2","1","1","1","1","1","1","1","1","6","1476.15","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1707.63","1","1","1",1,,,,,,
"2006","DK",1493,"2","2006","33",21278,19006,0,0,,,,,,0,0,0,0,0,-429,,0,0,0,2272,"2","2","1","1","1","2","1","1","3","1","2","5","2683.92","3","NA","2","2","2","2","1","1","6","2","1","386.89","NA","584.74","1","1","1",1,,,,,,
"2006","DK",1512,"NA","2006","11",42813,24470,0,0,,,,,,0,0,0,0,0,507,,0,0,0,18344,"2","2","2","1","1","1","1","1","3","3","2","1","2012.94","3","NA","2","2","2","2","3","1","4","2","1","NA","NA","376.27","1","1","1",1,,,,,,
"2006","DK",1538,"2","2006","25",16643,11459,0,0,,,,,,0,0,0,0,0,8,,0,0,0,5183,"2","2","2","1","1","1","1","1","1","1","1","4","1006.47","NA","3","2","2","2","2","1","1","5","2","2","NA","NA","1188.41","1","1","1",1,,,,,,
"2006","DK",1548,"2","2006","NA",22572,2235,0,0,,,,,,0,0,0,0,0,98,,0,0,0,20337,"2","2","2","1","1","1","1","1","1","1","1","6","1341.96","3","NA","2","1","2","2","1","1","6","2","1","NA","NA","1148.56","1","1","1",1,,,,,,
"2006","DK",1551,"2","2006","7",23991,21261,0,0,,,,,,0,0,0,0,0,3,,0,74,0,2656,"2","2","2","1","1","2","1","1","1","1","1","6","805.17","3","2","2","2","2","2","1","1","6","2","1","NA","NA","513.28","1","1","1",1,,,,,,
"2006","DK",1553,"2","2006","6",55392,42657,0,0,,,,,,0,0,0,1550,0,1051,,0,785,0,11949,"2","2","2","1","1","1","1","1","3","1","1","3","805.17","2","NA","2","2","2","2","3","2","5","2","1","509.94","NA","2454.47","1","1","1",1,,,,,,
"2006","DK",1559,"2","2006","13",57682,-4341,0,0,,,,,,0,0,0,2078,0,4701,,0,0,0,62023,"2","2","2","1","1","1","1","1","1","1","1","5","3354.89","3","3","2","2","2","2","1","1","4","2","1","NA","NA","503.95","1","1","1",1,,,,,,
"2006","DK",1591,"2","2006","11",6422,-5962,0,0,,,,,,0,0,0,0,0,55,,0,0,0,12385,"2","2","2","1","1","1","1","1","1","1","1","2","1744.54","3","3","2","2","2","2","1","1","5","2","1","NA","NA","1106.07","1","1","1",1,,,,,,
"2006","DK",1600,"1","2006","8",45842,37896,0,0,,,,,,0,0,0,2975,0,2016,,0,597,0,7350,"2","2","2","1","1","1","1","1","1","1","1","5","2415.52","NA","NA","2","2","2","2","2","1","5","1","1","NA","NA","901.76","1","1","1",1,,,,,,
"2006","DK",1603,"NA","2006","7",27686,21844,0,0,,,,,,0,0,0,1605,0,-31,,0,0,0,5843,"2","2","2","1","1","1","1","1","1","1","1","5","2683.92","3","NA","2","1","2","2","1","1","4","2","1","697.82","NA","720.66","1","1","1",1,,,,,,
"2006","DK",1627,"2","2006","NA",48928,42541,0,0,,,,,,0,0,0,0,0,1618,,0,0,0,6386,"2","2","2","1","1","2","1","1","1","1","1","6","2683.92","3","3","2","2","2","2","1","1","6","2","1","NA","NA","664.64","1","1","1",1,,,,,,
"2006","DK",1635,"2","2006","9",44644,39877,0,0,,,,,,0,0,0,1087,0,930,,0,298,591,3877,"2","2","2","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","2","2","1","2","6","2","1","509.94","NA","1148.56","1","1","1",1,,,,,,
"2006","DK",1677,"3","2006","6",44186,32978,0,0,,,,,,0,0,0,0,0,-3760,,0,0,0,11208,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","421.15","1","1","1",1,,,,,,
"2006","DK",1687,"2","2006","NA",41503,32947,0,0,,,,,,0,0,0,0,0,757,,0,385,1051,7120,"2","2","2","1","1","1","1","1","1","1","1","5","2683.92","3","NA","2","2","2","2","1","1","4","2","1","711.24","NA","524.52","1","1","1",1,,,,,,
"2006","DK",1716,"2","2006","5",2888,-4645,0,0,,,,,,0,0,0,0,0,118,,0,0,0,7533,"2","2","2","1","1","1","1","1","1","1","1","5","1610.35","3","NA","1","1","2","2","1","1","4","2","1","563.62","NA","866.13","1","1","1",1,,,,,,
"2006","DK",1761,"2","2006","14",48286,37356,0,0,,,,,,0,0,0,3336,0,-1482,,0,380,0,10549,"2","2","2","1","1","1","1","1","1","1","1","4","NA","1","NA","2","2","2","2","1","1","6","2","1","NA","NA","1322.7","1","1","1",1,,,,,,
"2006","DK",1764,"2","2006","4",18976,13089,0,0,,,,,,0,0,0,0,0,52,,0,0,0,5886,"2","2","2","1","1","1","1","1","3","1","3","4","2549.72","3","3","2","2","2","1","2","2","3","2","1","456.27","NA","571.72","1","1","1",1,,,,,,
"2006","DK",1799,"2","2006","NA",19333,13845,0,0,,,,,,0,0,0,0,0,287,,0,785,0,4703,"2","2","2","1","1","1","1","1","1","1","1","3","805.17","3","NA","2","2","2","NA","1","2","2","2","1","NA","NA","880.37","1","1","1",1,,,,,,
"2006","DK",1835,"3","2006","12",8684,4295,0,0,,,,,,0,0,0,1711,0,-97,,0,81,0,4308,"2","2","2","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","2","1","3","2","1","NA","NA","869.96","1","1","1",1,,,,,,
"2006","DK",1898,"3","2006","5",54124,9716,0,0,,,,,,0,0,0,0,0,64,,0,0,0,44408,"2","2","2","1","1","1","1","1","1","1","1","5","3354.89","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","503.95","1","1","1",1,,,,,,
"2006","DK",1903,"2","2006","6",11785,4845,0,0,,,,,,0,0,0,0,0,28,,0,311,0,6629,"2","2","2","1","1","2","1","1","1","3","3","4","1006.47","3","NA","2","1","2","2","2","1","5","2","1","NA","NA","612.83","1","1","1",1,,,,,,
"2006","DK",1908,"2","2006","14",8447,7895,0,0,,,,,,0,0,0,0,0,-3669,,0,0,0,552,"2","2","2","1","1","1","1","1","1","1","1","2","2012.94","3","NA","2","2","2","2","1","1","3","1","1","711.24","NA","1512.92","1","1","1",1,,,,,,
