"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","DK",284,"1","2011","11",22190,14595,0,0,,,,,,,,,0,0,0,0,0,,5,,0,0,0,,7594,,"3","3","3","2","1","1","1","1","3","1","1","5","2685.54","3","NA","2","2","2","2","4","1","4","2","1","NA","NA","1745.06","NA","1","1",,"1",1,,,,,
"2011","DK",297,"2","2011","16",41907,33327,0,0,,,,,,,,,0,0,0,0,0,,337,,0,0,0,,8581,,"3","3","3","1","1","1","1","1","1","1","1","6","2685.54","3","NA","2","2","2","1","1","2","5","2","1","NA","NA","1323.08","NA","1","1",,"1",1,,,,,
"2011","DK",305,"2","2011","8",53437,37100,0,0,,,,,,,,,0,0,0,0,0,,-1447,,0,0,0,,16337,,"3","3","3","1","1","2","1","1","1","1","3","4","2047.72","3","3","2","2","2","2","3","3","3","1","1","510.25","NA","865.85","NA","1","1",,"1",1,,,,,
"2011","DK",327,"1","2011","12",8991,-2587,0,0,,,,,,,,,0,0,0,0,0,,-10112,,0,663,0,,10916,,"3","3","3","1","1","1","1","1","1","1","1","4","2685.54","2","NA","2","2","2","1","1","3","3","2","1","288.7","NA","1248.45","NA","1","1",,"1",1,,,,,
"2011","DK",347,"NA","2011","8",36725,25663,0,0,,,,,,,,,0,0,0,2927,0,,-107,,0,0,0,,11062,,"3","NA","3","1","1","2","1","1","1","1","3","4","1450.19","2","3","2","2","2","1","4","3","2","2","1","NA","NA","1319.33","NA","1","1",,"1",1,,,,,
"2011","DK",371,"1","2011","13",6986,-2542,0,0,,,,,,,,,0,0,0,0,0,,3037,,0,766,0,,8762,,"3","3","3","2","1","1","1","1","1","1","1","3","3356.92","2","NA","2","2","2","2","1","1","4","2","1","295.54","NA","731.6","NA","1","1",,"1",1,,,,,
"2011","DK",440,"2","2011","13",41182,34540,0,0,,,,,,,,,0,0,0,0,0,,-104,,0,0,0,,6642,,"3","3","3","1","1","1","1","1","1","1","1","4","2685.54","3","NA","2","2","1","2","1","2","5","2","1","644.53","NA","461.52","NA","1","1",,"1",1,,,,,
"2011","DK",452,"2","2011","NA",12072,6200,0,0,,,,,,,,,0,0,0,0,0,,601,,0,0,0,,5872,,"3","3","3","1","1","1","1","1","1","1","1","5","1007.08","2","NA","2","2","2","2","1","2","6","2","1","537.11","NA","853.89","NA","1","1",,"1",1,,,,,
"2011","DK",456,"1","2011","7",20643,11193,0,0,,,,,,,,,0,0,0,0,0,,3889,,0,0,0,,9450,,"3","3","3","2","1","1","1","1","1","1","1","5","3356.92","3","NA","2","1","2","2","4","1","5","1","1","NA","NA","1502.54","NA","1","1",,"1",1,,,,,
"2011","DK",480,"1","2011","9",23391,19688,0,0,,,,,,,,,0,0,0,610,0,,2,,0,0,0,,3703,,"3","3","NA","1","1","2","1","1","3","1","1","6","1141.35","2","NA","2","2","2","2","1","3","2","2","1","NA","NA","1502.37","NA","1","1",,"1",1,,,,,
"2011","DK",549,"2","2011","NA",134782,115713,0,0,,,,,,,,,0,0,0,7391,0,,-107,,0,0,0,,19069,,"3","3","3","1","1","1","1","1","1","1","1","6","2685.54","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1202.22","NA","1","1",,"1",1,,,,,
"2011","DK",584,"2","2011","8",54865,13126,0,0,,,,,,,,,0,0,0,1093,0,,-433,,0,0,0,,41739,,"3","3","3","1","1","1","1","1","1","1","1","4","1007.08","3","NA","2","2","2","1","1","2","6","2","1","NA","NA","476.25","NA","1","1",,"1",1,,,,,
"2011","DK",600,"1","2011","16",8422,-4319,0,0,,,,,,,,,0,0,0,0,0,,-1023,,0,1078,0,,11663,,"3","3","3","2","1","1","1","1","1","1","1","4","1074.21","2","NA","2","2","2","2","3","2","4","2","1","NA","NA","690.11","NA","1","1",,"1",1,,,,,
"2011","DK",618,"2","2011","9",21708,15818,0,0,,,,,,,,,0,0,0,3347,0,,1,,0,118,0,,5772,,"3","1","3","1","1","1","1","1","1","1","1","4","4699.69","2","NA","2","2","1","2","4","1","5","2","1","NA","NA","992.47","NA","1","1",,"1",1,,,,,
"2011","DK",625,"2","2011","12",56269,23324,0,0,,,,,,,,,0,0,0,0,0,,66,,0,0,0,,32945,,"3","3","3","1","1","1","1","1","1","1","1","4","1342.77","3","NA","2","2","2","2","1","3","3","2","1","NA","NA","476.25","NA","1","1",,"1",1,,,,,
"2011","DK",702,"1","2011","6",19303,16640,0,0,,,,,,,,,0,0,0,0,0,,227,,0,239,0,,2425,,"3","3","3","1","1","2","1","1","1","1","1","5","NA","3","3","2","2","2","2","1","3","4","2","1","NA","NA","1086.22","NA","1","1",,"1",1,,,,,
"2011","DK",720,"1","2011","14",31373,23401,0,0,,,,,,,,,0,0,0,0,0,,-9641,,0,85,0,,7887,,"3","3","3","1","1","1","1","1","1","1","1","5","4028.31","3","NA","2","2","1","2","1","3","2","2","1","NA","NA","1610.14","NA","1","1",,"1",1,,,,,
"2011","DK",754,"2","2011","16",21403,19003,0,0,,,,,,,,,0,0,0,0,0,,2006,,0,0,0,,2400,,"3","3","3","1","1","1","1","1","1","1","1","3","2014.15","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","1404.4","NA","1","1",,"1",1,,,,,
"2011","DK",834,"1","2011","14",48279,39829,0,0,,,,,,,,,0,0,0,725,0,,1195,,0,929,0,,7521,,"3","3","3","1","1","1","1","1","1","2","3","5","2014.15","3","1","2","1","2","2","3","2","3","2","1","NA","NA","980.32","NA","1","1",,"1",1,,,,,
"2011","DK",868,"1","2011","17",42550,21706,0,0,,,,,,,,,0,0,0,0,0,,4368,,0,0,0,,20844,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","1","1","2","4","2","1","NA","NA","554.71","NA","1","1",,"1",1,,,,,
"2011","DK",870,"2","2011","6",10694,6341,0,0,,,,,,,,,0,0,0,77,0,,150,,0,0,0,,4353,,"3","3","3","1","1","1","1","1","1","1","1","5","4699.69","2","NA","2","1","2","2","1","2","5","2","1","NA","NA","1018.75","NA","1","1",,"1",1,,,,,
"2011","DK",872,"1","2011","11",55778,33239,0,0,,,,,,,,,0,0,0,0,0,,1425,,0,0,0,,22540,,"3","3","NA","2","1","1","1","1","1","1","2","4","2685.54","3","3","2","2","2","2","1","2","6","2","1","NA","NA","1082.06","NA","1","1",,"1",1,,,,,
"2011","DK",876,"1","2011","6",39639,6522,0,0,,,,,,,,,0,0,0,0,0,,-1997,,0,109,0,,33008,,"3","3","3","1","1","1","1","1","1","1","1","4","1342.77","3","NA","2","2","2","2","4","2","6","2","1","NA","NA","476.25","NA","1","1",,"1",1,,,,,
"2011","DK",880,"1","2011","7",14715,10876,0,0,,,,,,,,,0,597,0,116,0,,-9,,0,284,0,,3556,,"3","3","NA","1","1","1","1","1","1","1","3","6","1879.88","3","NA","2","2","2","2","4","1","2","2","1","NA","NA","2257.28","NA","1","1",,"1",1,,,,,
"2011","DK",935,"1","2011","10",32160,22677,0,0,,,,,,,,,0,0,0,0,0,,3,,0,1121,0,,8362,,"3","3","3","1","1","1","1","1","3","1","3","1","NA","2","NA","2","2","2","2","1","3","4","1","1","396.12","NA","1629.6","NA","1","1",,"1",1,,,,,
"2011","DK",945,"1","2011","11",62986,18919,0,0,,,,,,,,,0,0,0,3916,0,,-612,,0,0,9777,,34290,,"3","3","3","1","1","1","1","1","1","1","1","5","2014.15","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","665.31","NA","1","1",,"1",1,,,,,
"2011","DK",973,"1","2011","8",23341,20106,0,0,,,,,,,,,0,0,0,0,0,,-166,,0,0,0,,3235,,"3","3","3","2","1","1","1","1","1","1","1","2","1074.21","2","NA","2","2","1","2","1","1","4","2","1","NA","NA","767.13","NA","1","1",,"1",1,,,,,
"2011","DK",1015,"2","2011","10",13942,11424,0,0,,,,,,,,,0,0,0,0,0,,-17,,0,27,0,,2490,,"3","3","3","1","1","1","1","1","1","1","1","4","1879.88","2","NA","2","2","2","2","1","2","3","2","1","671.38","NA","509.59","NA","1","1",,"1",1,,,,,
"2011","DK",1056,"1","2011","11",30024,24568,0,0,,,,,,,,,0,0,0,0,0,,314,,0,0,0,,5457,,"3","3","NA","1","1","1","1","1","1","1","1","4","3356.92","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","561.93","NA","1","1",,"1",1,,,,,
"2011","DK",1126,"1","2011","8",10639,-15051,0,0,,,,,,,,,0,0,0,0,0,,887,,0,0,0,,25690,,"3","3","3","1","1","1","1","1","1","1","1","6","2685.54","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","2139.2","NA","1","1",,"1",1,,,,,
"2011","DK",1168,"1","2011","12",19446,10096,0,0,,,,,,,,,0,0,0,0,0,,252,,0,0,0,,9350,,"3","3","3","1","1","1","1","1","1","1","1","6","3356.92","2","NA","2","2","2","2","4","2","5","2","1","NA","NA","1234.17","NA","1","1",,"1",1,,,,,
"2011","DK",1209,"1","2011","6",51019,21617,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,29403,,"3","3","3","1","1","1","1","1","3","1","1","3","4699.69","2","1","2","2","2","2","3","2","6","2","1","243.98","NA","746.37","NA","1","1",,"1",1,,,,,
"2011","DK",1217,"2","2011","9",30664,19345,0,0,,,,,,,,,0,0,0,0,0,,-67,,0,584,0,,10735,,"3","3","3","2","1","1","1","1","1","1","1","4","2685.54","3","NA","2","2","1","2","1","2","6","2","1","NA","NA","2139.2","NA","1","1",,"1",1,,,,,
"2011","DK",1325,"2","2011","9",27402,21625,0,0,,,,,,,,,0,0,0,0,0,,-346,,0,162,0,,5615,,"3","3","3","1","1","2","1","1","1","1","1","6","2349.84","3","1","2","2","2","2","3","2","1","2","1","NA","NA","955.53","NA","1","1",,"1",1,,,,,
"2011","DK",1334,"1","2011","15",30996,13544,0,0,,,,,,,,,0,0,0,0,0,,1287,,0,0,0,,17453,,"3","3","3","1","2","1","1","1","1","1","1","4","1678.46","1","NA","2","2","2","2","2","2","5","2","1","NA","NA","268.12","NA","1","1",,"1",1,,,,,
"2011","DK",1370,"2","2011","12",12399,8732,0,0,,,,,,,,,0,0,0,0,0,,108,,0,200,0,,3467,,"3","3","3","1","1","1","1","1","1","1","1","6","4028.31","3","NA","2","2","2","2","1","1","5","1","1","NA","NA","920.88","NA","1","1",,"1",1,,,,,
"2011","DK",1373,"2","2011","8",37612,26825,0,0,,,,,,,,,0,0,0,1042,0,,34,,0,0,0,,10787,,"3","3","3","1","1","1","1","1","1","1","1","5","2685.54","3","1","1","2","2","1","4","1","4","2","1","550.54","NA","684.38","NA","1","1",,"1",1,,,,,
"2011","DK",1380,"1","2011","7",19539,10295,0,0,,,,,,,,,0,0,0,0,0,,2200,,0,0,0,,9245,,"3","3","3","1","1","1","1","1","1","1","1","6","2282.71","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1323.08","NA","1","1",,"1",1,,,,,
"2011","DK",1389,"1","2011","6",102249,76173,0,0,,,,,,,,,0,0,0,0,0,,-1167,,0,86,0,,25990,,"3","3","3","1","1","1","1","2","1","1","2","4","2282.71","3","NA","2","2","2","2","4","3","2","1","1","805.66","NA","694.12","NA","1","1",,"1",1,,,,,
"2011","DK",1417,"1","2011","8",44602,33917,0,0,,,,,,,,,0,0,0,0,0,,-2404,,0,0,0,,10685,,"3","3","3","1","1","1","1","1","1","1","1","4","2014.15","2","2","2","2","2","2","3","3","5","2","1","NA","NA","1590.34","NA","1","1",,"1",1,,,,,
"2011","DK",1426,"2","2011","11",3842,2988,0,0,,,,,,,,,0,0,0,0,0,,99,,0,0,0,,854,,"3","2","3","1","1","1","1","1","1","1","1","5","1611.32","3","NA","2","1","2","2","1","3","4","2","1","402.83","NA","702.93","NA","1","1",,"1",1,,,,,
"2011","DK",1443,"1","2011","13",42931,30321,0,0,,,,,,,,,0,0,0,0,0,,6950,,0,650,0,,11959,,"3","3","3","1","1","2","1","1","1","1","1","6","4028.31","3","3","2","1","1","2","4","3","3","2","1","550.54","NA","1243.64","NA","1","1",,"1",1,,,,,
"2011","DK",1507,"2","2011","3",97542,77441,0,0,,,,,,,,,0,0,0,0,0,,1091,,0,0,4365,,15735,,"3","3","3","1","1","1","1","1","1","1","1","6","3356.92","3","NA","2","2","2","1","4","2","6","2","1","288.7","NA","2723.44","NA","1","1",,"1",1,,,,,
"2011","DK",1556,"NA","2011","8",37591,34274,0,0,,,,,,,,,0,0,0,0,0,,1966,,0,240,0,,3076,,"NA","3","3","1","1","1","1","1","1","1","1","4","3356.92","3","NA","2","2","2","2","1","2","6","2","1","537.11","NA","1765.44","NA","1","1",,"1",1,,,,,
"2011","DK",1588,"1","2011","16",44871,41671,0,0,,,,,,,,,0,0,0,0,0,,-253,,0,642,0,,2559,,"3","3","NA","1","1","1","1","1","1","1","1","3","6713.84","3","NA","2","1","2","2","1","2","4","2","1","NA","NA","598.67","NA","1","1",,"1",1,,,,,
"2011","DK",1591,"2","2011","13",66630,49565,0,0,,,,,,,,,0,0,0,0,0,,-1025,,0,0,0,,17064,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","1","2","2","2","3","3","6","1","1","NA","NA","2120.4","NA","1","1",,"1",1,,,,,
"2011","DK",1604,"1","2011","8",25434,18308,0,0,,,,,,,,,0,0,0,0,0,,-152,,0,0,0,,7126,,"3","3","3","1","1","1","1","1","1","1","1","2","2014.15","3","NA","2","2","2","2","1","3","2","2","1","NA","NA","1483.15","NA","1","1",,"1",1,,,,,
"2011","DK",1611,"1","2011","15",20343,12427,0,0,,,,,,,,,0,0,0,0,0,,4,,0,0,0,,7916,,"3","3","3","1","1","1","1","1","2","1","1","4","1007.08","3","3","2","2","2","2","4","3","4","2","1","NA","NA","1288.91","NA","1","1",,"1",1,,,,,
"2011","DK",1622,"1","2011","18",64589,58497,0,0,,,,,,,,,0,0,0,0,0,,12744,,0,0,0,,6092,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","2","1","2","6","2","1","NA","NA","765.32","NA","1","1",,"1",1,,,,,
"2011","DK",1625,"2","2011","8",2887,-345,0,0,,,,,,,,,0,0,0,101,0,,113,,0,0,0,,3232,,"3","3","3","1","1","2","1","1","1","1","1","5","1477.05","3","2","2","2","2","2","3","2","4","2","1","NA","NA","509.82","NA","1","1",,"1",1,,,,,
"2011","DK",1704,"1","2011","5",47600,43549,0,0,,,,,,,,,0,0,0,0,0,,-2813,,0,0,0,,4052,,"3","3","3","1","1","1","1","1","1","1","1","5","4699.69","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1652.23","NA","1","1",,"1",1,,,,,
"2011","DK",1731,"2","2011","7",14632,2201,0,0,,,,,,,,,0,0,0,933,0,,1039,,0,0,0,,12431,,"3","3","3","1","1","1","1","1","1","1","1","6","2014.15","3","2","2","2","2","2","4","2","6","2","1","NA","NA","476.25","NA","1","1",,"1",1,,,,,
"2011","DK",1737,"1","2011","10",14648,6856,0,0,,,,,,,,,0,0,0,0,0,,-249,,0,185,0,,7606,,"3","3","3","1","1","2","1","1","1","1","1","4","268.55","2","NA","2","2","2","2","1","3","2","2","1","NA","NA","1256.55","NA","1","1",,"1",1,,,,,
"2011","DK",1748,"1","2011","9",19844,17206,0,0,,,,,,,,,0,0,0,0,0,,-2138,,0,94,239,,2305,,"3","3","3","1","1","2","1","1","1","1","1","3","939.94","3","NA","2","2","2","1","4","3","3","2","1","NA","NA","744.82","NA","1","1",,"1",1,,,,,
"2011","DK",1777,"1","2011","12",147592,95479,0,0,,,,,,,,,0,0,0,0,0,,1501,,0,0,0,,52113,,"3","3","3","1","1","1","1","1","1","1","1","5","1342.77","3","NA","2","2","2","1","1","1","6","2","1","NA","NA","1786.85","NA","1","1",,"1",1,,,,,
"2011","DK",1813,"2","2011","10",13515,1547,0,0,,,,,,,,,0,0,0,2593,0,,-1539,,0,618,0,,11350,,"3","3","3","1","1","1","1","1","1","1","3","6","2685.54","1","NA","2","2","1","2","4","1","5","2","1","NA","NA","1652.23","NA","1","1",,"1",1,,,,,
"2011","DK",1966,"2","2011","13",38778,28437,0,0,,,,,,,,,0,0,0,0,0,,-1452,,0,749,0,,9592,,"3","3","3","1","1","1","1","1","1","1","1","5","2685.54","3","NA","2","2","2","1","3","1","6","2","1","NA","NA","1443.64","NA","1","1",,"1",1,,,,,
"2011","DK",2003,"1","2011","17",15236,14894,0,0,,,,,,,,,0,0,0,0,0,,54,,0,41,0,,302,,"3","3","3","1","1","1","1","1","1","1","1","6","2014.15","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","582.44","NA","1","1",,"1",1,,,,,
"2011","DK",2050,"1","2011","10",4138,2647,0,0,,,,,,,,,0,0,0,641,0,,0,,0,30,0,,1461,,"3","3","3","1","1","1","1","1","1","1","2","1","805.66","2","2","2","1","2","2","1","2","5","2","1","335.69","NA","771.59","NA","1","1",,"1",1,,,,,
"2011","DK",2057,"1","2011","10",-115,-13620,0,0,,,,,,,,,0,0,0,0,0,,-286,,0,1809,0,,11696,,"3","3","3","1","1","2","1","1","1","1","1","6","1879.88","3","NA","2","2","2","2","1","2","4","2","1","322.26","NA","1529.84","NA","1","1",,"1",1,,,,,
"2011","DK",2069,"1","2011","6",22625,5258,0,0,,,,,,,,,0,0,0,0,0,,3227,,0,0,0,,17366,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","609.9","NA","1","1",,"1",1,,,,,
"2011","DK",2095,"2","2011","12",65939,14488,0,0,,,,,,,,,0,0,0,0,0,,12,,0,0,0,,51451,,"3","3","1","1","1","1","1","1","1","1","1","6","1007.08","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","1661.73","NA","1","1",,"1",1,,,,,
"2011","DK",2112,"NA","2011","13",22149,13137,0,0,,,,,,,,,0,0,0,0,0,,-45,,0,1359,0,,7653,,"3","3","3","1","1","1","1","1","1","1","1","5","2014.15","3","NA","2","2","2","2","1","3","6","2","1","NA","NA","1404.4","NA","1","1",,"1",1,,,,,
"2011","DK",2213,"1","2011","9",24170,7220,0,0,,,,,,,,,0,0,0,0,0,,-1821,,0,353,0,,16598,,"3","3","3","1","1","1","1","1","1","1","1","4","4699.69","3","NA","2","2","2","1","1","2","5","2","1","NA","NA","1239.47","NA","1","1",,"1",1,,,,,
"2011","DK",2224,"2","2011","18",10642,3682,0,0,,,,,,,,,0,0,0,714,0,,-13,,0,0,0,,6960,,"3","3","3","1","1","2","1","1","1","1","1","4","2416.98","3","NA","2","2","2","2","4","2","4","2","1","758.66","NA","386.19","NA","3","1",,"1",1,,,,,
"2011","DK",2285,"1","2011","19",20657,6099,0,0,,,,,,,,,0,0,0,0,0,,37,,0,0,0,,14558,,"3","3","3","1","1","1","1","1","1","1","1","6","2014.15","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","476.25","NA","1","1",,"1",1,,,,,
"2011","DK",2295,"1","2011","9",20732,7267,0,0,,,,,,,,,0,0,0,0,0,,-239,,0,1049,0,,12416,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2014.15","3","NA","2","2","2","1","1","2","3","2","1","NA","NA","582.68","NA","1","1",,"1",1,,,,,
"2011","DK",2298,"1","2011","7",164493,147298,0,0,,,,,,,,,0,0,0,0,0,,-18788,,0,0,0,,17195,,"3","3","3","1","1","1","1","1","1","1","1","2","4028.31","3","NA","2","2","2","1","1","1","2","1","1","1315.91","NA","1258.88","NA","1","1",,"1",1,,,,,
"2011","DK",2302,"1","2011","8",77809,53201,0,0,,,,,,,,,0,0,0,0,0,,-602,,0,0,1006,,23602,,"3","3","3","1","1","1","1","1","1","1","1","6","3356.92","3","NA","2","2","2","1","1","2","6","2","1","NA","NA","970.91","NA","1","1",,"1",1,,,,,
"2011","DK",2397,"2","2011","14",47314,39310,0,0,,,,,,,,,0,0,0,0,0,,-6714,,0,56,0,,7949,,"3","3","3","1","1","1","1","1","1","1","1","6","1007.08","3","NA","2","2","2","2","NA","2","4","1","1","NA","NA","476.25","NA","1","1",,"1",1,,,,,
"2011","DK",2437,"1","2011","9",49515,32882,0,0,,,,,,,,,0,0,0,0,0,,211,,0,0,2246,,14386,,"3","3","NA","1","1","1","1","1","1","1","1","6","2014.15","3","NA","2","2","2","2","4","2","6","2","1","NA","NA","582.68","NA","1","1",,"1",1,,,,,
"2011","DK",2456,"1","2011","6",21907,17444,0,0,,,,,,,,,0,0,0,0,0,,-98,,0,400,0,,4063,,"3","3","NA","1","1","2","1","1","1","1","1","4","3356.92","3","2","2","2","2","1","2","3","2","1","1","NA","NA","2023.34","NA","1","1",,"1",1,,,,,
"2011","DK",2509,"1","2011","11",3789,-1241,0,0,,,,,,,,,0,0,0,995,0,,0,,0,365,0,,4665,,"3","3","3","1","1","1","1","1","1","1","1","1","537.11","3","NA","2","1","2","2","2","2","5","2","1","NA","NA","516.53","NA","1","1",,"1",1,,,,,
"2011","DK",2581,"2","2011","8",15859,8444,0,0,,,,,,,,,0,0,0,0,0,,622,,0,32,0,,7383,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","3","NA","2","1","2","2","1","2","6","2","1","NA","NA","791.07","NA","1","1",,"1",1,,,,,
"2011","DK",2592,"2","2011","12",155090,134603,0,0,,,,,,,,,0,0,0,9478,0,,0,,0,0,0,,20487,,"3","3","3","1","1","1","1","1","1","1","1","6","3356.92","3","3","1","1","2","2","1","3","6","2","1","537.11","NA","1914.51","NA","1","1",,"1",1,,,,,
"2011","DK",2595,"1","2011","16",9705,7876,0,0,,,,,,,,,0,0,0,0,0,,-41,,0,0,0,,1829,,"3","3","NA","1","1","2","1","1","1","1","1","6","2685.54","3","NA","2","1","2","2","1","3","6","1","1","NA","NA","748.05","NA","1","1",,"1",1,,,,,
"2011","DK",2647,"2","2011","21",35486,22403,0,0,,,,,,,,,0,0,0,5424,0,,-79,,0,0,0,,13083,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","4","1","6","1","1","1208.49","NA","731.28","NA","1","1",,"1",1,,,,,
"2011","DK",2677,"2","2011","9",25988,11297,0,0,,,,,,,,,0,0,0,0,0,,-1639,,0,0,0,,14691,,"3","3","3","1","1","1","1","1","1","1","1","4","4296.86","3","1","2","2","2","2","1","2","4","2","2","NA","NA","1295.62","NA","1","1",,"1",1,,,,,
"2011","DK",2774,"2","2011","16",15728,1034,0,0,,,,,,,,,0,0,0,0,0,,-2826,,0,0,0,,14694,,"3","3","3","1","1","1","1","1","1","1","1","6","6713.84","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1178.32","NA","1","1",,"1",1,,,,,
"2011","DK",2813,"1","2011","11",60369,44465,0,0,,,,,,,,,0,0,0,0,0,,-48640,,0,0,0,,15904,,"3","3","NA","1","1","1","1","1","1","1","1","6","3356.92","3","2","1","2","2","2","4","1","6","2","1","NA","NA","2882.31","NA","1","1",,"1",1,,,,,
"2011","DK",2869,"1","2011","12",26108,17275,0,0,,,,,,,,,0,0,0,0,0,,-78,,0,0,0,,8834,,"3","3","3","1","1","1","1","1","1","1","3","2","2014.15","3","3","2","2","2","2","1","2","6","2","1","NA","NA","1323.08","NA","1","1",,"1",1,,,,,
"2011","DK",2909,"1","2011","12",101077,95501,0,0,,,,,,,,,0,0,0,0,0,,-2980,,0,0,0,,5576,,"3","3","3","2","1","1","1","1","1","1","3","6","2685.54","3","NA","2","2","1","2","1","3","3","2","1","644.53","NA","791.07","NA","1","1",,"1",1,,,,,
"2011","DK",2916,"1","2011","14",14260,7988,0,0,,,,,,,,,0,0,0,0,0,,-402,,0,2980,0,,3292,,"3","3","3","1","1","1","1","1","1","1","1","4","2014.15","3","3","2","2","2","2","1","2","6","2","2","NA","NA","461.52","NA","1","1",,"1",1,,,,,
