"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","HD010","HD020","HD025","HD030","HD035","HD040","HD050","HD060","HD070","HD080","HD090","HD100","HD110","HD120","HD130","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD230","HD240","HD250","HD255","HD260","HD265","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2009","DK",257,"2","2009","9",65828,54803,0,0,,,,,,,,0,0,0,9404,0,,-264,,0,323,0,,10702,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","3","5","2011.8","3","NA","2","1","2","2","1","1","4","2","1","NA","NA","607.7","1","NA","1","NA","1","2","NA","2","NA","4","4","4","2","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",258,"2","2009","5",41854,25664,0,0,,,,,,,,0,0,0,2169,0,,1,,0,0,0,,16190,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","2682.4","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","2402.32","1","NA","1","NA","1","2","NA","2","NA","4","4","4","3","1","1","NA","NA","NA","1","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",290,"2","2009","14",25550,20318,0,0,,,,,,,,0,0,0,0,0,,415,,0,0,0,,5232,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","3","1","4","2011.8","3","3","2","2","1","2","1","1","5","2","1","233.37","NA","924.55","1","NA","1","NA","1","2","NA","2","NA","4","4","4","2","1","1","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",303,"2","2009","10",32812,22460,0,0,,,,,,,,0,0,0,0,0,,-2641,,0,517,0,,9835,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","2011.8","3","NA","2","2","2","2","1","1","2","2","1","NA","NA","673.27","1","NA","1","NA","1","2","NA","NA","NA","4","4","4","3","1","1","NA","1","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",311,"NA","2009","19",9467,4881,0,0,,,,,,,,0,0,0,0,0,,-16948,,0,276,0,,4310,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","4","2145.92","1","NA","2","2","2","2","2","2","4","2","1","NA","NA","1064.37","1","NA","1","NA","1","2","NA","2","NA","2","4","3","3","1","1","1","2","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",333,"1","2009","11",50101,28275,0,0,,,,,,,,0,0,0,1117,0,,-31,,0,1304,0,,20522,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","2","3","2280.04","3","2","2","1","2","2","1","2","4","2","1","NA","NA","983.49","1","NA","1","NA","1","NA","NA","2","NA","4","4","4","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",354,"1","2009","7",51697,30896,0,0,,,,,,,,0,0,0,1505,0,,2813,,0,0,0,,20801,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","2682.4","3","NA","2","2","2","NA","2","1","6","2","1","NA","NA","634.14","1","NA","1","NA","1","2","NA","2","NA","4","4","4","3","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",378,"2","2009","15",53786,43609,0,0,,,,,,,,0,0,0,5269,0,,67,,0,0,0,,10178,"2","NA","2","NA","2","NA","1","1","1","1","1","3","1","1","5","2011.8","3","3","2","2","2","NA","2","1","4","1","1","NA","NA","585.03","1","NA","1","NA","1","2","NA","2","NA","4","4","4","2","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",428,"2","2009","5",26787,26199,0,0,,,,,,,,0,0,0,200,0,,-30,,0,24,54,,510,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","469.42","3","3","2","2","1","1","2","1","6","2","1","NA","NA","1243.98","1","NA","1","NA","1","2","NA","2","NA","4","4","3","2","1","1","1","NA","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",449,"1","2009","9",26752,20026,0,0,,,,,,,,0,0,0,0,0,,2317,,0,0,0,,6726,"2","NA","2","NA","2","NA","1","1","1","1","1","2","1","1","4","4291.85","3","NA","2","1","2","2","4","2","5","1","1","NA","NA","677.45","1","NA","1","NA","1","2","5","2","NA","4","4","4","4","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",462,"2","2009","8",19870,8918,0,0,,,,,,,,0,0,0,574,0,,793,,0,0,0,,10953,"2","NA","2","NA","2","NA","1","1","1","1","1","2","1","1","5","6706.01","3","NA","2","2","2","2","4","1","4","2","1","NA","NA","1358.95","1","NA","1","NA","1","2","NA","1","NA","4","4","4","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",465,"NA","2009","21",41831,9673,0,0,,,,,,,,0,0,0,1253,0,,-18,,0,0,0,,32158,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","4","3353","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1299.49","1","NA","1","NA","1","2","NA","2","NA","4","4","4","4","1","1","NA","1","1","NA","NA","1","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",490,"2","2009","8",21689,16241,0,0,,,,,,,,0,0,0,0,0,,450,,0,0,0,,5447,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","1","5","2011.8","3","NA","2","2","2","2","1","1","4","2","1","791.31","NA","762.35","1","NA","1","NA","1","2","NA","2","NA","4","4","4","3","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",560,"1","2009","9",17255,13189,0,0,,,,,,,,0,0,0,0,0,,242,,0,0,206,,3860,"2","NA","2","NA","2","NA","1","1","1","1","1","1","3","1","5","1072.96","3","NA","2","2","2","2","1","1","2","2","1","831.55","NA","555.61","1","NA","1","NA","1","2","NA","2","NA","4","4","4","3","1","1","1","NA","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",580,"NA","2009","15",41154,25045,0,0,,,,,,,,0,0,0,0,0,,-20388,,0,0,0,,16109,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","1072.96","3","3","2","2","2","2","1","1","4","2","1","NA","NA","1752.23","1","NA","1","NA","1","2","NA","2","NA","4","4","4","2","1","3","NA","1","NA","1","NA","NA","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",596,"2","2009","11",24973,20214,0,0,,,,,,,,0,0,0,0,0,,937,,0,423,0,,4335,"2","NA","2","NA","2","NA","1","1","1","1","1","1","3","2","6","804.72","3","NA","2","2","2","2","4","1","5","2","1","NA","NA","989.53","1","NA","1","NA","1","2","7","2","NA","4","4","2","3","1","1","NA","NA","NA","NA","NA","3","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",600,"1","2009","8",47394,45050,0,0,,,,,,,,0,0,0,0,0,,-291,,0,2143,0,,202,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1341.2","3","NA","2","2","2","2","1","1","4","2","1","831.55","NA","1894.74","1","NA","1","NA","1","2","NA","1","NA","4","4","4","2","1","1","1","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",612,"1","2009","15",20547,7152,0,0,,,,,,,,0,0,0,0,0,,9,,0,0,0,,13395,"2","NA","2","NA","1","NA","1","1","1","1","1","3","1","1","4","1341.2","2","NA","2","1","2","2","4","1","2","2","1","1072.96","NA","1194.56","1","NA","1","NA","1","2","4","1","NA","4","4","3","4","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",631,"2","2009","5",7955,6036,0,0,,,,,,,,0,0,0,0,0,,-12424,,0,0,0,,1919,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","5","2682.4","3","NA","2","2","2","2","1","2","5","2","1","402.36","NA","634.14","1","NA","1","NA","1","2","NA","2","NA","3","4","4","3","1","3","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",638,"2","2009","10",20004,11265,0,0,,,,,,,,0,0,0,0,0,,1400,,0,0,0,,8739,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","5364.81","3","NA","2","2","2","2","1","1","3","1","1","831.55","NA","1667.12","1","NA","1","NA","1","2","NA","1","NA","4","4","4","3","1","1","1","1","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",716,"2","2009","11",10056,3055,0,0,,,,,,,,0,0,0,0,0,,-2426,,0,0,0,,7001,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","2","5","1072.96","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","539.92","1","NA","1","NA","1","2","NA","2","NA","4","1","3","4","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",735,"2","2009","NA",17229,12684,0,0,,,,,,,,0,0,0,0,0,,-250,,0,850,0,,3695,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","1341.2","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","614.19","1","NA","1","NA","1","2","NA","2","NA","4","4","4","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",770,"1","2009","15",115536,100966,0,0,,,,,,,,0,0,0,0,0,,-3986,,0,2262,0,,12308,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","5364.81","1","NA","2","2","2","2","3","1","5","2","1","NA","NA","1009.6","1","NA","1","NA","1","2","NA","2","NA","3","4","4","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",851,"2","2009","7",37060,26497,0,0,,,,,,,,0,0,0,4328,0,,7,,0,0,0,,10564,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","3","1207.08","1","NA","NA","1","2","2","2","2","2","2","1","NA","NA","1762.64","1","NA","1","NA","1","2","NA","2","NA","4","4","4","4","2","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",886,"2","2009","5",25903,12766,0,0,,,,,,,,0,0,0,0,0,,4770,,0,0,0,,13137,"2","NA","NA","NA","2","NA","2","1","1","1","3","1","1","2","4","563.3","3","3","2","2","2","1","1","2","5","2","2","NA","NA","1028.5","1","NA","1","NA","1","2","NA","2","NA","4","4","3","2","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",888,"1","2009","7",46674,30528,0,0,,,,,,,,0,0,0,0,0,,4351,,0,0,0,,16146,"2","NA","2","NA","2","NA","2","1","2","1","1","1","1","3","6","2682.4","2","NA","2","2","2","2","2","2","2","2","1","NA","NA","1992.59","1","NA","1","NA","1","2","NA","2","NA","4","4","3","2","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",890,"1","2009","NA",127095,119034,0,0,,,,,,,,0,0,0,374,0,,-166,,0,258,0,,7804,"2","NA","2","NA","2","NA","1","1","1","1","1","3","1","1","5","469.42","2","NA","2","2","2","2","1","2","2","2","1","626.34","NA","995.86","1","NA","1","NA","1","2","NA","2","NA","4","4","4","1","1","1","1","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",893,"2","2009","11",22719,22076,0,0,,,,,,,,0,0,0,2027,0,,-16,,0,0,0,,643,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","1005.9","3","3","2","2","1","NA","1","1","3","2","1","NA","NA","1444.35","1","NA","1","NA","1","2","NA","2","NA","4","4","3","3","1","1","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",898,"2","2009","6",24551,20690,0,0,,,,,,,,0,0,0,0,0,,5359,,0,0,0,,3861,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","4","2","4","2","1","NA","NA","1404.78","1","NA","1","NA","1","2","NA","2","NA","1","4","4","4","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",954,"2","2009","10",13114,-9493,0,0,,,,,,,,0,0,0,0,0,,396,,0,0,0,,22607,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","6","2682.4","3","2","2","2","2","2","4","1","4","2","1","NA","NA","596.71","1","NA","1","NA","1","2","NA","2","NA","4","4","4","4","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",964,"2","2009","8",19552,17358,0,0,,,,,,,,0,0,0,0,0,,1414,,0,110,226,,1858,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","1341.2","2","NA","2","2","2","2","1","2","2","2","1","NA","NA","829.98","1","NA","1","NA","1","2","NA","2","NA","4","4","4","4","1","1","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",993,"NA","2009","8",29554,19722,0,0,,,,,,,,0,0,0,783,0,,-475,,0,0,0,,9832,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","5364.81","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","802.15","1","NA","1","NA","1","2","NA","2","NA","1","4","4","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1036,"2","2009","9",108914,96476,0,0,,,,,,,,0,0,0,0,0,,-932,,0,340,0,,12097,"2","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","5","2682.4","2","NA","2","2","2","2","2","1","6","2","1","979.08","NA","1251.73","1","NA","1","NA","1","2","NA","2","NA","4","3","4","2","1","1","NA","NA","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1077,"2","2009","17",18672,16480,0,0,,,,,,,,0,0,0,261,0,,-206,,0,0,0,,2192,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","1","1","1","5","2","1","NA","NA","701.78","1","NA","1","NA","1","2","NA","2","NA","4","4","3","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1118,"2","2009","7",11922,5843,0,0,,,,,,,,0,0,0,0,0,,-76,,0,0,0,,6079,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1676.5","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","1343.93","1","NA","1","NA","1","2","NA","2","NA","4","4","2","4","1","1","NA","1","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1148,"1","2009","8",31561,25007,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6554,"2","NA","2","NA","2","NA","1","1","1","1","1","1","3","2","5","2682.4","2","NA","2","2","1","2","4","1","1","2","1","NA","NA","502.93","1","NA","1","NA","1","2","NA","1","NA","4","4","4","3","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1192,"1","2009","9",20553,681,0,0,,,,,,,,0,0,0,0,0,,-13268,,0,0,0,,19872,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","3","3353","3","NA","2","2","2","2","4","1","5","2","1","NA","NA","935.4","1","NA","1","NA","1","2","NA","2","NA","4","4","4","3","1","1","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1233,"2","2009","9",102789,87519,0,0,,,,,,,,0,0,0,0,0,,12846,,0,811,0,,14459,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","3353","3","NA","2","2","2","2","1","1","6","2","1","402.36","NA","608.2","1","NA","1","NA","1","2","NA","2","NA","4","3","4","4","1","3","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1242,"2","2009","12",60773,58150,0,0,,,,,,,,0,0,0,0,0,,-2833,,0,106,0,,2517,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","3353","3","NA","2","2","2","1","2","1","4","2","1","NA","NA","733.6","1","NA","1","NA","1","2","NA","2","NA","4","4","4","4","3","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1351,"1","2009","6",51602,28499,0,0,,,,,,,,0,0,0,0,0,,-414,,0,4530,0,,18573,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1341.2","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","541.04","1","NA","1","NA","1","2","NA","2","NA","4","4","4","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1362,"1","2009","11",59901,42215,0,0,,,,,,,,0,0,0,10930,0,,-226,,0,0,0,,17686,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","1072.96","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1560.84","1","NA","1","NA","1","2","1","2","NA","4","4","4","3","1","1","1","NA","1","NA","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1398,"2","2009","7",43015,30460,0,0,,,,,,,,0,0,0,0,0,,1280,,0,0,0,,12554,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","1341.2","1","NA","2","2","2","2","1","1","2","1","1","831.55","NA","541.04","1","NA","1","NA","1","2","NA","2","NA","4","4","4","2","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1401,"1","2009","23",20459,16573,0,0,,,,,,,,0,0,0,0,0,,4707,,0,0,0,,3886,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1005.9","3","NA","2","1","2","2","2","1","5","2","1","NA","NA","1299.49","1","NA","1","NA","1","2","NA","2","NA","4","4","4","2","1","3","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1408,"2","2009","14",22782,19616,0,0,,,,,,,,0,0,0,0,0,,28,,0,106,0,,3060,"2","NA","2","NA","1","NA","1","1","2","1","1","1","1","3","4","3353","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","2076.32","1","NA","1","NA","1","2","NA","2","NA","2","4","3","4","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1418,"2","2009","9",18073,7461,0,0,,,,,,,,0,0,0,0,0,,-457,,0,874,0,,9739,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","2682.4","3","NA","2","1","2","1","1","2","6","2","1","NA","NA","673.27","1","NA","1","NA","1","2","7","2","NA","4","4","4","4","1","1","1","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1446,"NA","2009","NA",23654,17541,0,0,,,,,,,,0,0,0,0,0,,1100,,0,0,0,,6113,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","1005.9","3","3","2","2","2","2","3","1","5","2","1","402.36","NA","634.14","1","NA","1","NA","1","2","NA","2","NA","4","4","4","3","1","1","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","DK",1455,"2","2009","7",13524,7512,0,0,,,,,,,,0,0,0,0,0,,-146,,0,0,0,,6012,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","6","4694.21","3","NA","2","2","2","2","4","2","3","1","1","NA","NA","657.97","1","NA","1","NA","1","2","NA","2","NA","4","4","4","4","2","1","NA","NA","NA","1","NA","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
