"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX010","PX020","PX030","PX040","PX050","PC170","PC180"
"2012","DK",8871,553.155080213904,"818.5861","1","2012","NA","2",1989,"2","1","3","DK","2","5","3","11","NA","1","NA","NA","3",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",1,1,24938,0,0,0,1,1758,0,,119,0,0,0,0,0,1,"7.4506",22,887,"3","7","2","NA"
"2012","DK",8911,553.155080213904,"773.0736","2","2012","NA","1",1948,"2","2","2","DK","2","NA","3","2","NA","NA","NA","NA","3","3","NA","NA","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA",1,1,49682,0,0,12,1,0,0,,227,0,0,0,0,0,1,"7.4506",63,891,"2","2","NA","NA"
"2012","DK",9471,553.155080213904,"734.7934","1","2012","NA","1",1954,"2","1","2","DK","2","NA","5","1","NA","1","NA","NA","3","2","33","NA","NA","NA","13","1","2","2","NA","NA","NA","1","2","3","NA","NA","NA","NA",1,1,37178,174,0,1000,1,56,65,,0,0,0,0,0,0,1,"7.4506",57,947,"3","5","2","NA"
"2012","DK",9571,553.155080213904,"NA","1","2012","NA","4",1963,"1","2","1","EU","2","NA","5","3","NA","NA","NA","NA","3","2","37","NA","j","NA","NA","1","NA","2","NA","NA","NA","NA","1","3","NA","NA","2","NA",1,1,0,0,0,0,1,0,42744,,5528,0,0,0,0,0,1,"7.4506",48,957,"3","7","2","NA"
"2012","DK",9851,553.155080213904,"NA","2","2012","NA","2",1931,"2","4","3","DK","2","NA","3","7","NA","NA","1","NA","3","4","37","NA","NA","NA","11","NA","2","2","NA","NA","NA","2","1","1","2","NA","2","NA",1,1,0,0,0,435,1,0,0,,611,47026,0,0,0,0,1,"7.4506",80,985,"3","2","NA","NA"
"2012","DK",10281,553.155080213904,"NA","1","2012","NA","2",1957,"1","2","1","DK","2","NA","3","1","NA","NA","2","NA","3","5","37","NA","NA","NA","13","1","NA","NA","NA","NA","NA","2","2","3","2","NA","NA","NA",1,1,48945,269,0,362,1,0,166,,0,0,0,0,0,0,1,"7.4506",54,1028,"3","3","2","6"
"2012","DK",10691,553.155080213904,"808.2769","1","2012","NA","2",1966,"2","5","1","DK","1","NA","5","2","NA","2","NA","NA","3","2","NA","NA","q","NA","11","1","2","NA","NA","NA","NA","2","NA","3","1","NA","1","NA",1,1,31955,230,0,435,1,0,0,,6,0,0,0,0,0,1,"7.4506",45,1069,"2","7","NA","NA"
"2012","DK",11401,553.155080213904,"1449.485","2","2012","NA","1",1943,"1","2","3","DK","2","NA","3","7","NA","1","NA","NA","3","3","NA","4","NA","NA","13","1","2","2","NA","NA","NA","2","2","3","2","NA","NA","NA",1,1,0,0,0,661,1,0,0,,57926,0,0,0,0,0,1,"7.4506",68,1140,"2","6","2","NA"
"2012","DK",11831,553.155080213904,"1355.794","1","2012","NA","4",1932,"2","5","3","DK","2","NA","3","7","NA","1","2","NA","3","7","NA","NA","NA","3","NA","1","2","NA","NA","NA","NA","2","1","3","NA","NA","2","NA",1,1,0,0,0,0,1,223,7,,18566,0,0,0,1641,0,1,"7.4506",79,1183,"2","5","1","1"
"2012","DK",12241,553.155080213904,"NA","1","2012","NA","4",1952,"1","5","1","DK","2","NA","2","3","NA","1","NA","NA","3","2","40","NA","b-e","NA","13","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",1,1,56443,294,0,0,1,0,308,,0,0,0,0,0,0,1,"7.4506",59,1224,"2","7","2","NA"
"2012","DK",12331,553.155080213904,"1522.201","2","2012","NA","2",1976,"1","1","1","EU","2","NA","NA","1","NA","NA","NA","NA","4","2","37","NA","NA","NA","4","1","NA","NA","NA","NA","NA","3","2","NA","NA","NA","2","NA",1,1,103027,0,0,0,1,0,0,,2422,0,0,0,0,0,1,"7.4506",35,1233,"2","2","NA","NA"
"2012","DK",13411,553.155080213904,"NA","1","2012","NA","4",1978,"2","2","3","DK","2","NA","2","1","NA","NA","NA","NA","3","8","37","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,47252,0,0,435,1,322,0,,213,0,0,0,0,0,1,"7.4506",33,1341,"3","NA","NA","NA"
"2012","DK",13511,553.155080213904,"NA","1","2012","NA","2",1946,"2","5","1","DK","2","NA","5","2","NA","NA","NA","NA","3","2","NA","NA","j","NA","13","1","2","2","NA","NA","NA","1","2","2","NA","NA","NA","NA",1,1,45917,0,0,567,1,174,0,,67,6282,0,0,0,0,1,"7.4506",65,1351,"2","2","2","NA"
"2012","DK",13871,553.155080213904,"NA","1","2012","NA","3",1931,"2","4","2","DK","2","NA","2","7","NA","2","2","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","1","2","NA","2","NA",1,1,0,0,0,505,1,0,7244,,14427,0,0,0,0,0,1,"7.4506",80,1387,"2","7","2","NA"
"2012","DK",13901,553.155080213904,"595.9629","1","2012","NA","3",1982,"1","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","5","37","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","2","NA","NA","NA",1,1,134181,0,0,600,1,0,2010,,744,0,0,0,0,0,1,"7.4506",29,1390,"2","2","2","NA"
"2012","DK",13971,553.155080213904,"1141.422","1","2012","NA","1",1964,"1","2","1","DK","2","3","3","3","NA","2","2","NA","3","6","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA","2","1","NA","NA","NA",1,1,0,0,0,435,1,0,23399,,143,0,0,0,0,0,1,"7.4506",47,1397,"2","2","2","2"
"2012","DK",14071,553.155080213904,"629.5762","1","2012","NA","1",1985,"2","2","1","DK","1","NA","3","6","NA","1","NA","NA","3","3","NA","NA","NA","NA","13","NA","2","NA","NA","NA","NA","2","NA","3","NA","NA","2","NA",1,1,14197,0,0,435,1,0,0,,129,0,0,0,0,3265,1,"7.4506",26,1407,"3","2","1","NA"
"2012","DK",14351,553.155080213904,"NA","1","2012","NA","3",1931,"2","4","2","DK","2","NA","5","7","NA","NA","NA","NA","4","0 - 1","37","NA","NA","NA","13","NA","NA","2","NA","NA","NA","2","1","3","2","NA","2","NA",1,1,0,0,0,121,1,0,0,,558,44443,0,0,0,0,1,"7.4506",80,1435,"3","2","NA","NA"
"2012","DK",14441,553.155080213904,"382.3077","1","2012","NA","2",1931,"2","4","1","DK","1","5","NA","7","NA","2","NA","NA","3","9","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","5","1","3","2","NA","2","NA",1,1,748,0,0,435,1,174,-631,,64,10781,0,0,0,0,1,"7.4506",80,1444,"2","2","NA","NA"
"2012","DK",14611,553.155080213904,"735.4423","2","2012","NA","1",1964,"1","2","3","DK","2","5","5","1","NA","1","NA","NA","3","6","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","NA","2","2","NA","NA","NA",1,1,42991,229,0,0,1,0,89,,0,0,6747,0,0,0,1,"7.4506",47,1461,"3","7","1","NA"
"2012","DK",15271,553.155080213904,"NA","1","2012","NA","1",1931,"1","5","3","DK","2","NA","3","7","NA","NA","NA","NA","3","5","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","3","NA","3","2","6","2","NA",1,1,1587,0,0,0,1,0,0,,21934,6848,0,0,0,0,1,"7.4506",80,1527,"2","2","2","NA"
"2012","DK",15761,553.155080213904,"NA","2","2012","NA","2",1943,"1","2","1","DK","2","NA","3","7","NA","1","NA","NA","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","2","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,15299,12490,0,0,0,0,1,"7.4506",68,1576,"3","2","2","NA"
"2012","DK",16081,553.155080213904,"1628.313","1","2012","NA","4",1960,"1","2","2","DK","2","NA","5","2","NA","NA","NA","NA","3","2","40","NA","p","NA","13","1","2","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",1,1,39785,0,0,432,1,0,9,,170,0,0,0,0,0,1,"7.4506",51,1608,"2","2","NA","NA"
"2012","DK",16111,553.155080213904,"2406.083","1","2012","NA","2",1990,"1","1","2","DK","2","5","3","6","NA","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","NA","NA",1,1,0,0,0,217,1,0,0,,71,0,0,0,0,857,1,"7.4506",21,1611,"3","NA","2","1"
"2012","DK",16251,553.155080213904,"1230.301","1","2012","NA","2",1977,"2","1","2","DK","2","NA","5","2","NA","NA","NA","NA","3","2","38","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","2","NA","NA","NA",1,1,43329,0,0,433,1,3285,0,,300,0,0,0,0,0,1,"7.4506",34,1625,"3","2","2","NA"
"2012","DK",16311,553.155080213904,"674.5407","1","2012","NA","4",1982,"1","1","1","DK","2","NA","5","6","NA","1","NA","NA","3",,"NA","NA","NA","NA","6","1","2","NA","NA","NA","NA","NA","NA","3","2","NA","1","NA",1,1,25630,0,0,330,1,0,0,,1222,0,0,0,0,0,1,"7.4506",29,1631,"2","2","2","7"
"2012","DK",16431,553.155080213904,"1192.837","1","2012","NA","1",1931,"1","2","2","DK","1","5","3","7","NA","2","2","NA","3","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA",1,1,0,0,0,42,1,0,0,,159,15494,0,0,0,0,1,"7.4506",80,1643,"2","6","NA","NA"
"2012","DK",16451,553.155080213904,"853.3132","1","2012","NA","2",1952,"2","1","3","DK","1","NA","2","1","NA","NA","NA","NA","3","5","40","NA","q","NA","13","NA","2","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,62911,0,0,0,1,0,0,,0,0,0,0,0,0,1,"7.4506",59,1645,"2","2","2","1"
"2012","DK",17261,553.155080213904,"NA","1","2012","NA","1",1981,"1","1","1","DK","2","NA","5","5","NA","NA","1","NA","3",,"NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","2","NA","NA","NA","2","NA",1,1,5525,0,0,435,1,0,0,,2055,0,0,0,0,19227,1,"7.4506",30,1726,"3","7","2","NA"
"2012","DK",17541,553.155080213904,"NA","1","2012","NA","2",1933,"1","1","3","DK","2","NA","3","7","NA","NA","NA","NA","3","3","NA","NA","NA","NA","13","1","NA","NA","NA","NA","NA","NA","1","3","NA","NA","2","NA",1,1,0,0,0,330,1,0,0,,0,27859,0,0,0,0,1,"7.4506",78,1754,"2","2","2","1"
"2012","DK",17601,553.155080213904,"NA","1","2012","NA","3",1935,"1","2","1","DK","2","NA","3","7","NA","NA","2","NA","3","4","NA","NA","NA","NA","13","1","2","NA","NA","NA","NA","1","2","3","2","NA","NA","NA",1,1,0,0,0,0,1,0,0,,183,26713,0,0,0,0,1,"7.4506",76,1760,"2","6","2","NA"
"2012","DK",17711,553.155080213904,"NA","1","2012","NA","1",1983,"2","1","1","DK","2","NA","3","5","NA","NA","2","NA","3","5","37","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",1,1,15072,0,0,0,1,0,0,,588,0,0,0,0,3298,1,"7.4506",28,1771,"3","7","1","1"
"2012","DK",17991,553.155080213904,"1991.282","1","2012","NA","2",1957,"1","1","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","NA","p","NA","13","NA","NA","2","NA","NA","NA","3","NA","NA","2","NA","2","NA",1,1,59462,0,0,435,1,0,0,,311,0,0,0,0,0,1,"7.4506",54,1799,"3","2","2","NA"
"2012","DK",18361,553.155080213904,"744.272","1","2012","NA","1",1974,"2","1","1","DK","2","NA","5","1","NA","NA","NA","NA","NA","4","30","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,55652,0,0,0,1,0,0,,5,0,0,0,0,0,1,"7.4506",37,1836,"3","2","1","NA"
"2012","DK",19911,553.155080213904,"812.935","NA","2012","NA","2",1938,"2","5","1","DK","1","5","5","7","NA","1","NA","NA","3","5","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","3","1","3","NA","NA","NA","NA",1,1,0,0,0,290,1,0,0,,195,26214,0,0,0,0,1,"7.4506",73,1991,"2","6","2","7"
"2012","DK",20281,553.155080213904,"2368.018","2","2012","NA","3",1948,"1","2","1","DK","2","NA","2","10","NA","1","2","NA","NA","7","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA","3","2","NA","NA","NA",1,1,0,0,0,435,1,0,0,,1,112,0,0,0,0,1,"7.4506",63,2028,"2","6","1","NA"
"2012","DK",20761,553.155080213904,"3918.4","1","2012","NA","2",1936,"1","5","1","DK","2","NA","3","7","NA","NA","NA","NA","3","7","37","NA","NA","NA","13","1","NA","NA","NA","NA","NA","NA","1","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,18636,,37116,0,0,0,0,0,1,"7.4506",75,2076,"2","2","2","NA"
"2012","DK",20831,553.155080213904,"NA","2","2012","NA","1",1969,"1","5","1","DK","2","2","3","5","NA","1","NA","1","NA","7","37","NA","NA","NA","NA","NA","2","1","NA","NA","NA","4","2","3","2","NA","NA","NA",1,1,3722,0,0,0,1,0,0,,1064,0,0,0,0,0,1,"7.4506",42,2083,"2","2","NA","NA"
"2012","DK",20961,553.155080213904,"NA","1","2012","NA","4",1931,"2","4","1","DK","2","NA","3","7","NA","1","NA","NA","3","5","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","1","3","NA","NA","NA","NA",1,1,0,0,0,28,1,0,-51952,,1713,75902,0,0,0,0,1,"7.4506",80,2096,"3","6","NA","NA"
"2012","DK",21221,553.155080213904,"704.9225","2","2012","NA","4",1987,"1","1","2","DK","2","NA","3","6","NA","1","2","NA","NA","4","NA","NA","NA","NA","10","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA",1,1,11287,0,0,0,1,0,0,,95,0,0,0,0,0,1,"7.4506",24,2122,"2","2","NA","NA"
"2012","DK",21391,553.155080213904,"1160.508","1","2012","NA","1",1987,"2","1","1","DK","2","5","3","6","NA","1","NA","NA","3","5","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","2","3","NA","NA","NA","NA",1,1,1603,0,0,36,1,0,0,,13382,0,0,1845,0,0,1,"7.4506",24,2139,"3","3","NA","NA"
