"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","MH010","MH020","MH030","MH040","MH050","MH060","MH070","MH080","MH090","MH100","MH110","MH120","MH130","MH140","MH150","MH160","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010","HY081N","HY131N","HY081G","HY131G"
"2007","AT",166,"3","2007","8",19205,18978,0,0,,,,,,0,0,0,0,0,102,,0,0,0,227,"2","2","NA","1","1","2","1","1","1","1","1","3","2000","2","NA","2","1","2","2","3","3","6","2","1","NA","900","282.44","1","1","2","1","1","1","1","2","2","3","4","4","3","1","3","3","2","NA","1",1,,,,,,,,,,
"2007","AT",168,"2","2007","25",13073,10763,0,0,,,,,,0,0,0,0,0,1109,,0,0,0,2311,"NA","2","NA","2","1","2","1","1","1","1","1","5","2400","2","NA","2","2","2","2","4","2","4","2","2","NA","NA","435.67","1","1","1","1","1","1","1","2","1","3","4","2","3","NA","3","4","2","NA","1",1,,,,,,,,,,
"2007","AT",191,"3","2007","20",22076,20907,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1170,"2","2","2","1","1","2","1","1","1","1","1","4","1800","2","NA","2","2","2","2","1","2","2","2","1","262","NA","245","1","1","1","1","1","1","1","2","1","3","4","4","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",192,"3","2007","13",14581,12057,0,0,,,,,,0,0,0,0,0,16,,0,0,0,2524,"NA","2","NA","1","1","2","1","1","2","1","1","5","2000","2","NA","2","2","2","2","1","1","6","2","1","570","NA","418.52","1","1","2","1","1","1","1","2","1","1","3","3","4","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",201,"2","2007","6",16019,15827,0,0,,,,,,0,0,0,0,0,0,,0,0,0,193,"2","2","2","1","1","1","1","1","3","1","1","4","1800","2","NA","2","1","2","2","3","4","4","2","1","70","700","292.07","1","1","2","1","1","1","1","2","1","3","4","4","2","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",212,"3","2007","25",9974,9634,0,0,,,,,,0,0,0,0,0,7,,0,0,77,263,"2","2","2","1","1","2","1","1","1","1","1","4","3000","2","NA","2","1","1","2","1","2","3","2","1","NA","NA","265.8","1","1","2","1","1","1","1","2","2","3","3","3","4","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",228,"3","2007","36",10965,10392,0,0,,,,,,0,0,0,0,0,37,,0,0,0,573,"2","2","NA","2","1","1","1","1","3","1","1","4","1500","2","NA","2","2","2","2","2","1","3","2","1","NA","NA","NA","1","1","2","1","1","1","1","2","2","4","3","4","2","3","4","3","2","6","1",1,,,,,,,,,,
"2007","AT",260,"3","2007","17",37191,19800,0,0,,,,,,0,0,0,0,0,35,,0,0,0,17390,"NA","2","NA","1","1","1","1","1","1","1","1","4","1800","2","NA","1","2","2","1","4","1","2","2","1","NA","250","1188.33","1","1","2","1","1","2","1","2","1","4","2","2","2","1","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",269,"2","2007","15",13328,13028,0,0,,,,,,0,0,0,0,0,0,,0,0,0,299,"2","2","NA","1","1","2","1","1","3","1","1","2","2000","2","NA","2","1","2","2","2","1","5","2","1","NA","NA","NA","1","1","2","1","1","1","1","2","1","3","3","3","2","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",270,"3","2007","11",10097,9682,0,0,,,,,,0,0,0,0,0,35,,0,0,0,416,"NA","2","NA","1","1","1","1","3","1","1","1","4","1200","3","NA","2","1","2","2","1","2","4","2","1","NA","500","NA","1","1","1","2","1","1","1","2","1","4","3","4","4","3","3","NA","2","7","1",1,,,,,,,,,,
"2007","AT",271,"2","2007","13",10374,9021,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1353,"2","2","2","1","2","2","1","1","1","1","3","4","1000","2","NA","2","1","2","2","1","2","2","2","1","450","NA","413.39","1","1","2","1","1","1","1","2","1","2","3","2","4","3","3","NA","2","1","1",1,,,,,,,,,,
"2007","AT",278,"2","2007","10",1765,-17553,0,0,,,,,,0,0,0,0,0,0,,0,0,0,19318,"2","2","NA","1","1","1","1","1","1","1","1","5","1200","2","NA","2","1","1","2","3","2","4","2","1","410","400","420.08","1","1","2","1","1","1","1","2","1","4","2","3","3","2","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",295,"3","2007","8",3753,817,0,0,,,,,,0,0,0,0,0,44,,0,0,0,2936,"2","2","NA","1","1","1","1","1","1","1","1","5","1200","2","NA","2","2","2","1","1","1","6","1","1","280","600","512.4","1","1","2","1","1","1","1","2","1","3","4","4","2","4","2","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",303,"2","2007","20",11157,10168,0,0,,,,,,0,0,0,0,0,0,,0,0,0,989,"2","2","NA","1","1","1","1","1","3","1","1","3","1000","2","NA","2","1","2","2","3","1","3","2","2","370","1200","471.8","1","1","2","1","1","1","1","2","1","4","3","4","1","2","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",313,"3","2007","4",8186,7571,0,0,,,,,,0,0,0,0,0,0,,0,0,0,615,"1","2","2","1","1","1","1","1","1","1","3","5","2500","3","NA","2","2","2","2","1","2","3","2","1","338","300","210.88","1","1","2","1","1","1","1","2","1","3","3","3","4","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",326,"2","2007","6",47469,46882,0,0,,,,,,0,0,0,0,0,539,,0,0,0,586,"2","2","NA","1","1","2","1","1","3","1","1","5","1000","3","NA","2","2","1","2","1","2","4","2","1","386.44","NA","959.3","1","1","2","1","2","1","1","2","2","3","3","3","1","3","NA","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",338,"3","2007","12",17651,3461,0,0,,,,,,0,0,0,0,0,0,,0,0,0,14190,"2","2","2","1","1","1","1","1","1","1","1","4","2000","2","NA","2","2","1","2","2","1","3","2","1","NA","1500","NA","1","1","1","1","1","1","1","2","2","4","3","4","4","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",339,"3","2007","17",20911,10203,0,0,,,,,,0,0,0,0,0,0,,0,0,0,10708,"2","1","NA","1","1","1","1","1","1","1","1","3","4000","1","NA","2","2","2","1","1","1","6","2","1","NA","800","523.33","1","1","2","1","1","1","1","2","2","2","3","4","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",341,"2","2007","19",5756,-346,0,0,,,,,,0,0,0,0,0,53,,0,0,0,6102,"2","1","NA","1","1","1","1","1","3","1","1","5","2500","1","NA","2","2","1","2","1","1","4","2","1","NA","600","307.3","1","1","2","1","1","1","1","2","1","3","2","2","4","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",376,"2","2007","90",27550,27411,0,0,,,,,,0,0,0,0,0,0,,0,0,0,139,"2","2","NA","1","1","1","1","1","1","1","1","5","1300","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","528.04","1","1","2","1","1","1","1","2","1","2","4","4","3","2","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",382,"3","2007","4",0,-3504,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3504,"2","2","NA","1","1","1","1","1","1","1","1","3","2500","2","NA","2","2","2","2","3","2","5","2","1","100","450","309.28","2","1","2","1","1","1","1","2","1","4","4","4","3","3","4","4","2","NA","1",1,,,,,,,,,,
"2007","AT",383,"3","2007","10",1987,-2300,0,0,,,,,,0,0,0,0,0,82,,0,0,0,4287,"2","2","NA","2","1","1","1","1","3","1","3","1","1500","1","NA","2","1","2","1","1","1","1","2","1","NA","NA","295","1","1","2","1","1","1","1","2","1","3","4","4","2","4","3","3","2","NA","1",1,,,,,,,,,,
"2007","AT",385,"3","2007","5",11793,11342,0,0,,,,,,0,0,0,0,0,0,,0,0,0,451,"2","2","NA","1","1","1","1","1","1","3","1","2","2000","2","NA","2","2","2","2","1","3","6","2","1","150","1200","266.87","1","1","2","1","1","1","1","2","1","4","1","3","3","2","4","3","1","NA","1",1,,,,,,,,,,
"2007","AT",388,"2","2007","16",16919,16629,0,0,,,,,,0,0,0,0,0,0,,0,0,0,290,"2","2","NA","1","2","1","1","1","3","1","1","3","700","1","NA","2","2","2","2","3","3","1","2","1","NA","350","326.3","1","1","2","1","1","1","1","2","1","3","4","3","3","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",394,"3","2007","17",4702,4042,0,0,,,,,,0,0,0,0,0,50,,0,0,0,660,"NA","2","NA","1","1","2","1","3","3","1","3","3","690","2","NA","2","2","2","2","4","2","4","2","1","NA","200","337","1","1","2","1","1","1","1","2","1","3","3","4","3","3","2","2","2","NA","1",1,,,,,,,,,,
"2007","AT",395,"2","2007","10",17880,17410,0,0,,,,,,0,0,0,0,0,0,,0,0,0,470,"2","1","2","1","2","1","1","1","1","1","3","4","3000","2","NA","2","1","2","2","3","1","4","2","1","458","800","271.54","1","1","2","1","1","1","1","2","2","3","4","4","2","2","4","NA","1","NA","1",1,,,,,,,,,,
"2007","AT",416,"2","2007","11",23183,3349,0,0,,,,,,0,0,0,0,0,7,,0,0,6594,13240,"2","2","NA","1","1","1","1","1","1","1","1","4","1050","2","NA","2","2","2","1","3","1","3","2","1","NA","700","277.8","1","1","2","1","1","2","1","2","1","4","3","3","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",417,"2","2007","26",15518,14962,0,0,,,,,,0,0,0,0,0,532,,0,0,139,417,"2","2","NA","2","1","2","1","1","1","1","1","3","930","2","1","2","1","2","2","4","1","3","2","1","NA","250","806.67","1","1","1","1","1","1","1","2","2","4","3","4","4","2","4","3","2","NA","1",1,,,,,,,,,,
"2007","AT",430,"2","2007","5",24254,17213,0,0,,,,,,0,0,0,0,0,20,,0,0,0,7041,"NA","2","NA","1","1","1","1","1","3","1","1","5","1600","2","NA","2","2","2","1","4","2","6","2","2","NA","1300","796.48","1","1","2","1","1","1","1","2","1","3","2","1","3","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",439,"2","2007","8",13511,13214,0,0,,,,,,0,0,0,0,0,0,,0,0,0,296,"2","2","NA","2","1","2","1","1","3","1","1","3","2400","2","NA","2","2","2","2","1","1","4","2","1","150","NA","285.08","1","1","2","1","1","1","1","2","2","2","3","2","4","3","3","4","1","NA","1",1,,,,,,,,,,
"2007","AT",453,"2","2007","20",16216,13568,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2648,"2","2","NA","1","2","1","1","1","1","1","2","4","2600","3","NA","2","2","2","2","1","2","3","2","1","350","600","549.36","1","1","2","1","1","1","1","2","1","4","4","3","2","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",455,"2","2007","8",35191,16290,0,0,,,,,,0,0,0,0,0,2025,,0,0,0,18900,"2","2","NA","1","1","2","1","1","1","1","1","4","2000","3","NA","2","2","2","2","1","2","2","2","1","NA","1816","309.8","1","1","2","1","1","1","1","2","1","4","4","1","1","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",464,"2","2007","15",143,-326,0,0,,,,,,0,0,143,0,0,0,,0,0,0,469,"2","2","NA","1","1","2","1","1","1","1","3","3","1600","2","NA","2","2","2","2","4","1","6","2","1","NA","NA","484.62","1","1","2","1","1","1","1","2","1","3","3","4","2","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",479,"2","2007","25",25636,18525,0,0,,,,,,0,0,0,0,0,41,,0,0,0,7111,"2","2","NA","1","1","1","1","1","1","3","3","4","650","2","NA","2","2","2","1","3","2","6","2","1","NA","400","NA","1","1","2","1","1","1","1","2","1","3","2","1","4","4","3","2","1","NA","1",1,,,,,,,,,,
"2007","AT",483,"2","2007","6",11059,9730,0,0,,,,,,0,0,0,0,0,165,,0,0,0,1330,"2","2","NA","1","1","2","1","1","1","1","1","5","1500","3","NA","2","1","2","2","1","1","3","2","1","NA","NA","757.32","1","1","2","1","1","1","1","2","1","4","3","3","3","3","3","NA","2","3","1",1,,,,,,,,,,
"2007","AT",494,"2","2007","8",10933,10792,0,0,,,,,,0,0,0,0,0,0,,0,0,0,141,"2","2","NA","1","1","2","1","1","3","1","3","3","1800","2","NA","2","2","2","2","2","1","4","2","1","NA","650","198.6","1","1","1","1","1","1","1","2","2","3","3","4","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","AT",516,"3","2007","34",34796,29093,0,0,,,,,,0,0,0,0,0,170,,0,0,0,5703,"NA","2","NA","2","2","1","1","1","1","1","1","3","1000","2","NA","2","2","2","2","4","1","3","2","1","NA","700","301.33","1","1","2","1","1","1","1","2","1","4","3","3","3","4","3","4","1","NA","1",1,,,,,,,,,,
"2007","AT",517,"2","2007","13",4553,4140,0,0,,,,,,0,0,0,0,0,1,,0,0,0,413,"NA","2","NA","1","2","1","1","1","1","1","1","3","3000","2","NA","2","2","2","2","3","1","3","2","1","NA","NA","343.22","1","1","1","1","1","1","1","2","2","2","3","3","4","2","4","2","2","NA","1",1,,,,,,,,,,
"2007","AT",542,"3","2007","5",35273,21868,0,0,,,,,,0,0,0,0,0,176,,0,0,0,13404,"2","2","NA","2","1","1","1","3","1","1","1","4","3600","2","NA","2","1","2","2","2","2","4","2","1","670","NA","NA","1","1","2","1","1","1","1","2","1","4","4","3","3","3","4","4","2","NA","1",1,,,,,,,,,,
"2007","AT",543,"2","2007","30",15635,8368,0,0,,,,,,0,0,0,0,0,213,,0,0,0,7267,"NA","2","NA","1","1","1","1","1","1","1","1","5","3500","1","NA","2","2","2","2","1","1","5","2","1","NA","9999","540","1","1","2","1","1","1","1","2","2","3","4","4","4","2","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",554,"2","2007","17",17882,8954,0,0,,,,,,0,0,0,0,0,86,,0,0,0,8928,"NA","1","2","2","1","1","1","1","1","1","2","2","4000","2","NA","2","2","2","2","2","3","3","2","1","NA","500","512.78","1","1","2","1","1","1","1","2","1","4","4","3","4","3","4","3","2","NA","2",1.5,,,,,,,,,,
"2007","AT",559,"2","2007","10",20728,20444,0,0,,,,,,0,0,0,0,0,123,,0,0,0,284,"NA","2","NA","1","1","2","1","1","1","1","1","6","4000","2","NA","2","2","2","1","4","2","6","2","1","350","NA","873","1","1","2","1","1","1","1","2","1","3","4","4","4","4","4","3","2","NA","2",1.5,,,,,,,,,,
"2007","AT",566,"2","2007","30",65780,57735,0,0,,,,,,0,0,0,0,0,0,,0,0,0,8045,"NA","2","NA","1","1","1","1","1","1","1","1","2","1100","2","NA","2","2","2","2","1","1","5","2","1","NA","3000","972.43","1","1","2","1","1","1","1","2","1","4","3","2","3","3","1","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",567,"2","2007","17",35152,33941,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1211,"2","2","NA","1","1","1","1","1","1","1","1","5","2000","2","NA","2","2","2","2","4","2","6","2","1","NA","1000","321.44","1","1","1","1","1","1","1","2","1","4","4","2","4","4","3","3","1","NA","2",1.5,,,,,,,,,,
"2007","AT",569,"2","2007","20",26260,13980,0,0,,,,,,0,0,0,0,0,567,,0,0,0,12281,"2","2","NA","1","1","1","1","1","1","1","1","4","3000","1","NA","2","2","2","2","1","2","6","2","1","NA","1000","972.43","1","1","1","1","1","1","1","2","1","3","4","2","1","3","3","3","1","NA","2",1.5,,,,,,,,,,
"2007","AT",572,"3","2007","18",50934,40505,0,0,,,,,,0,0,0,0,0,88,,0,0,0,10429,"NA","2","NA","1","1","1","1","1","1","1","1","5","1800","2","NA","2","2","2","2","4","1","6","2","1","NA","700","279.8","1","1","2","1","1","1","1","2","1","4","4","4","3","3","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",586,"2","2007","10",30031,29470,0,0,,,,,,0,0,0,0,0,0,,0,0,0,561,"2","2","NA","1","1","1","1","1","1","1","1","3","1600","1","NA","2","2","2","1","1","1","3","2","1","NA","350","614.36","1","1","2","1","1","1","1","2","1","3","4","3","4","3","4","NA","2","3","2",1.5,,,,,,,,,,
"2007","AT",594,"3","2007","20",90871,79392,0,0,,,,,,0,0,0,0,0,244,,0,0,0,11479,"2","2","2","1","1","1","1","1","1","1","1","5","1800","1","3","2","2","2","2","3","1","6","2","1","NA","600","1041.05","1","1","2","1","1","1","1","2","1","4","4","2","2","3","4","NA","2","NA","2",1.3,,,,,,,,,,
"2007","AT",600,"2","2007","90",23392,17241,0,0,,,,,,0,0,0,0,5731,0,,0,0,0,6151,"NA","2","NA","1","1","1","1","1","1","1","1","3","3500","1","3","2","2","2","2","1","1","6","2","1","NA","NA","344","1","1","2","1","1","1","1","2","2","3","3","4","4","3","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",604,"2","2007","8",31728,28512,0,0,,,,,,0,6828,0,0,5023,149,,0,0,0,3216,"NA","2","NA","1","1","1","1","1","1","1","1","5","3000","2","2","2","2","2","2","1","4","4","2","1","NA","5000","312.85","1","1","1","1","1","1","1","2","1","3","3","3","3","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",613,"2","2007","5",19230,12815,0,0,,,,,,0,0,0,0,0,87,,0,0,0,6415,"NA","2","NA","1","1","1","1","1","1","1","1","4","1600","3","NA","2","2","1","1","3","1","4","1","1","NA","1150","NA","1","1","2","1","1","2","1","2","1","4","2","4","4","4","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",617,"3","2007","11",19878,18277,0,0,,,,,,0,0,0,0,0,50,,0,0,0,1602,"NA","2","NA","1","1","1","1","1","1","1","3","5","2500","2","NA","2","2","2","2","4","2","6","2","2","NA","400","602.44","1","1","1","1","1","1","1","2","1","1","3","4","3","2","3","2","2","NA","2",1.5,,,,,,,,,,
"2007","AT",623,"3","2007","11",40541,35705,0,0,,,,,,0,3113,0,0,3767,36,,0,0,0,4836,"NA","2","NA","1","1","1","1","1","3","1","1","6","2500","2","NA","2","2","1","2","1","4","6","2","1","NA","770","487.07","1","1","2","1","1","1","1","2","1","4","3","3","2","1","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","AT",629,"3","2007","20",44606,38778,0,0,,,,,,0,0,0,0,0,363,,0,0,0,5828,"NA","2","NA","1","1","1","1","1","1","1","1","5","2500","1","NA","2","1","2","2","1","1","6","2","1","NA","9999","307.3","1","1","2","1","1","1","1","2","1","4","4","3","4","NA","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",653,"3","2007","13",86824,82881,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3943,"NA","2","NA","1","1","1","1","1","1","1","2","1","1700","1","NA","2","1","2","2","3","2","6","2","1","NA","460","512.78","1","1","2","1","1","1","1","2","2","4","4","4","4","4","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","AT",655,"2","2007","12",45168,41748,0,0,,,,,,0,1074,0,0,0,66,,0,0,167,3253,"2","2","NA","2","1","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","2","2","3","2","1","258","NA","418.52","1","1","2","1","1","1","1","2","1","4","3","4","4","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",683,"2","2007","20",25905,25081,0,0,,,,,,0,0,0,0,0,118,,0,0,0,824,"2","2","2","1","1","1","1","1","1","1","1","3","2500","2","NA","2","2","2","2","1","1","6","2","1","NA","900","752.21","1","1","2","1","1","1","1","2","1","4","2","3","4","NA","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",685,"2","2007","10",52062,18925,0,0,,,,,,0,0,0,0,0,0,,0,0,0,33137,"NA","2","NA","1","1","1","1","1","1","1","1","5","3000","2","NA","2","2","2","2","2","1","5","2","1","NA","1000","309.8","1","1","1","1","1","2","1","2","2","3","2","1","2","3","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",686,"3","2007","22",19478,13908,0,0,,,,,,0,0,0,0,0,0,,0,0,0,5570,"NA","2","NA","1","1","1","1","1","1","1","1","5","4000","2","NA","1","2","2","2","4","1","5","2","1","NA","770","1188.33","1","1","2","1","1","1","1","2","1","3","3","3","3","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",709,"2","2007","11",22959,18277,0,0,,,,,,0,3787,0,0,1157,72,,0,0,0,4682,"NA","2","NA","1","1","1","1","3","1","1","1","6","2500","1","NA","2","2","2","2","1","4","4","2","1","NA","400","796.48","1","1","2","1","1","1","1","2","1","4","2","4","3","1","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",714,"2","2007","13",15784,15584,0,0,,,,,,0,0,0,0,0,12,,0,0,0,201,"NA","2","NA","1","1","1","1","1","1","1","3","4","1000","1","NA","2","2","2","1","4","1","1","2","1","NA","300","272.2","1","1","2","1","1","1","1","2","1","2","3","2","3","3","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",717,"2","2007","12",31388,27659,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3730,"2","2","NA","1","1","2","1","1","1","1","3","6","2000","2","NA","2","1","2","2","4","1","6","2","1","421","300","462.42","1","1","1","1","1","1","1","2","2","2","4","4","3","2","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",719,"2","2007","18",32912,26526,0,0,,,,,,0,0,0,0,0,133,,0,0,0,6385,"2","2","NA","1","1","1","1","1","1","1","1","NA","2500","3","3","2","1","2","2","1","1","6","2","1","NA","600","398.99","1","1","2","1","1","1","1","2","1","4","4","4","2","4","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",726,"3","2007","7",33693,9999,0,0,,,,,,0,0,0,0,0,120,,0,0,0,23694,"NA","2","NA","1","2","1","1","1","1","1","1","5","2000","3","NA","2","2","2","2","4","1","5","2","1","710","NA","303.24","1","1","2","1","1","1","1","2","1","3","3","4","3","3","3","2","2","NA","2",1.5,,,,,,,,,,
"2007","AT",734,"3","2007","11",53498,49912,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3586,"NA","2","NA","1","1","1","1","1","3","1","1","NA","3500","3","NA","2","2","2","1","1","1","6","2","1","NA","900","440.83","1","1","2","1","1","1","1","2","1","3","4","4","4","3","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",749,"3","2007","15",5025,4363,0,0,,,,,,0,0,0,0,0,256,,0,0,0,662,"2","2","NA","2","1","2","1","1","3","1","1","5","1900","1","2","2","1","2","2","4","2","3","2","2","NA","NA","370.1","1","1","1","1","1","1","1","2","1","3","3","4","2","1","NA","NA","2","NA","2",1.5,,,,,,,,,,
"2007","AT",751,"3","2007","21",27357,19298,0,0,,,,,,0,0,0,0,0,0,,0,0,0,8058,"NA","2","NA","2","1","2","1","1","1","1","1","4","940","2","NA","2","2","2","2","2","2","2","2","1","389","600","484.62","1","1","2","1","1","1","1","2","1","4","4","4","2","3","4","NA","2","3","2",1.5,,,,,,,,,,
"2007","AT",758,"3","2007","9",30461,19494,0,0,,,,,,0,0,0,0,0,80,,0,0,0,10966,"NA","2","NA","1","1","2","1","1","1","1","1","1","1800","2","NA","2","2","2","2","1","1","3","2","1","NA","700","391.33","1","1","2","1","1","1","1","2","2","4","4","4","4","3","4","3","2","NA","2",1.5,,,,,,,,,,
"2007","AT",759,"2","2007","8",19106,18720,0,0,,,,,,0,0,0,0,0,233,,0,0,0,386,"2","2","2","2","1","1","1","1","3","1","1","5","3000","1","NA","2","2","2","2","1","1","6","2","1","NA","NA","398.99","1","1","2","1","1","1","1","2","2","4","2","4","2","3","4","NA","2","NA","2",1.5,,,,,,,,,,
