"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","AT",161,"1","2010","20",206,118,0,0,,,,,,,,,0,0,0,0,0,,206,,0,0,0,,89,,"NA","3","NA","3","NA","NA","1","1","2","1","1","2","1","1","5","2000","3","NA","2","2","2","2","4","NA","4","4","2","1","240","NA","452.5","0","NA","1","NA","1","NA","NA","802301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",170,"1","2010","10",30476,23564,0,0,,,,,,,,,0,0,2950,0,0,,2311,,0,0,0,,6912,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2000","2","NA","2","2","2","1","1","NA","1","3","2","1","NA","1400","560.17","0","NA","1","NA","1","3","2","213301","585301","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",172,"2","2010","6",16934,8494,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8440,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","600","1","1","2","2","2","2","4","NA","1","3","2","1","NA","650","875.5","0","NA","1","NA","1","2","NA","230101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",195,"2","2010","15",19220,15795,0,0,,,,,,,,,0,0,0,0,0,,35,,0,0,0,,3425,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","5","800","1","NA","2","2","2","2","4","NA","4","3","2","1","NA","800","375.8","0","NA","1","NA","1","2","2","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",197,"2","2010","7",14329,14089,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,240,,"NA","3","NA","2","NA","NA","1","1","1","1","1","3","1","1","3","1000","3","NA","2","2","2","2","1","NA","2","3","2","1","80","NA","155.67","0","NA","1","NA","1","1","1","181502","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",206,"2","2010","12",126200,94464,0,0,,,,,,,,,0,0,0,0,0,,208,,0,0,0,,31735,,"NA","2","NA","3","NA","NA","1","1","2","1","1","1","1","2","4","3000","3","NA","2","1","2","2","4","NA","2","3","2","1","NA","NA","514.33","0","NA","1","NA","1","2","1","596301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",217,"3","2010","30",21268,19859,0,0,,,,,,,,,0,0,0,0,0,,94,,0,0,0,,1409,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","3000","2","NA","2","2","2","2","4","NA","1","4","2","1","NA","1000","383.33","0","NA","1","NA","1","NA","1","416101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",233,"3","2010","25",19731,11372,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8359,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","5","1200","3","NA","2","2","2","2","1","NA","1","5","2","1","321.76","NA","412.53","0","NA","1","NA","1","3","1","790401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",266,"2","2010","14",0,-40462,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,40462,,"NA","1","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2000","2","NA","2","1","2","2","3","NA","1","6","2","1","NA","NA","78.33","0","NA","1","NA","1","NA","NA","321601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",276,"3","2010","22",120712,114298,0,0,,,,,,,,,0,0,0,0,88122,,293,,0,0,0,,6414,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","3000","2","2","2","2","2","2","3","NA","2","4","2","1","560","650","230.91","0","NA","1","NA","1","2","1","422201","600102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",278,"2","2010","15",15501,15480,0,0,,,,,,,,,0,0,69,0,0,,156,,0,0,0,,21,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","3","1","1","4","1500","2","NA","2","2","2","2","4","NA","3","5","1","1","NA","800","595","0","NA","1","NA","1","NA","NA","117302","206102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",285,"2","2010","10",142,-6136,50,50,,,,,,,,,50,0,0,0,0,,92,,0,0,0,,6278,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","2","2","2500","2","NA","2","2","2","2","4","NA","1","4","2","1","NA","NA","552.07","0","NA","1","NA","1","2","1","190901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",302,"2","2010","15",7543,797,0,0,,,,,,,,,0,4152,0,0,0,,0,,0,0,0,,6746,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","2500","3","NA","2","2","2","2","2","NA","1","5","2","1","NA","1000","392","0","NA","1","NA","1","1","1","NA","NA","649601","NA","NA","1",1,,,,,,,,,,,
"2010","AT",309,"2","2010","13",16142,12787,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3354,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","2000","3","1","2","2","2","2","3","NA","1","4","2","1","NA","NA","284.5","0","NA","1","NA","1","3","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",321,"1","2010","16",21673,20316,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,360,,997,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","1800","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","550","303.75","0","NA","1","NA","1","1","1","67601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",334,"3","2010","32",36744,33234,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3510,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","3000","2","NA","2","2","2","2","1","NA","1","6","2","1","NA","500","375.8","0","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",345,"2","2010","30",100305,20090,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,80214,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1500","3","NA","2","2","2","2","1","NA","1","6","2","1","NA","NA","344.82","0","NA","1","NA","1","2","1","270202","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",346,"1","2010","10",13246,7879,0,0,,,,,,,,,0,0,0,0,0,,198,,0,0,0,,5367,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","2","2","1000","2","NA","2","2","2","2","4","NA","4","5","2","1","500","600","454.48","0","NA","1","NA","3","2","NA","116601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",347,"2","2010","15",37917,31144,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6774,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","900","2","NA","2","2","1","2","2","NA","1","4","2","1","NA","1000","422.32","0","NA","1","NA","1","NA","2","NA","639202","627203","NA","NA","1",1,,,,,,,,,,,
"2010","AT",350,"2","2010","12",15745,4368,0,0,,,,,,,,,0,0,0,0,0,,9,,0,0,0,,11377,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","2","2","2000","3","NA","2","2","2","2","3","NA","3","6","2","1","NA","NA","378.37","0","NA","1","NA","1","1","NA","543201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",384,"2","2010","15",263,-852,0,0,,,,,,,,,0,0,147,0,0,,115,,0,0,0,,1114,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","3","2000","2","NA","2","1","2","2","4","NA","2","2","2","1","NA","NA","376.98","0","NA","1","NA","1","1","1","278001","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",392,"3","2010","7",17651,16658,0,0,,,,,,,,,0,0,0,0,0,,171,,0,0,0,,993,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","3","1","1","3","1800","2","NA","2","1","2","2","4","NA","1","3","2","1","NA","500","222.5","0","NA","1","NA","1","NA","1","158401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",394,"2","2010","10",34441,3417,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,8234,,22790,,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","3","2600","2","NA","2","2","2","2","1","NA","2","3","2","1","NA","2000","338.07","0","NA","1","NA","1","1","1","374301","185604","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",397,"3","2010","14",50072,45993,0,0,,,,,,,,,0,0,1127,0,0,,0,,0,0,4016,,63,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","3","NA","2","5","2","1","NA","NA","357.78","0","NA","1","NA","1","1","NA","NA","NA","627203","NA","NA","1",1,,,,,,,,,,,
"2010","AT",403,"2","2010","7",40097,33319,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6778,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","1","2","2","2","2","2","NA","1","6","2","1","420","800","367","0","NA","1","NA","1","NA","1","409801","639202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",404,"3","2010","10",15514,15011,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,503,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","2","5","925","2","NA","2","2","2","2","2","NA","2","3","2","1","660","1000","157.5","0","NA","1","NA","1","1","1","482901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",425,"2","2010","9",23042,16746,0,0,,,,,,,,,0,6636,0,0,0,,0,,0,0,0,,6295,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2300","3","NA","2","1","2","2","1","NA","1","1","2","1","NA","1000","139","0","NA","1","NA","1","3","NA","409801","409802","627203","NA","NA","1",1,,,,,,,,,,,
"2010","AT",427,"2","2010","10",15321,14425,0,0,,,,,,,,,0,0,0,0,0,,174,,0,0,0,,896,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","NA","2","NA","2","1","2","2","1","NA","3","4","2","1","NA","NA","314.83","0","NA","1","NA","1","NA","NA","55501","402202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",440,"1","2010","7",44907,35100,0,0,,,,,,,,,0,0,0,0,0,,454,,0,0,0,,9807,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","4800","3","NA","2","2","2","2","2","NA","3","6","2","1","NA","2000","2015","0","NA","1","NA","1","NA","1","315702","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",449,"2","2010","10",22537,21554,0,0,,,,,,,,,0,0,132,0,0,,5,,0,0,0,,983,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1600","2","NA","2","2","2","2","3","NA","2","5","2","1","340","NA","1419.73","0","NA","1","NA","1","1","1","790301","763102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",464,"2","2010","23",22733,21666,0,0,,,,,,,,,0,1773,0,0,0,,0,,0,0,0,,1067,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","1","2140","1","3","2","2","2","2","1","NA","2","2","2","1","NA","NA","422.07","0","NA","1","NA","1","NA","1","634102","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",466,"1","2010","11",4309,3051,0,0,,,,,,,,,0,0,345,0,0,,0,,0,0,0,,1257,,"NA","3","NA","3","NA","NA","1","1","2","1","3","3","1","1","4","2250","2","NA","2","1","2","2","2","NA","1","4","2","1","NA","1200","465","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",475,"3","2010","14",63028,24404,0,0,,,,,,,,,0,0,0,0,0,,123,,0,0,0,,38625,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2000","3","2","2","2","2","2","3","NA","1","3","2","1","NA","2500","463.33","0","NA","1","NA","1","1","2","233401","802602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",490,"2","2010","14",12155,11248,0,0,,,,,,,,,0,0,0,0,0,,52,,0,0,0,,906,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2500","2","NA","2","1","2","2","2","NA","4","5","2","1","NA","700","221","0","NA","1","NA","1","NA","1","732301","273202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",491,"1","2010","7",0,-42413,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,42413,,"NA","3","NA","3","NA","NA","1","2","1","1","1","3","1","1","5","2000","2","NA","2","2","2","2","1","NA","5","3","2","1","430","450","561.27","0","NA","1","NA","1","NA","1","438101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",494,"1","2010","10",30677,28273,0,0,,,,,,,,,0,1161,0,0,0,,0,,0,0,0,,2404,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","3","4","900","2","NA","1","2","2","2","4","NA","3","2","2","1","250","NA","316.13","0","NA","1","NA","1","3","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",506,"2","2010","25",28744,22349,0,0,,,,,,,,,0,0,0,0,0,,97,,0,0,0,,6395,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2500","2","NA","2","2","2","2","1","NA","1","5","1","1","640","500","367","0","NA","1","NA","1","1","1","627201","627202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",529,"3","2010","11",81525,80630,0,0,,,,,,,,,0,0,0,0,1339,,198,,0,0,0,,895,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","3","1","1","1","2700","3","NA","2","2","2","2","4","NA","4","5","2","1","265","NA","981.25","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",554,"3","2010","10",9,2,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","2","2","1000","2","NA","2","2","1","2","1","NA","2","2","2","1","NA","600","668","166.67","NA","1","NA","1","NA","1","NA","14202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",555,"2","2010","14",5615,-7337,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,12952,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","6","NA","1","NA","2","2","1","2","2","NA","2","3","2","1","NA","1000","454.07","416.67","NA","1","NA","1","2","NA","615901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",567,"2","2010","6",8277,7962,0,0,,,,,,,,,0,0,0,0,2974,,439,,0,0,0,,315,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","NA","2","NA","2","2","2","2","2","NA","3","6","2","1","NA","2000","438.07","0","NA","1","NA","1","3","NA","24701","156801","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",573,"2","2010","15",41593,40661,0,0,,,,,,,,,0,0,33532,0,0,,0,,0,0,0,,932,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","4000","3","2","2","2","2","1","2","NA","1","6","2","1","2061.68","500","356.4","0","NA","1","NA","1","1","1","24701","464001","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",579,"3","2010","13",4986,4974,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,12,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","1100","2","NA","2","2","2","2","3","NA","5","4","2","1","322.8","200","961.1","0","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",580,"2","2010","20",41067,33961,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7107,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","3000","2","NA","2","2","2","2","1","NA","4","6","2","1","NA","2500","338.07","0","NA","1","NA","1","1","1","708702","368502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",585,"3","2010","25",14134,13520,0,0,,,,,,,,,0,0,0,0,0,,121,,0,0,0,,614,,"NA","NA","NA","3","NA","3","1","1","1","1","1","3","1","1","3","900","2","NA","2","2","2","2","4","NA","4","4","2","1","NA","NA","381.75","0","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",600,"2","2010","20",32959,32101,0,0,,,,,,,,,0,0,0,0,0,,187,,0,0,845,,13,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1200","2","NA","2","1","2","2","1","NA","3","6","2","1","NA","NA","532.75","0","NA","1","NA","1","NA","1","824602","574301","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",608,"1","2010","20",8545,-23223,0,0,,,,,,,,,0,0,0,0,0,,8545,,0,0,0,,31768,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","3500","3","NA","2","2","2","2","4","NA","2","3","1","1","1300","900","494.5","286.11","NA","1","NA","1","1","1","408401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",613,"1","2010","10",15214,14300,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,914,,"NA","3","NA","3","NA","NA","2","1","2","1","1","2","1","2","4","1500","2","NA","2","2","2","2","2","NA","3","4","2","1","NA","500","120.83","0","NA","1","NA","1","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",618,"2","2010","22",7024,6515,0,0,,,,,,,,,0,2525,0,0,0,,0,,0,0,0,,510,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1000","3","NA","2","2","2","2","3","NA","3","2","2","1","NA","900","836.5","0","NA","1","NA","1","1","1","181102","181101","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",628,"2","2010","10",5612,5334,0,0,,,,,,,,,0,0,0,0,0,,124,,0,0,0,,278,,"NA","3","NA","3","NA","NA","1","2","2","1","1","1","1","1","4","2500","3","NA","2","1","2","2","4","NA","1","5","2","1","NA","1000","765.25","62.58","NA","1","NA","1","2","1","284901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",630,"2","2010","8",72,-10,0,0,,,,,,,,,0,0,0,0,71,,0,,0,0,0,,82,,"NA","3","NA","3","NA","NA","1","1","1","1","3","1","3","1","4","1200","3","NA","2","2","2","2","2","NA","1","4","2","1","610","NA","632.46","0","NA","1","NA","1","2","1","689301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","AT",638,"3","2010","33",25413,22758,0,0,,,,,,,,,0,0,0,0,0,,49,,0,0,0,,2654,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2300","3","NA","2","2","2","2","3","NA","1","5","2","1","560","NA","540.75","0","NA","1","NA","1","NA","NA","NA","661002","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",644,"2","2010","20",37711,-8640,358,358,,,,,,,,,358,0,0,0,0,,131,,0,0,0,,46351,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","1","4000","2","2","2","2","2","2","2","NA","1","6","2","1","NA","NA","356.4","0","NA","1","NA","1","2","1","NA","24702","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",668,"3","2010","8",44960,42334,0,0,,,,,,,,,0,2694,0,0,0,,373,,0,0,0,,2627,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","3","3","3200","3","NA","2","1","2","1","4","NA","1","6","2","1","NA","1000","454.07","0","NA","1","NA","1","2","1","267801","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",699,"3","2010","46",47678,45857,0,0,,,,,,,,,0,0,0,0,0,,74,,0,0,0,,1821,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1800","3","1","2","1","2","2","4","NA","2","4","2","1","NA","1800","608","0","NA","1","NA","1","1","1","185602","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",701,"2","2010","19",38476,18045,0,0,,,,,,,,,0,0,0,0,0,,135,,0,0,0,,20431,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","6","2800","3","2","2","2","2","2","1","NA","3","6","2","1","NA","NA","650.4","0","NA","1","NA","1","1","1","267801","156801","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",702,"3","2010","25",74813,88248,0,0,,,,,,,,,0,0,0,0,0,,3945,,0,0,0,,-13435,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","4","1600","3","NA","2","2","2","1","1","NA","3","6","2","1","NA","500","422.32","0","NA","1","NA","1","2","1","624402","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",725,"2","2010","15",85087,84101,0,0,,,,,,,,,0,151,0,0,0,,143,,0,0,0,,986,,"NA","3","NA","3","NA","NA","2","1","2","1","1","2","1","1","4","1500","2","NA","2","2","2","2","1","NA","3","3","2","1","1180","1000","699.75","0","NA","1","NA","1","NA","1","511102","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",734,"2","2010","13",11277,7353,0,0,,,,,,,,,0,0,0,0,0,,264,,0,0,0,,3924,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","1400","2","NA","2","2","2","2","1","NA","1","5","2","1","NA","2500","514.33","0","NA","1","NA","1","3","1","132901","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",735,"2","2010","18",27710,23794,0,0,,,,,,,,,0,0,0,0,0,,320,,0,0,0,,3916,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2000","3","NA","2","2","2","2","1","NA","3","6","2","1","NA","1000","422.32","0","NA","1","NA","1","3","1","561401","627202","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",742,"3","2010","15",33212,31004,0,0,,,,,,,,,0,0,0,0,0,,338,,0,0,0,,2208,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","3","2300","1","NA","2","2","2","2","1","NA","1","4","2","1","NA","NA","367","0","NA","1","NA","1","3","NA","627201","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",752,"2","2010","13",30997,27559,0,0,,,,,,,,,0,0,0,0,0,,155,,0,0,0,,3439,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","800","2","2","2","1","1","2","2","NA","1","3","2","1","560","NA","512.25","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","AT",767,"2","2010","13",39924,31076,0,0,,,,,,,,,0,0,0,0,0,,196,,0,0,0,,8848,,"NA","2","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2000","2","NA","2","2","2","2","1","NA","1","3","2","1","NA","NA","422.32","0","NA","1","NA","1","1","1","799601","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
