"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY031G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PY021G","PY030G","PX020","PX050","PX010","PL110","PL111"
"2008","AT",1581,541.707317073171,"NA","3","2008","16","4",1945,"2","2","2","AT","2","NA","3","8","2","2","2","NA","3","7","NA","0","2","NA","NA","NA","NA","NA","NA","NA","3","15","7","8","8","8","7","2","6","6","8","6","1","8","2","2","2","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,158,"1",0,13257,62,"7","1","","NA"
"2008","AT",1681,541.707317073171,"NA","3","2008","12","1",1932,"2","4","3","AT","2","NA","2","5","2","1","2","NA","3","9","70","12","0","NA","NA","NA","1","NA","NA","NA","NA","15","6","6","1","2","8","1","3","6","3","1","6","3","2","2","1","2","NA","2","NA",480,1300,0,0,0,1,110,0,0,0,0,15377,0,0,0,0,758,168,"1",0,0,75,"1","1","g","NA"
"2008","AT",1691,541.707317073171,"NA","2","2008","13","1",1965,"1","5","3","AT","2","NA","3","1","2","1","2","NA","3","7","39","0","0","NA","NA","NA","1","2","NA","NA","2","15","2","6","6","1","1","3","1","6","2","1","6","6","1","2","3","2","NA","2","NA",0,0,0,8359,0,1,0,9015,0,0,0,0,0,0,0,0,758,169,"1",0,2751,42,"7","1","","f"
"2008","AT",1921,541.707317073171,"NA","3","2008","15","4",1953,"2","2","1","AT","2","NA","3","5","2","1","NA","NA","3","5","40","12","3","30","NA","7","1","2","NA","NA","NA","15","6","1","2","5","5","6","1","8","6","8","6","6","1","1","2","2","NA","2","NA",0,400,0,0,0,1,1000,0,0,0,0,0,0,0,7282,0,608,192,"1",0,0,54,"1","1","g","NA"
"2008","AT",1941,541.707317073171,"NA","3","2008","NA","4",1951,"2","2","1","AT","2","NA","2","2","1","NA","2","NA","1","9","NA","0","0","NA","NA","13","1","2","2","NA","NA","23","2","1","1","1","3","1","1","1","6","1","6","1","2","2","3","2","8","2","NA",0,0,0,17504,0,1,0,0,0,0,0,0,0,0,0,0,594,194,"1",0,527,56,"6","1","","i"
"2008","AT",2031,541.707317073171,"NA","2","2008","20","4",1961,"1","2","3","AT","2","NA","3","1","1","NA","NA","NA","3","9","56","0","0","NA","NA","NA","1","2","2","NA","NA","26","1","1","1","6","1","1","6","1","1","1","1","1","3","2","2","2","NA","2","NA",0,800,0,39952,0,1,0,0,0,0,0,0,0,0,0,0,758,203,"1",0,10060,46,"1","1","m","b-e"
"2008","AT",2141,541.707317073171,"NA","2","2008","25","1",1953,"2","2","3","AT","2","NA","3","8","2","1","2","NA","3",,"55","0","0","NA","NA","2","2","NA","NA","NA","NA","14","8","6","7","8","1","1","7","8","1","1","8","6","2","2","3","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,758,214,"1",0,7500,54,"1","1","","NA"
"2008","AT",2301,541.707317073171,"NA","2","2008","15","3",1954,"2","1","1","AT","2","NA","5","1","2","NA","NA","NA","3","6","39","12","0","NA","NA","12","1","NA","2","NA","NA","17","1","3","6","1","1","1","4","1","3","3","6","1","2","2","3","2","NA","2","NA",0,821,0,0,0,1,0,29977,0,0,0,0,0,0,0,0,614,230,"1",0,5173,53,"1","1","n","a"
"2008","AT",2621,541.707317073171,"NA","2","2008","12","2",1973,"1","1","2","AT","2","NA","2","1","1","1","NA","NA","3","7","40","0","0","NA","NA","1","1","2","2","NA","NA","14","1","6","1","1","2","6","1","1","1","1","1","6","2","1","3","2","NA","2","NA",0,0,0,32209,623,1,0,0,0,0,0,0,0,0,0,0,758,262,"1",0,6456,34,"1","1","","b-e"
"2008","AT",2711,541.707317073171,"NA","2","2008","30","4",1927,"2","2","1","AT","1","NA","2","5","2","1","2","NA","3","6","NA","1","2","NA","NA","NA","NA","1","NA","NA","NA","22","4","8","7","8","5","6","6","8","7","6","8","7","5","2","3","1","8","2","NA",0,0,0,0,0,1,0,0,0,0,0,231,0,0,0,0,206,271,"1",0,0,80,"6","1","","NA"
"2008","AT",2721,541.707317073171,"NA","2","2008","6","4",1956,"2","2","1","AT","2","NA","5","1","1","NA","NA","NA","3","3","37","12","0","NA","3","13","NA","1","NA","NA","NA","19","1","1","1","1","1","1","6","1","1","1","1","1","1","2","3","2","NA","2","NA",0,1200,0,44165,0,1,0,0,0,0,0,0,0,0,0,0,758,272,"1",0,0,51,"1","1","l","o"
"2008","AT",2801,541.707317073171,"NA","3","2008","15","4",1941,"2","5","1","AT","2","NA","2","5","1","NA","NA","NA","3","9","80","12","12","NA","NA","11","NA","2","2","NA","NA","15","1","3","2","6","6","1","1","1","1","6","1","1","2","2","3","2","3","2","NA",0,0,0,0,0,1,0,0,0,0,0,14883,0,0,0,0,758,280,"1",0,487,66,"1","1","","NA"
"2008","AT",3051,541.707317073171,"NA","3","2008","14","4",1961,"1","2","1","AT","2","NA","3","1","2","1","2","NA","3","0 - 1","30","0","0","NA","NA","13","1","2","2","NA","NA","16","3","6","5","6","5","6","1","2","6","1","6","6","4","1","3","2","NA","2","1",0,540,0,21415,482,1,0,0,0,0,0,0,0,0,0,0,106,305,"1",0,4611,46,"1","1","j","l-n"
"2008","AT",3161,541.707317073171,"NA","2","2008","30","4",1959,"1","2","3","AT","2","NA","5","1","1","1","2","NA","3","2","NA","12","0","NA","NA","NA","1","2","2","NA","NA","24","1","1","6","1","1","1","1","6","6","1","1","1","1","2","3","2","NA","2","NA",0,0,0,0,0,1,0,34593,0,0,0,0,0,0,0,0,758,316,"1",0,0,48,"NA","1","c+d+e","k"
"2008","AT",3401,541.707317073171,"NA","2","2008","16","2",1954,"2","2","3","AT","2","NA","3","2","2","2","NA","NA","3","4","40","0","0","NA","6","NA","1","2","NA","NA","NA","15","8","1","6","6","1","1","2","6","8","7","1","6","3","2","2","2","NA","2","NA",0,0,0,15389,0,1,672,0,0,0,0,0,0,0,0,0,76,340,"1",0,0,53,"1","1","i","l-n"
"2008","AT",3411,541.707317073171,"NA","3","2008","16","3",1927,"2","2","1","AT","1","NA","2","8","2","1","2","2","3","6","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","15","8","8","7","8","8","1","8","7","8","6","1","7","3","2","3","2","NA","2","NA",0,480,0,0,0,1,600,0,0,0,0,0,0,0,0,0,135,341,"1",0,579,80,"1","1","","NA"
"2008","AT",3781,541.707317073171,"NA","2","2008","20","1",1965,"1","1","1","AT","2","NA","2","1","1","1","NA","NA","3","6","NA","0","0","NA","NA","12","1","NA","NA","NA","NA","19","6","6","2","6","6","6","6","5","6","1","6","1","5","2","3","2","NA","2","NA",1021,2000,0,15392,1794,1,0,0,0,0,0,0,0,0,0,0,203,378,"1",0,0,42,"1","1","","a"
"2008","AT",3861,541.707317073171,"NA","3","2008","15","4",1965,"1","2","1","AT","2","NA","3","5","2","1","NA","NA","3","7","NA","12","0","NA","NA","13","1","2","2","NA","12","18","6","6","1","6","1","3","6","6","6","1","6","6","1","1","3","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,5323,0,0,11765,0,387,386,"1",0,0,42,"1","1","h","NA"
"2008","AT",3881,541.707317073171,"NA","3","2008","10","3",1940,"1","2","3","AT","2","NA","3","5","1","2","NA","NA","3","3","NA","12","0","NA","NA","13","1","1","2","7","NA","14","1","6","1","1","1","1","1","6","1","1","1","1","1","2","3","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,28822,0,0,0,0,758,388,"1",0,5601,67,"7","1","c+d+e","NA"
"2008","AT",3971,541.707317073171,"NA","2","2008","10","4",1929,"2","4","3","AT","2","NA","2","5","2","NA","NA","NA","3","6","NA","12","0","NA","NA","13","1","2","2","NA","NA","15","6","6","6","1","1","6","1","1","1","4","1","1","1","1","3","2","NA","2","NA",2400,600,0,0,0,1,1500,0,0,0,0,28020,0,0,0,0,758,397,"1",0,5004,78,"1","1","o+p+q","NA"
"2008","AT",3981,541.707317073171,"NA","2","2008","11","1",1927,"2","4","1","AT","2","NA","5","5","1","1","NA","NA","3","6","38","0","0","NA","NA","13","1","2","1","NA","NA","16","6","6","2","5","6","6","1","4","2","1","6","6","2","2","3","2","NA","2","NA",0,0,0,5324,0,1,0,0,0,0,0,6371,0,0,0,0,758,398,"1",0,5063,80,"1","1","","NA"
"2008","AT",4191,541.707317073171,"NA","2","2008","15","1",1955,"1","2","1","AT","2","NA","3","1","1","NA","NA","NA","3","0 - 1","40","12","0","NA","NA","NA","1","2","2","NA","NA","16","1","1","1","3","1","1","1","3","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,0,0,1,780,47335,0,0,0,0,0,0,52418,0,324,419,"1",0,3113,52,"6","1","g","a"
"2008","AT",4201,541.707317073171,"NA","2","2008","15","4",1973,"1","5","3","AT","2","NA","3","1","1","NA","2","NA","1","7","14","12","0","NA","NA","9","1","1","NA","NA","NA","16","1","2","1","6","6","3","6","1","6","3","1","1","1","1","3","2","NA","2","NA",0,0,0,29719,0,1,0,0,0,0,0,0,0,0,0,0,349,420,"1",0,0,34,"1","1","c+d+e","l-n"
"2008","AT",4341,541.707317073171,"NA","3","2008","11","4",1954,"2","2","1","AT","2","NA","3","5","1","1","NA","NA","3","5","NA","0","0","NA","NA","NA","1","1","NA","NA","NA","15","5","6","1","2","1","3","6","6","6","6","6","2","2","2","3","2","NA","1","NA",0,0,0,0,0,1,500,0,0,0,0,17830,0,0,0,0,758,434,"1",0,3370,53,"1","1","","NA"
"2008","AT",4421,541.707317073171,"NA","2","2008","15","1",1927,"2","2","1","AT","2","NA","2","8","2","1","2","NA","NA",,"NA","0","0","NA","NA","11","NA","2","NA","NA","NA","16","7","8","7","8","8","7","8","8","8","8","8","8","2","2","3","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,758,442,"1",0,3426,80,"5","1","","NA"
"2008","AT",4571,541.707317073171,"NA","3","2008","22","2",1927,"2","2","3","AT","2","NA","2","5","2","1","2","NA","2","9","17","0","0","NA","NA","4","1","2","NA","NA","NA","14","1","8","6","6","2","1","6","4","8","6","6","3","3","2","3","2","NA","2","NA",0,3500,0,0,0,1,0,0,0,0,0,7674,0,0,0,0,372,457,"1",0,3158,80,"7","1","a+b","q"
"2008","AT",4581,541.707317073171,"NA","2","2008","15","3",1927,"2","4","3","AT","2","NA","2","5","2","NA","2","NA","NA","9","NA","0","12","NA","NA","4","1","NA","NA","NA","6","18","6","5","6","6","2","6","6","2","1","1","6","6","1","2","2","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,9691,0,0,0,0,758,458,"1",0,7660,80,"1","1","c+d+e","NA"
"2008","AT",4591,541.707317073171,"NA","3","2008","20","1",1927,"2","4","1","AT","2","NA","5","5","1","1","NA","NA","3","7","NA","0","12","NA","NA","NA","1","1","2","NA","NA","18","6","3","1","1","1","6","1","6","1","1","1","1","2","1","3","2","NA","2","NA",180,0,0,0,0,1,840,0,400,0,0,22175,0,0,0,0,758,459,"1",0,945,80,"7","1","i","NA"
"2008","AT",4671,541.707317073171,"NA","2","2008","12","1",1927,"2","2","1","AT","2","NA","2","8","2","1","2","NA","3","6","NA","12","0","NA","NA","NA","NA","1","NA","NA","10","NA","7","8","7","1","8","8","7","7","7","1","8","8","2","2","1","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,707,0,0,0,0,758,467,"1",0,1638,80,"1","1","h","NA"
"2008","AT",4831,541.707317073171,"NA","2","2008","17","4",1943,"2","1","1","AT","2","NA","1","5","1","1","2","NA","3",,"24","0","0","NA","NA","2","1","2","2","NA","NA","15","2","1","1","1","1","6","1","6","2","6","6","6","3","2","3","2","NA","2","NA",0,0,0,0,0,1,2000,0,0,0,0,15437,0,0,0,0,688,483,"1",0,2594,64,"1","1","","r-u"
"2008","AT",4871,541.707317073171,"NA","3","2008","14","1",1954,"2","1","3","AT","2","NA","1","5","1","NA","2","NA","2",,"40","0","0","NA","6","11","NA","1","2","NA","10","25","6","1","6","6","2","1","1","1","6","1","1","3","1","1","3","2","NA","1","NA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,19202,0,758,487,"1",0,0,53,"1","1","c+d+e","NA"
"2008","AT",4981,541.707317073171,"NA","NA","2008","17","4",1927,"2","4","2","AT","2","NA","2","5","1","NA","2","NA","3",,"60","12","0","NA","NA","11","1","NA","2","NA","NA","18","6","1","6","2","1","6","1","1","6","1","6","6","2","2","2","2","NA","2","NA",0,780,0,0,0,1,0,0,0,0,0,22798,0,0,0,0,405,498,"1",0,0,80,"1","1","c+d+e","NA"
"2008","AT",4982,541.707317073171,"NA","3","2008","11","4",1951,"1","2","3","AT","2","NA","3","1","2","NA","NA","NA","3","9","40","0","0","NA","NA","13","1","1","2","NA","NA","16","6","1","1","1","1","1","1","1","6","1","6","1","1","1","2","2","NA","2","NA",0,0,0,33382,0,1,0,0,0,0,0,0,0,0,0,0,302,498,"1",0,0,56,"7","1","c+d+e","h"
"2008","AT",5211,541.707317073171,"NA","3","2008","16","1",1943,"1","2","1","EU","2","NA","4","5","2","2","2","NA","3","0 - 1","NA","0","0","NA","NA","1","NA","NA","NA","1","NA","15","9","7","8","8","8","2","8","7","7","8","1","3","1","1","3","2","NA","1","NA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,259,521,"1",0,5860,64,"1","1","o+p+q","NA"
"2008","AT",5212,541.707317073171,"NA","2","2008","15","1",1948,"2","2","1","AT","2","NA","2","2","1","1","NA","NA","2","9","NA","12","0","NA","NA","NA","1","1","2","NA","NA","23","1","1","2","1","1","6","6","1","1","1","2","6","1","1","1","2","NA","2","NA",0,0,0,30322,0,1,0,0,0,0,0,0,0,0,0,0,728,521,"1",0,0,59,"6","1","","i"
"2008","AT",5461,541.707317073171,"NA","2","2008","15","3",1930,"1","2","1","AT","2","NA","3","5","2","NA","2","NA","3","7","40","0","0","NA","NA","NA","1","2","NA","NA","NA","16","7","2","7","6","6","6","6","6","6","1","6","6","2","1","2","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,831,0,0,18154,0,758,546,"1",0,0,77,"6","1","m","NA"
"2008","AT",5462,541.707317073171,"NA","2","2008","15","3",1935,"2","2","3","AT","2","NA","3","5","1","1","NA","NA","NA","7","NA","0","0","NA","NA","13","1","2","NA","NA","NA","15","5","5","1","6","5","6","7","5","8","6","1","1","2","2","3","1","5","2","NA",0,0,0,0,0,1,1840,0,0,0,0,10252,0,0,0,0,758,546,"1",0,11990,72,"7","1","","NA"
"2008","AT",5471,541.707317073171,"NA","2","2008","16","3",1935,"1","2","1","AT","2","NA","3","5","1","NA","NA","NA","NA","8","NA","12","12","NA","NA","NA","1","2","NA","NA","4","27","3","6","6","6","2","3","1","6","1","6","6","1","2","1","3","2","NA","2","NA",144,1040,0,0,0,1,0,0,0,0,0,13688,0,0,0,0,758,547,"1",0,8690,72,"1","1","","NA"
"2008","AT",5472,541.707317073171,"NA","2","2008","19","4",1938,"2","4","1","AT","2","NA","2","5","2","NA","2","NA","3","4","20","0","0","6","NA","13","NA","2","NA","NA","NA","15","9","1","1","6","6","5","2","5","6","6","1","6","3","2","1","2","NA","2","NA",0,0,520,0,0,1,0,0,0,0,0,4232,0,0,0,0,545,547,"1",0,7210,69,"6","1","","NA"
"2008","AT",5581,541.707317073171,"NA","2","2008","20","4",1958,"1","2","1","AT","2","NA","3","1","1","NA","NA","NA","3","0 - 1","48","12","0","NA","NA","NA","1","2","2","NA","NA","20","1","1","6","1","1","6","2","1","1","1","1","1","2","1","2","2","NA","2","NA",0,0,0,80204,0,1,805,0,400,0,0,0,0,0,0,0,609,558,"1",0,4953,49,"7","1","c+d+e","g"
"2008","AT",5582,541.707317073171,"NA","2","2008","7","4",1963,"2","2","1","AT","2","NA","2","1","1","NA","2","NA","3","6","NA","9","0","NA","NA","NA","1","1","1","NA","NA","18","3","1","6","6","1","1","1","1","6","6","2","6","2","2","3","2","NA","2","NA",0,0,0,18896,0,1,0,0,0,0,0,0,0,0,0,0,758,558,"1",0,3768,44,"1","1","o+p+q","i"
"2008","AT",5641,541.707317073171,"NA","3","2008","13","2",1927,"2","2","1","AT","2","NA","2","5","2","1","NA","NA","3","5","23","12","0","NA","NA","NA","1","NA","2","NA","NA","14","3","2","1","7","2","6","8","6","4","2","5","1","1","2","2","2","NA","2","NA",0,0,12,0,0,1,0,0,0,0,0,12821,0,0,0,0,550,564,"1",0,13728,80,"1","1","","q"
"2008","AT",5642,541.707317073171,"NA","2","2008","10","2",1928,"1","2","1","AT","2","NA","3","5","2","1","2","NA","2","7","40","0","0","NA","6","NA","NA","1","2","NA","NA","16","6","2","6","1","7","6","2","6","1","6","7","6","2","2","1","2","NA","2","NA",0,840,0,0,0,1,0,0,0,0,0,7326,0,0,0,0,273,564,"1",0,3012,79,"1","1","","NA"
"2008","AT",5701,541.707317073171,"NA","3","2008","8","2",1956,"2","5","1","AT","2","NA","2","1","1","NA","NA","NA","3","9","45","12","0","20","NA","8","1","NA","2","NA","NA","25","1","1","1","1","1","1","1","6","1","1","1","1","3","2","3","2","NA","2","NA",0,0,0,49042,0,1,600,0,0,0,0,0,0,0,0,0,359,570,"1",0,0,51,"1","1","i","g"
"2008","AT",5702,541.707317073171,"NA","3","2008","13","1",1984,"2","1","1","AT","2","NA","3","1","1","NA","2","NA","3",,"NA","0","0","NA","NA","12","1","1","NA","NA","NA","17","6","1","2","6","6","6","2","6","2","1","1","3","1","2","2","2","NA","2","NA",480,0,0,13966,0,1,0,0,0,0,0,0,0,0,0,0,758,570,"1",0,0,23,"6","1","l","i"
"2008","AT",5711,541.707317073171,"NA","2","2008","12","4",1940,"2","5","1","AT","2","NA","3","5","2","NA","NA","NA","2","3","40","0","12","NA","NA","13","1","1","1","NA","NA","17","1","6","6","1","6","1","3","2","5","6","3","1","2","1","3","2","NA","2","NA",935,0,0,0,0,1,0,0,0,0,0,19633,0,0,0,0,7,571,"1",0,5468,67,"1","1","c+d+e","NA"
"2008","AT",5712,541.707317073171,"NA","2","2008","18","4",1964,"1","2","1","AT","2","NA","4","1","1","NA","NA","NA","2","3","42","0","0","NA","NA","13","1","2","2","NA","NA","18","6","1","6","1","6","2","6","1","6","6","1","1","4","1","3","2","NA","2","NA",0,0,0,32334,0,1,300,0,0,0,0,0,0,0,0,0,758,571,"1",0,0,43,"7","1","i","q"
"2008","AT",5761,541.707317073171,"NA","2","2008","10","2",1957,"1","2","1","AT","2","NA","2","1","1","NA","2","NA","3","8","NA","0","0","NA","NA","NA","1","2","1","NA","NA","20","1","2","6","6","2","2","6","2","6","6","6","8","1","2","3","2","NA","2","NA",0,1000,0,20591,0,1,360,0,0,0,0,0,0,0,0,0,349,576,"1",0,1313,50,"6","1","g","h"
"2008","AT",5762,541.707317073171,"NA","3","2008","20","4",1960,"2","2","1","AT","2","NA","3","1","1","1","2","NA","3","4","NA","0","0","NA","NA","11","NA","2","2","2","NA","15","1","6","2","1","5","1","1","6","2","6","6","6","1","1","3","2","NA","2","NA",0,0,0,0,0,1,0,17522,0,0,0,0,0,0,0,0,415,576,"1",0,0,47,"1","1","n","h"
"2008","AT",5911,541.707317073171,"NA","2","2008","NA","3",1961,"2","5","1","AT","1","5","2","8","2","1","NA","NA","3","9","30","0","0","NA","NA","NA","2","NA","NA","NA","NA","19","7","6","1","5","7","1","8","1","5","8","2","8","2","2","3","2","NA","2","NA",0,0,0,0,0,1,1680,0,0,0,0,0,0,0,0,0,728,591,"1",0,11218,46,"1","1","","NA"
"2008","AT",5912,541.707317073171,"NA","2","2008","11","1",1972,"2","1","2","AT","2","NA","4","2","1","NA","NA","1","3","4","31","0","0","NA","NA","NA","1","1","2","NA","NA","15","1","1","6","6","6","6","6","1","6","7","5","6","2","2","2","2","NA","2","NA",0,1200,0,6545,0,1,0,0,20,0,7513,0,0,0,0,0,76,591,"1",0,0,35,"6","1","n","l-n"
"2008","AT",6041,541.707317073171,"NA","2","2008","20","3",1976,"1","2","1","AT","2","5","5","1","1","1","2","NA","3","3","80","0","12","NA","NA","NA","1","2","NA","NA","NA","23","6","1","1","4","6","1","7","2","6","6","6","3","3","1","3","2","NA","2","NA",0,0,0,16815,0,1,0,0,0,0,0,0,0,0,0,0,77,604,"1",0,1849,31,"1","1","l","g"
"2008","AT",6042,541.707317073171,"NA","2","2008","23","1",1977,"2","2","3","AT","2","NA","3","8","2","1","NA","NA","NA","4","NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","23","7","5","7","7","8","8","8","6","8","8","8","7","2","2","1","2","NA","2","NA",1200,600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,758,604,"1",0,2151,30,"1","1","","NA"
"2008","AT",6081,541.707317073171,"NA","3","2008","15","1",1961,"1","2","1","AT","2","NA","3","1","1","1","NA","NA","3","5","NA","12","0","NA","NA","13","1","NA","2","NA","NA","16","1","6","1","6","1","1","1","1","1","3","6","1","2","2","3","2","NA","2","NA",504,0,0,30511,0,1,660,0,0,0,0,0,0,0,0,0,758,608,"1",0,2524,46,"1","1","h","q"
"2008","AT",6082,541.707317073171,"NA","2","2008","10","1",1978,"2","2","3","AT","2","NA","5","1","2","1","NA","NA","3","5","NA","11","0","NA","4","13","1","2","NA","NA","NA","18","1","6","1","6","1","6","6","6","6","1","6","6","2","2","3","2","NA","2","NA",0,0,0,14310,0,1,0,0,0,0,0,0,0,0,0,0,758,608,"1",0,0,29,"1","1","g","g"
"2008","AT",6181,541.707317073171,"NA","3","2008","15","1",1927,"1","2","3","AT","2","NA","2","5","2","2","NA","NA","NA","9","NA","0","0","NA","NA","NA","1","NA","1","NA","NA","15","7","1","8","8","8","7","1","5","8","6","8","7","2","2","3","2","NA","2","NA",0,1800,0,0,0,1,200,0,0,0,0,725,0,0,0,0,758,618,"1",0,9217,80,"7","1","","NA"
"2008","AT",6182,541.707317073171,"NA","3","2008","20","1",1927,"2","2","1","AT","2","NA","2","5","2","1","NA","NA","3","9","NA","0","3","NA","NA","13","NA","2","NA","NA","NA","16","7","1","2","5","1","6","6","1","3","5","6","4","3","1","2","2","NA","2","NA",0,0,0,0,0,1,2000,0,0,0,0,20280,0,0,0,0,758,618,"1",0,6953,80,"1","1","","q"
"2008","AT",6211,541.707317073171,"NA","3","2008","5","3",1927,"2","4","1","AT","2","NA","2","5","2","NA","NA","NA","3",,"NA","8","0","NA","NA","12","1","2","NA","NA","NA","14","8","6","2","6","1","3","6","3","1","1","3","6","3","2","3","2","NA","2","NA",0,700,0,0,0,1,600,0,1600,0,0,18685,0,0,0,0,758,621,"1",0,0,80,"6","1","f","NA"
