"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX010"
"2007","AT",5862,446.356275303644,"4",1936,"2","1","2","1","NA","NA","NA","NA","NA","NA","NA","0",586,70,71
"2007","AT",5941,446.356275303644,"2",1964,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",594,42,43
"2007","AT",5942,446.356275303644,"2",2000,"1","1","1","1","11","2","NA","NA","NA","NA","NA","6",594,6,6
"2007","AT",6001,446.356275303644,"2",1953,"1","2","1","1","11","5","NA","NA","20","0","NA","NA",600,53,53
"2007","AT",6002,446.356275303644,"1",1956,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",600,50,50
"2007","AT",6041,446.356275303644,"1",1979,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",604,27,28
"2007","AT",6042,446.356275303644,"2",1983,"2","1","3","1","11","3","NA","NA","NA","0","0","NA",604,23,23
"2007","AT",6131,446.356275303644,"3",1934,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",613,72,73
"2007","AT",6132,446.356275303644,"2",1935,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",613,71,71
"2007","AT",6171,446.356275303644,"4",1932,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","5",617,74,75
"2007","AT",6172,446.356275303644,"4",1929,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",617,77,78
"2007","AT",6231,446.356275303644,"1",1933,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",623,73,74
"2007","AT",6232,446.356275303644,"1",1938,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","10",623,68,68
"2007","AT",6291,446.356275303644,"1",1942,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",629,64,65
"2007","AT",6292,446.356275303644,"4",1971,"1","1","1","1","11","5","NA","0","0","NA","NA","NA",629,35,35
"2007","AT",6531,446.356275303644,"3",1927,"2","2","4","1","11","5","NA","NA","NA","NA","NA","NA",653,79,79
"2007","AT",6532,446.356275303644,"1",1951,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",653,55,56
"2007","AT",6551,446.356275303644,"3",1933,"1","1","3","1","11","NA","NA","30","NA","NA","NA","NA",655,73,74
"2007","AT",6552,446.356275303644,"3",1938,"2","1","4","4","11","2","NA","NA","NA","NA","NA","0",655,68,68
"2007","AT",6831,446.356275303644,"1",1927,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",683,79,79
"2007","AT",6832,446.356275303644,"2",1927,"1","1","3","1","11","2","0","NA","NA","NA","NA","NA",683,79,80
"2007","AT",6851,446.356275303644,"4",1942,"1","1","2","4","11","2","NA","NA","NA","NA","NA","NA",685,64,64
"2007","AT",6852,446.356275303644,"1",1981,"1","1","3","1","11","2","NA","0","NA","NA","NA","NA",685,25,26
"2007","AT",6861,446.356275303644,"3",1979,"1","1","3","1","NA","NA","NA","NA","NA","NA","0","0",686,27,27
"2007","AT",6862,446.356275303644,"3",1979,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",686,27,27
"2007","AT",7091,446.356275303644,"1",1962,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",709,44,45
"2007","AT",7092,446.356275303644,"4",1963,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",709,43,43
"2007","AT",7141,446.356275303644,"4",1960,"1","1","1","1","11","2","NA","NA","10","NA","NA","0",714,46,46
"2007","AT",7142,446.356275303644,"3",1966,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",714,40,41
"2007","AT",7171,446.356275303644,"1",1949,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",717,57,57
"2007","AT",7172,446.356275303644,"3",1952,"2","1","3","1","NA","2","NA","NA","16","NA","NA","NA",717,54,54
"2007","AT",7191,446.356275303644,"1",1926,"1","1","3","4","11","2","NA","NA","NA","0","NA","NA",719,80,80
"2007","AT",7192,446.356275303644,"4",1926,"2","1","4","1","11","2","NA","30","NA","NA","NA","NA",719,80,80
"2007","AT",7261,446.356275303644,"4",1946,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",726,60,61
"2007","AT",7262,446.356275303644,"3",1946,"2","1","3","1","NA","5","NA","NA","NA","NA","NA","NA",726,60,60
"2007","AT",7341,446.356275303644,"3",1942,"1","1","1","4","11","2","NA","20","NA","NA","0","NA",734,64,65
"2007","AT",7342,446.356275303644,"1",1946,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",734,60,60
"2007","AT",7491,446.356275303644,"1",1931,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","0",749,75,76
"2007","AT",7492,446.356275303644,"1",1937,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",749,69,69
"2007","AT",7511,446.356275303644,"4",1934,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",751,72,73
"2007","AT",7512,446.356275303644,"2",1935,"2","1","2","1","NA","2","NA","NA","NA","NA","NA","NA",751,71,71
"2007","AT",7581,446.356275303644,"1",1943,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",758,63,64
"2007","AT",7582,446.356275303644,"4",1946,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",758,60,61
"2007","AT",7591,446.356275303644,"3",1926,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",759,80,80
"2007","AT",7592,446.356275303644,"1",1926,"2","1","4","1","NA","2","NA","NA","NA","0","0","NA",759,80,80
"2007","AT",7601,446.356275303644,"2",1949,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",760,57,58
"2007","AT",7602,446.356275303644,"1",1952,"2","1","1","4","11","2","0","NA","NA","NA","NA","NA",760,54,54
"2007","AT",7621,446.356275303644,"3",1948,"2","1","3","1","11","3","NA","NA","NA","0","NA","NA",762,58,59
"2007","AT",7622,446.356275303644,"1",1945,"1","1","3","1","11","5","NA","NA","NA","NA","NA","NA",762,61,62
"2007","AT",7631,446.356275303644,"3",1947,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",763,59,59
"2007","AT",7632,446.356275303644,"1",1947,"1","1","1","4","11","5","NA","NA","NA","NA","NA","NA",763,59,59
"2007","AT",7781,446.356275303644,"1",1926,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",778,80,80
"2007","AT",7782,446.356275303644,"1",1926,"2","1","1","1","11","NA","NA","25","NA","NA","NA","1",778,80,80
"2007","AT",7901,446.356275303644,"2",1967,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",790,39,40
"2007","AT",7902,446.356275303644,"1",1994,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",790,12,12
"2007","AT",8181,446.356275303644,"4",1933,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",818,73,74
"2007","AT",8182,446.356275303644,"4",1938,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",818,68,69
"2007","AT",8231,446.356275303644,"1",1949,"2","1","3","4","11","2","NA","NA","NA","NA","NA","0",823,57,57
"2007","AT",8232,446.356275303644,"1",1944,"1","1","4","1","11","2","NA","NA","0","NA","0","NA",823,62,62
"2007","AT",8251,446.356275303644,"4",1927,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",825,79,79
"2007","AT",8252,446.356275303644,"1",1938,"2","1","3","1","11","NA","NA","NA","NA","0","NA","NA",825,68,69
"2007","AT",8321,446.356275303644,"4",1961,"2","1","1","1","11","NA","NA","NA","NA","0","NA","0",832,45,45
"2007","AT",8322,446.356275303644,"2",1986,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",832,20,20
"2007","AT",8341,446.356275303644,"3",1939,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",834,67,68
"2007","AT",8342,446.356275303644,"4",1944,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",834,62,62
"2007","AT",8361,446.356275303644,"1",1933,"1","1","3","1","11","2","NA","NA","0","NA","0","NA",836,73,73
"2007","AT",8362,446.356275303644,"4",1938,"2","1","1","1","NA","NA","NA","24","NA","0","NA","NA",836,68,68
"2007","AT",8441,446.356275303644,"4",1951,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",844,55,56
"2007","AT",8442,446.356275303644,"1",1945,"1","2","1","1","11","2","NA","NA","NA","NA","NA","NA",844,61,62
"2007","AT",8601,446.356275303644,"1",1926,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",860,80,80
"2007","AT",8602,446.356275303644,"4",1926,"2","1","1","1","NA","2","NA","20","NA","0","NA","NA",860,80,80
"2007","AT",8621,446.356275303644,"4",1983,"1","1","1","4","NA","2","NA","NA","NA","NA","NA","NA",862,23,24
"2007","AT",8622,446.356275303644,"4",1984,"2","1","3","1","NA","5","NA","NA","NA","NA","NA","NA",862,22,23
"2007","AT",8641,446.356275303644,"4",1940,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",864,66,67
"2007","AT",8642,446.356275303644,"2",1946,"2","1","3","1","NA","2","NA","28","NA","NA","NA","0",864,60,60
"2007","AT",8671,446.356275303644,"3",1930,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",867,76,77
"2007","AT",8672,446.356275303644,"4",1933,"2","1","3","4","11","NA","NA","NA","NA","NA","NA","NA",867,73,74
"2007","AT",8771,446.356275303644,"4",1961,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","0",877,45,46
"2007","AT",8772,446.356275303644,"1",1978,"2","1","1","1","11","2","NA","NA","20","NA","NA","NA",877,28,28
"2007","AT",9211,446.356275303644,"2",1961,"2","1","1","1","11","3","40","NA","NA","NA","NA","NA",921,45,45
"2007","AT",9212,446.356275303644,"1",1986,"2","1","4","1","11","3","NA","NA","NA","NA","NA","10",921,20,21
"2007","AT",9241,446.356275303644,"3",1951,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",924,55,55
"2007","AT",9242,446.356275303644,"3",1954,"2","1","1","1","NA","NA","NA","NA","NA","NA","0","NA",924,52,53
"2007","AT",9281,446.356275303644,"4",1926,"1","1","4","1","11","2","NA","NA","0","NA","NA","NA",928,80,80
"2007","AT",9282,446.356275303644,"1",1926,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",928,80,80
"2007","AT",9291,446.356275303644,"2",1932,"1","1","3","1","11","NA","NA","NA","0","NA","NA","NA",929,74,74
"2007","AT",9292,446.356275303644,"1",1929,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",929,77,77
"2007","AT",9311,446.356275303644,"4",1942,"2","1","1","1","11","2","NA","NA","0","0","NA","NA",931,64,65
"2007","AT",9312,446.356275303644,"4",1937,"1","1","1","4","11","2","NA","NA","NA","0","NA","NA",931,69,69
"2007","AT",9341,446.356275303644,"2",1927,"1","1","1","1","11","2","NA","NA","0","NA","NA","NA",934,79,80
"2007","AT",9342,446.356275303644,"3",1938,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",934,68,69
"2007","AT",9351,446.356275303644,"1",1927,"1","1","1","1","NA","NA","NA","NA","0","NA","NA","0",935,79,79
"2007","AT",9352,446.356275303644,"2",1931,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","0",935,75,75
"2007","AT",9371,446.356275303644,"3",1943,"1","1","1","1","11","2","26","NA","NA","NA","NA","NA",937,63,64
"2007","AT",9372,446.356275303644,"3",1948,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",937,58,59
"2007","AT",9421,446.356275303644,"3",1927,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",942,79,80
"2007","AT",9422,446.356275303644,"4",1931,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",942,75,75
"2007","AT",9541,446.356275303644,"3",1954,"2","1","1","1","11","5","NA","0","NA","0","NA","NA",954,52,52
"2007","AT",9542,446.356275303644,"4",1944,"1","1","4","1","11","2","NA","NA","NA","0","NA","0",954,62,62
"2007","AT",9641,446.356275303644,"3",1937,"1","1","1","1","11","2","NA","NA","0","NA","NA","20",964,69,70
"2007","AT",9642,446.356275303644,"2",1938,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",964,68,68
"2007","AT",9651,446.356275303644,"4",1938,"1","1","3","1","11","2","NA","NA","NA","NA","0","NA",965,68,68
"2007","AT",9652,446.356275303644,"1",1942,"2","1","1","4","11","2","NA","25","NA","NA","NA","NA",965,64,65
"2007","AT",9661,446.356275303644,"1",1929,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",966,77,77
"2007","AT",9662,446.356275303644,"3",1936,"2","1","4","1","11","2","NA","NA","0","NA","NA","NA",966,70,70
"2007","AT",9731,446.356275303644,"4",1926,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",973,80,80
"2007","AT",9732,446.356275303644,"1",1927,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","0",973,79,80
"2007","AT",9741,446.356275303644,"2",1943,"1","1","2","1","NA","2","NA","30","NA","NA","NA","NA",974,63,63
"2007","AT",9742,446.356275303644,"1",1948,"2","1","3","1","11","NA","NA","NA","0","0","0","NA",974,58,59
"2007","AT",9831,446.356275303644,"3",1943,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",983,63,63
"2007","AT",9832,446.356275303644,"2",1948,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",983,58,58
"2007","AT",9871,446.356275303644,"3",1931,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",987,75,76
"2007","AT",9872,446.356275303644,"4",1937,"1","1","4","4","11","2","NA","NA","NA","0","NA","NA",987,69,69
"2007","AT",9921,446.356275303644,"3",1964,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",992,42,42
"2007","AT",9922,446.356275303644,"1",1989,"1","1","1","4","NA","2","NA","NA","NA","NA","NA","NA",992,17,17
"2007","AT",9951,446.356275303644,"3",1930,"1","1","4","1","NA","2","NA","NA","NA","0","NA","19",995,76,77
"2007","AT",9952,446.356275303644,"4",1933,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",995,73,74
"2007","AT",9971,446.356275303644,"3",1940,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",997,66,66
"2007","AT",9972,446.356275303644,"4",1940,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",997,66,67
"2007","AT",10301,446.356275303644,"4",1971,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",1030,35,36
"2007","AT",10302,446.356275303644,"4",1973,"1","1","4","1","11","3","NA","NA","NA","NA","NA","NA",1030,33,33
"2007","AT",10331,446.356275303644,"4",1927,"1","1","3","1","NA","NA","NA","NA","0","NA","NA","NA",1033,79,80
"2007","AT",10332,446.356275303644,"1",1938,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","0",1033,68,69
"2007","AT",10341,446.356275303644,"2",1926,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",1034,80,80
"2007","AT",10342,446.356275303644,"4",1928,"2","1","1","1","11","5","NA","NA","NA","NA","0","NA",1034,78,79
"2007","AT",10351,446.356275303644,"3",1977,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1035,29,30
"2007","AT",10352,446.356275303644,"1",1965,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",1035,41,42
"2007","AT",10391,446.356275303644,"4",1931,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",1039,75,75
"2007","AT",10392,446.356275303644,"1",1937,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",1039,69,70
"2007","AT",10461,446.356275303644,"4",1942,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",1046,64,65
"2007","AT",10462,446.356275303644,"1",1938,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",1046,68,69
"2007","AT",10701,446.356275303644,"1",1944,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",1070,62,63
"2007","AT",10702,446.356275303644,"4",1948,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1070,58,59
"2007","AT",10951,446.356275303644,"4",1930,"1","1","2","1","11","5","30","NA","NA","NA","NA","NA",1095,76,76
"2007","AT",10952,446.356275303644,"4",1933,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",1095,73,73
"2007","AT",10961,446.356275303644,"1",1955,"2","1","4","4","11","2","NA","35","NA","NA","NA","NA",1096,51,52
"2007","AT",10962,446.356275303644,"4",1953,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1096,53,54
"2007","AT",11341,446.356275303644,"4",1934,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1134,72,72
"2007","AT",11342,446.356275303644,"3",1931,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",1134,75,76
"2007","AT",11381,446.356275303644,"1",1960,"1","1","2","1","11","2","NA","NA","NA","NA","NA","NA",1138,46,46
"2007","AT",11382,446.356275303644,"2",1966,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",1138,40,41
"2007","AT",11511,446.356275303644,"4",1932,"1","1","1","4","NA","2","NA","NA","NA","NA","NA","NA",1151,74,74
"2007","AT",11512,446.356275303644,"4",1929,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1151,77,78
"2007","AT",11581,446.356275303644,"1",1961,"2","1","3","1","NA","2","NA","NA","NA","0","NA","NA",1158,45,45
"2007","AT",11582,446.356275303644,"2",1972,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1158,34,35
"2007","AT",11591,446.356275303644,"3",1927,"1","1","4","1","NA","2","NA","NA","NA","NA","8","NA",1159,79,79
"2007","AT",11592,446.356275303644,"3",1931,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1159,75,76
"2007","AT",11681,446.356275303644,"4",1957,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",1168,49,50
"2007","AT",11682,446.356275303644,"1",1984,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1168,22,23
"2007","AT",11861,446.356275303644,"4",1950,"1","1","1","4","NA","NA","NA","NA","NA","NA","NA","NA",1186,56,57
"2007","AT",11862,446.356275303644,"1",1950,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1186,56,56
"2007","AT",11961,446.356275303644,"4",1939,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",1196,67,67
"2007","AT",11962,446.356275303644,"1",1941,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1196,65,66
"2007","AT",12201,446.356275303644,"4",1951,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",1220,55,55
"2007","AT",12202,446.356275303644,"3",1945,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1220,61,61
"2007","AT",12391,446.356275303644,"4",1948,"1","1","4","1","11","2","NA","NA","NA","0","NA","0",1239,58,59
"2007","AT",12392,446.356275303644,"3",1949,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1239,57,58
"2007","AT",12481,446.356275303644,"2",1954,"1","1","3","1","NA","5","NA","NA","NA","NA","NA","0",1248,52,53
"2007","AT",12482,446.356275303644,"4",1959,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",1248,47,47
"2007","AT",12951,446.356275303644,"3",1950,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",1295,56,56
"2007","AT",12952,446.356275303644,"2",1952,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1295,54,55
"2007","AT",13161,446.356275303644,"1",1951,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",1316,55,56
"2007","AT",13162,446.356275303644,"2",1945,"1","1","3","1","11","2","NA","25","NA","NA","0","NA",1316,61,61
"2007","AT",13201,446.356275303644,"4",1960,"1","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",1320,46,46
"2007","AT",13202,446.356275303644,"3",1966,"2","1","3","1","NA","5","NA","NA","NA","NA","NA","0",1320,40,41
"2007","AT",13271,446.356275303644,"3",1940,"2","1","1","4","11","2","NA","0","NA","0","NA","NA",1327,66,66
