"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010"
"2006","AT",513,"2","2006","21",13349,13105,0,0,,,,,,0,0,0,0,0,0,,0,0,0,243,"2","2","NA","1","1","2","1","1","1","1","1","5","1000","1","NA","2","2","2","2","4","1","6","2","1","NA","350","321.47","1","1","1",1,,,,,,
"2006","AT",539,"2","2006","4",11980,11554,0,0,,,,,,0,0,0,0,0,52,,0,0,108,318,"NA","2","NA","1","1","2","1","1","3","1","1","5","1500","1","NA","1","2","2","2","3","2","3","2","1","NA","850","299.04","1","1","1",1,,,,,,
"2006","AT",540,"2","2006","9",14444,13906,0,0,,,,,,0,0,4830,0,0,0,,0,0,0,538,"2","2","NA","1","1","1","1","1","3","1","1","2","2500","2","NA","2","2","2","1","4","1","4","2","1","NA","NA","773.2","1","1","1",1,,,,,,
"2006","AT",551,"3","2006","13",8442,8194,0,0,,,,,,0,0,0,0,0,0,,0,0,0,248,"NA","2","NA","1","1","1","1","1","2","1","1","5","2500","3","NA","2","1","2","1","1","1","4","1","1","NA","1200","296.4","1","1","1",1,,,,,,
"2006","AT",556,"2","2006","8",45798,40116,0,0,,,,,,0,0,0,0,0,2,,0,0,0,5681,"2","2","NA","1","1","1","1","1","1","1","1","3","9999","2","NA","2","1","1","2","3","1","5","2","1","NA","700","198.47","1","1","1",1,,,,,,
"2006","AT",562,"2","2006","6",10060,9778,0,0,,,,,,0,0,0,0,0,1,,0,0,0,282,"2","2","NA","1","1","1","1","1","3","1","1","4","3000","2","NA","2","1","2","2","1","1","6","2","1","265.17","NA","424.1","1","1","1",1,,,,,,
"2006","AT",564,"3","2006","7",7677,7257,0,0,,,,,,0,0,0,0,0,317,,0,0,0,420,"NA","2","NA","1","1","1","1","1","1","1","3","4","950","2","NA","2","2","2","2","1","2","4","2","1","550","300","71.6","1","1","1",1,,,,,,
"2006","AT",568,"3","2006","9",9444,8852,0,0,,,,,,0,0,0,0,0,1,,0,0,0,592,"NA","2","NA","1","1","1","1","1","1","1","1","3","NA","2","NA","2","2","2","2","1","3","3","2","1","NA","800","271.06","1","1","1",1,,,,,,
"2006","AT",583,"3","2006","5",9848,7498,0,0,,,,,,0,0,5409,0,0,0,,0,0,0,2350,"2","1","NA","1","1","1","1","1","1","1","1","5","2500","2","NA","2","2","2","2","2","2","2","1","1","NA","650","454.75","2","1","1",1,,,,,,
"2006","AT",596,"2","2006","7",45115,41989,0,0,,,,,,0,0,0,0,0,5,,0,0,0,3126,"NA","2","NA","1","1","1","1","3","1","1","1","5","5000","2","NA","2","2","2","2","1","1","3","2","1","NA","1000","671.33","1","1","1",1,,,,,,
"2006","AT",600,"2","2006","10",34110,24062,0,0,,,,,,0,0,0,0,0,0,,0,0,0,10049,"2","2","NA","1","1","1","1","1","1","1","1","4","2500","2","2","2","2","2","2","4","1","5","1","1","800","400","884.5","1","1","1",1,,,,,,
"2006","AT",609,"2","2006","6",9392,-1028,135,135,,,,,,135,0,0,0,0,0,,0,0,0,10420,"2","2","NA","1","2","1","1","1","1","1","3","4","NA","2","NA","2","1","2","2","1","1","2","2","1","343.44","NA","245.07","1","1","2",1.5,,,,,,
"2006","AT",613,"2","2006","8",113254,109713,0,0,,,,,,0,0,0,0,0,2824,,0,0,0,3541,"NA","2","NA","2","1","1","1","1","3","1","1","2","2000","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","421.93","1","1","2",1.5,,,,,,
"2006","AT",620,"3","2006","5",33313,30674,137,137,,,,,,137,0,0,0,0,114,,0,0,0,2638,"NA","2","NA","1","2","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","3","1","6","2","1","NA","1800","862.33","1","1","2",1.5,,,,,,
"2006","AT",625,"3","2006","5",9253,2631,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6622,"2","2","NA","1","1","1","1","1","1","1","1","4","1800","1","NA","2","2","2","2","3","1","3","1","1","220","720","368.51","1","1","2",1.5,,,,,,
"2006","AT",649,"3","2006","17",42156,36944,0,0,,,,,,0,0,0,0,0,4,,0,0,0,5212,"NA","2","NA","1","1","1","1","1","1","1","1","3","1000","3","NA","2","2","2","2","2","1","6","2","1","NA","2000","359.02","1","1","2",1.5,,,,,,
"2006","AT",679,"3","2006","6",19307,19081,810,810,,,,,,810,0,0,0,0,3,,0,0,0,226,"NA","2","NA","2","2","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","1","1","4","2","1","NA","500","359.02","1","1","2",1.5,,,,,,
"2006","AT",681,"2","2006","11",26721,15438,0,0,,,,,,0,0,0,0,0,489,,0,0,0,11283,"NA","2","NA","1","1","1","1","1","1","1","1","3","2000","1","NA","2","2","2","2","2","1","5","2","1","NA","1200","497.87","1","1","2",1.5,,,,,,
"2006","AT",682,"3","2006","6",40196,34976,0,0,,,,,,0,0,0,0,0,10,,0,0,0,5220,"2","2","NA","1","1","1","1","1","1","1","1","5","1500","3","NA","2","2","2","2","4","1","6","2","1","350","NA","371.93","1","1","2",1.5,,,,,,
"2006","AT",704,"2","2006","9",21145,18961,0,0,,,,,,0,0,0,0,0,1,,0,0,0,2184,"2","2","NA","1","1","1","1","1","1","1","3","4","550","2","NA","2","1","2","2","1","2","6","2","1","550","900","850.67","1","1","2",1.5,,,,,,
"2006","AT",712,"3","2006","10",15625,15582,0,0,,,,,,0,0,0,0,0,88,,0,0,0,43,"2","2","NA","1","1","1","1","1","1","1","1","3","1500","2","NA","2","2","2","2","4","2","4","2","1","NA","250","501.64","1","1","2",1.5,,,,,,
"2006","AT",714,"2","2006","30",9815,-250,0,0,,,,,,0,0,0,0,0,54,,0,0,0,10064,"2","2","NA","1","1","1","1","1","1","1","1","4","2000","2","NA","2","1","2","2","1","2","2","1","1","650","1000","304","1","1","2",1.5,,,,,,
"2006","AT",721,"2","2006","20",133988,133120,0,0,,,,,,0,2038,0,0,0,0,,0,0,0,868,"2","2","NA","1","1","1","1","1","1","1","1","2","1000","3","NA","2","2","1","2","2","1","4","2","1","NA","1500","442","1","1","2",1.5,,,,,,
"2006","AT",730,"2","2006","7",58654,58132,34637,34637,,,,,,34637,0,0,0,0,1082,,0,0,0,522,"NA","2","NA","2","1","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","2","1","5","2","1","NA","550","215.53","1","1","2",1.5,,,,,,
"2006","AT",744,"3","2006","5",109401,57337,0,0,,,,,,0,0,0,0,0,12,,0,0,0,52064,"2","2","NA","1","1","1","1","1","1","1","1","3","NA","3","1","2","2","1","2","4","1","6","2","1","610","350","514.16","1","1","2",1.5,,,,,,
"2006","AT",747,"3","2006","9",19527,2509,107,107,,,,,,107,0,0,0,0,89,,0,0,0,17018,"NA","2","2","1","1","1","1","1","1","1","1","6","5000","1","NA","1","2","2","2","1","2","5","2","1","NA","400","514.16","1","1","2",1.5,,,,,,
"2006","AT",754,"2","2006","19",24627,21822,0,0,,,,,,0,1543,0,0,1982,38,,0,0,0,2804,"2","2","2","1","1","1","1","1","3","1","1","4","1300","2","NA","1","2","2","2","4","1","2","2","1","NA","NA","NA","1","1","2",1.5,,,,,,
"2006","AT",755,"3","2006","8",39032,4468,0,0,,,,,,0,0,0,0,0,383,,0,0,0,34564,"NA","2","NA","1","1","1","1","3","1","1","1","2","1400","3","2","2","2","2","2","3","1","4","2","1","NA","1000","187.2","1","1","2",1.5,,,,,,
"2006","AT",757,"3","2006","9",11206,8647,0,0,,,,,,0,0,0,0,0,43,,0,0,0,2559,"2","2","NA","1","1","1","1","1","1","1","2","5","1600","2","NA","2","2","2","2","1","2","6","2","1","NA","700","282.63","2","1","2",1.5,,,,,,
"2006","AT",758,"2","2006","17",95733,84457,0,0,,,,,,0,10335,0,0,0,383,,0,0,0,11276,"NA","2","NA","2","1","1","1","1","1","1","1","6","2000","3","NA","2","2","2","1","2","1","5","2","1","NA","1200","497.87","1","1","2",1.5,,,,,,
"2006","AT",773,"2","2006","7",32026,12679,0,0,,,,,,0,0,0,0,0,0,,0,0,0,19347,"NA","1","NA","2","1","1","1","1","3","1","1","4","1400","3","NA","1","1","2","2","1","1","6","1","1","1700","500","460.48","1","1","2",1.5,,,,,,
"2006","AT",785,"2","2006","3",18303,12285,1842,1842,,,,,,1842,0,0,0,0,116,,0,0,0,6018,"NA","2","NA","2","1","1","1","1","1","1","1","5","9999","2","NA","2","1","2","2","1","2","4","2","1","NA","2000","471.72","1","1","2",1.5,,,,,,
"2006","AT",813,"2","2006","20",14106,-8911,0,0,,,,,,0,0,0,0,0,377,,0,0,0,23017,"NA","2","NA","1","1","1","1","1","1","1","1","4","2000","NA","NA","2","2","2","2","2","1","4","2","1","NA","2000","296","1","1","2",1.5,,,,,,
"2006","AT",818,"2","2006","7",94710,93813,0,0,,,,,,0,0,0,0,0,769,,0,0,0,898,"NA","2","NA","2","1","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","2","1","5","2","1","NA","2000","421.93","1","1","2",1.5,,,,,,
"2006","AT",820,"2","2006","11",38401,33120,0,0,,,,,,0,0,0,0,0,1330,,0,0,0,5281,"NA","2","NA","1","1","1","1","1","1","1","1","6","2000","3","NA","2","1","2","2","1","1","4","2","1","NA","NA","756.3","1","1","2",1.5,,,,,,
"2006","AT",829,"3","2006","9",31728,29279,0,0,,,,,,0,0,0,0,0,1,,0,0,0,2450,"NA","2","NA","1","1","2","1","1","1","1","1","4","2000","3","2","2","2","2","2","1","2","4","2","1","350","NA","369.47","1","1","2",1.5,,,,,,
"2006","AT",831,"2","2006","8",31659,22969,0,0,,,,,,0,0,0,0,0,708,,0,0,0,8690,"2","2","NA","2","1","1","1","1","3","1","1","6","2000","1","NA","2","2","2","2","1","1","3","2","1","NA","800","421.93","1","1","2",1.5,,,,,,
"2006","AT",839,"3","2006","9",105862,90212,0,0,,,,,,0,0,0,0,0,22,,0,0,0,15650,"NA","2","NA","1","1","2","1","3","1","1","1","3","1500","2","2","2","1","2","2","3","1","5","2","1","NA","2000","1907.9","1","1","2",1.5,,,,,,
"2006","AT",855,"2","2006","6",43343,35214,0,0,,,,,,0,9963,0,0,0,0,,0,0,0,8129,"NA","2","NA","2","1","1","1","1","1","1","1","5","500","2","NA","2","2","2","2","1","1","5","2","1","NA","NA","497.87","1","1","2",1.5,,,,,,
"2006","AT",856,"2","2006","7",15568,14053,0,0,,,,,,0,2637,0,0,0,3,,0,0,0,1516,"2","2","NA","2","1","1","1","1","1","1","2","4","1700","2","NA","2","2","2","2","2","1","6","2","1","NA","1000","327.33","1","1","2",1.5,,,,,,
"2006","AT",859,"3","2006","6",25175,22913,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2262,"2","2","NA","1","1","1","1","1","1","1","1","3","NA","2","NA","2","2","2","1","1","2","5","2","1","340","900","229.32","1","1","2",1.5,,,,,,
"2006","AT",861,"2","2006","5",55492,44033,0,0,,,,,,0,0,0,0,0,1,,0,0,0,11459,"NA","2","NA","1","1","1","1","1","1","1","1","3","3000","3","NA","2","2","2","2","1","1","5","2","1","610","700","229.32","1","1","2",1.5,,,,,,
"2006","AT",871,"2","2006","6",15766,12166,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3599,"NA","2","NA","1","1","1","1","1","1","1","1","2","2000","3","NA","2","2","2","2","1","1","3","2","1","610","900","323.92","1","1","2",1.5,,,,,,
"2006","AT",916,"3","2006","14",101346,99350,0,0,,,,,,0,0,0,0,0,9476,,0,0,0,1996,"NA","2","NA","1","1","1","1","1","1","1","1","6","2000","3","NA","2","2","2","1","1","1","4","2","1","NA","2500","348.53","1","1","2",1.5,,,,,,
"2006","AT",918,"3","2006","3",60012,56752,0,0,,,,,,0,3273,0,0,0,5,,0,0,0,3260,"NA","2","NA","1","1","1","1","1","1","1","1","6","3500","3","NA","1","2","2","2","NA","1","6","2","1","NA","1200","296","1","1","2",1.5,,,,,,
"2006","AT",922,"2","2006","9",53628,53569,0,0,,,,,,0,0,0,0,0,14,,0,0,0,59,"2","2","NA","1","2","1","1","1","1","1","1","4","3500","1","NA","2","2","2","2","1","1","4","2","2","NA","2000","169.27","1","1","2",1.5,,,,,,
"2006","AT",925,"2","2006","7",32910,31844,0,0,,,,,,0,0,0,0,0,4,,0,0,0,1067,"2","2","NA","1","1","2","1","1","3","1","1","5","1000","2","NA","2","2","2","2","1","1","6","2","1","NA","800","359.02","1","1","2",1.5,,,,,,
"2006","AT",928,"3","2006","6",24876,8209,0,0,,,,,,0,980,0,0,0,802,,0,0,0,16667,"NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","2","6","1","1","NA","1500","305.92","1","1","2",1.5,,,,,,
"2006","AT",929,"2","2006","7",54049,31296,0,0,,,,,,0,0,0,0,0,1328,,0,0,0,22753,"NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","2","NA","1800","981","1","1","2",1.5,,,,,,
"2006","AT",931,"2","2006","9",39738,25185,0,0,,,,,,0,0,0,0,0,0,,0,0,8248,6305,"NA","2","NA","2","1","1","1","1","2","1","1","6","1500","3","2","2","1","2","2","4","2","5","2","1","NA","1200","478.2","1","1","2",1.5,,,,,,
"2006","AT",935,"2","2006","8",12577,10949,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1628,"NA","2","NA","1","1","1","1","1","1","1","1","5","2000","2","NA","2","2","2","2","1","1","6","2","1","NA","2000","374.83","1","1","2",1.5,,,,,,
"2006","AT",948,"2","2006","10",88200,85895,19412,19412,,,,,,19412,0,0,0,0,0,,0,0,0,2305,"NA","2","NA","1","1","1","1","1","1","1","1","3","500","2","NA","2","2","2","2","NA","1","4","2","1","NA","2500","335.67","1","1","2",1.5,,,,,,
"2006","AT",957,"2","2006","19",33610,32463,9672,9672,,,,,,9672,0,0,0,0,0,,0,0,0,1146,"NA","2","NA","1","1","1","1","1","3","1","3","5","1300","2","NA","2","2","2","2","1","1","2","2","1","NA","2000","981","1","1","2",1.5,,,,,,
"2006","AT",959,"2","2006","18",54667,53955,87,87,,,,,,87,0,0,0,0,73,,0,0,50,662,"2","2","NA","1","1","1","1","1","1","1","1","4","2000","1","NA","2","2","2","1","1","1","3","1","1","NA","NA","274.17","1","1","2",1.5,,,,,,
"2006","AT",967,"2","2006","9",33168,28590,0,0,,,,,,0,0,0,0,0,1,,0,0,0,4578,"2","2","NA","2","1","2","1","1","1","1","1","5","1100","2","NA","2","1","2","1","3","2","2","2","1","NA","NA","613.2","1","1","2",1.5,,,,,,
"2006","AT",968,"3","2006","3",39153,7571,0,0,,,,,,0,0,0,0,0,9429,,0,0,0,31582,"NA","2","2","1","1","1","1","1","1","1","1","3","500","2","NA","1","2","2","2","NA","1","3","2","1","NA","550","421.93","1","1","2",1.5,,,,,,
"2006","AT",977,"2","2006","12",56263,-12165,0,0,,,,,,0,0,0,0,0,228,,0,0,0,68428,"2","2","NA","2","1","1","1","1","1","1","1","4","2000","2","NA","1","1","2","2","3","1","5","1","1","NA","500","478.2","1","1","2",1.5,,,,,,
"2006","AT",981,"2","2006","3",74444,39031,0,0,,,,,,0,0,0,0,0,53,,0,0,0,35413,"2","2","NA","2","1","1","1","1","1","1","1","2","3100","1","NA","1","2","2","2","4","1","4","1","1","NA","1000","323.92","1","1","2",1.5,,,,,,
"2006","AT",986,"2","2006","11",1120,-5063,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6183,"NA","2","NA","1","1","1","1","1","1","1","1","1","5000","2","NA","2","2","2","2","1","2","2","2","1","500","NA","229.32","1","1","2",1.5,,,,,,
"2006","AT",991,"2","2006","9",21089,8703,0,0,,,,,,0,1365,0,0,0,2,,0,0,0,12386,"NA","2","NA","1","1","1","1","1","3","1","1","5","NA","3","2","2","2","2","2","1","1","3","2","1","NA","900","229.32","1","1","2",1.5,,,,,,
"2006","AT",1024,"2","2006","4",52941,51532,0,0,,,,,,0,0,0,0,0,39,,0,0,0,1410,"NA","2","NA","2","1","1","1","1","1","1","1","3","1800","2","NA","2","2","1","2","4","2","4","2","1","NA","NA","356.8","1","1","2",1.5,,,,,,
"2006","AT",1027,"2","2006","5",41707,25312,0,0,,,,,,0,0,0,0,0,792,,0,0,1154,15241,"NA","1","2","1","1","1","1","1","1","1","1","5","2500","2","NA","2","2","2","2","1","1","6","1","1","1700","NA","198.47","1","1","2",1.5,,,,,,
"2006","AT",1032,"2","2006","10",15877,14279,0,0,,,,,,0,0,0,0,0,5,,0,0,0,1598,"1","2","NA","1","1","2","1","1","1","1","1","4","2500","2","1","2","1","2","2","4","1","4","2","1","260","500","265.6","1","1","2",1.5,,,,,,
"2006","AT",1040,"2","2006","30",109681,67945,0,0,,,,,,0,0,0,0,0,2,,0,0,0,41736,"NA","2","NA","1","1","1","1","1","1","1","1","6","2000","3","2","2","2","2","2","2","1","4","2","1","NA","1200","421.93","1","1","2",1.5,,,,,,
