"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060"
"2012","AT",2325901,549.884615384615,"9",1931,"1","1","1",,"11","3",,,,,,
"2012","AT",2365401,549.884615384615,"5",1972,"1","1","1",,"11",,,,,,,
"2012","AT",2447701,549.884615384615,"10",1952,"1","1","3",,"11","3",,,,,,
"2012","AT",2522701,549.884615384615,"8",1959,"2","1","4",,"11","3",,,,,,
"2012","AT",2565701,549.884615384615,"9",1972,"1","1","4",,"11","3",,,,,,
"2012","AT",2590001,549.884615384615,"5",1983,"1","1","4",,"11","3",,,"0",,,
"2012","AT",2597101,549.884615384615,"9",1960,"2","1","4",,"11","3","0",,,,,
"2012","AT",2659001,549.884615384615,"11",1931,"1","1","1",,"11",,,,,,,
"2012","AT",2701501,549.884615384615,"12",1950,"1","1","1",,"11","5",,,,,"0",
"2012","AT",2825401,549.884615384615,"5",1947,"2","1","1",,,"2",,,,,,
"2012","AT",2834701,549.884615384615,"2",1979,"1","1","1",,"11","2",,,,,,
"2012","AT",2838101,549.884615384615,"3",1931,"1","1","1",,,"2",,,,"0",,
"2012","AT",2911601,549.884615384615,"9",1939,"2","1","3",,"11","5",,,,,"0",
"2012","AT",2967001,549.884615384615,"1",1931,"2","1","4",,"11","3",,,,,,
"2012","AT",3037001,549.884615384615,"3",1952,"1","1","1",,"11","3",,,,,,
"2012","AT",3037002,549.884615384615,"9",1953,"2","1","4",,"11","5",,,,,,
"2012","AT",3123601,549.884615384615,"8",1933,"1","1","3",,"11","2",,,,,,
"2012","AT",3123602,549.884615384615,"10",1963,"1","1","1",,"11","2",,,,,,"5"
"2012","AT",3135801,549.884615384615,"3",1965,"1","1","4",,"11","2",,,,,"0",
"2012","AT",3135802,549.884615384615,"12",1967,"2","1","4",,"11","3",,,,,,
"2012","AT",3157501,549.884615384615,"5",1943,"2","1","4",,"11","2",,,,"0",,
"2012","AT",3157502,549.884615384615,"1",1977,"1","1","3",,"11",,,,,,,
"2012","AT",3185101,549.884615384615,"11",1952,"1","1","1",,"11","2",,,,,,
"2012","AT",3185102,549.884615384615,"1",1953,"2","1","1",,"11",,,,,,,
"2012","AT",3233301,549.884615384615,"6",1945,"1","1","3",,"11",,"17",,,,,
"2012","AT",3233302,549.884615384615,"9",1941,"2","1","3",,"11",,,,,,,
"2012","AT",3247101,549.884615384615,"9",1942,"2","1","4",,,"2",,,,"0",,
"2012","AT",3247102,549.884615384615,"5",1942,"1","1","3",,"11","2",,,"0",,,
"2012","AT",3382101,549.884615384615,"10",1948,"2","1","4",,"11","3",,,,,,
"2012","AT",3382102,549.884615384615,"1",1943,"1","1","4",,"11","3",,,,,,
"2012","AT",3408801,549.884615384615,"8",1934,"1","1","4",,"11","3",,,,,"0",
"2012","AT",3408802,549.884615384615,"6",1939,"2","1","4",,"11","2",,,,,,
"2012","AT",3465801,549.884615384615,"12",1932,"1","1","4",,"11","2",,"21","0",,,
"2012","AT",3465802,549.884615384615,"1",1943,"2","1","4",,"11","2",,,,,,
"2012","AT",3514201,549.884615384615,"10",1950,"2","1","1",,"11","3",,,"9","0",,
"2012","AT",3514202,549.884615384615,"8",1948,"1","1","1",,,"3",,,,,,
"2012","AT",3654101,549.884615384615,"6",1943,"2","1","3",,"11",,,,,,,
"2012","AT",3654102,549.884615384615,"4",1977,"1","1","3",,"11","3",,,,,,
"2012","AT",3680701,549.884615384615,"9",1965,"1","1","3",,,"2",,,,,,
"2012","AT",3680702,549.884615384615,"6",1967,"2","1","4",,,"2",,,,,,
"2012","AT",3786901,549.884615384615,"5",1931,"2","1","1",,"11","3",,,,,,
"2012","AT",3786902,549.884615384615,"7",1959,"1","1","4",,"11","5",,,,,,
"2012","AT",3876701,549.884615384615,"7",1945,"1","1","3",,"11","2","0",,,,"0",
"2012","AT",3876702,549.884615384615,"2",1952,"2","1","3",,,"2",,,,,,
"2012","AT",3878701,549.884615384615,"2",1965,"1","1","3",,"11","2",,,"0",,,
"2012","AT",3878702,549.884615384615,"7",1967,"2","1","1",,"11","2",,,,,,
"2012","AT",3928701,549.884615384615,"7",1946,"1","1","2",,"11","2",,,,,,"0"
"2012","AT",3928702,549.884615384615,"4",1948,"2","1","1",,"11","3",,,,,,
"2012","AT",3932801,549.884615384615,"2",1935,"1","1","1",,"11","2",,,,,,
"2012","AT",3932802,549.884615384615,"4",1936,"2","1","1",,"11","2",,,,,,
"2012","AT",4040101,549.884615384615,"8",1941,"1","1","1",,"11",,"5",,,"0",,
"2012","AT",4040102,549.884615384615,"6",1943,"2","1","3",,"11","3",,,,,,
"2012","AT",4044901,549.884615384615,"4",1932,"1","1","4",,"11",,,,,,,
"2012","AT",4044902,549.884615384615,"8",1943,"2","1","3",,"11","3",,,,,,
"2012","AT",4065401,549.884615384615,"4",1931,"1","1","3",,"11",,,,,,,
"2012","AT",4065402,549.884615384615,"2",1952,"2","1","1",,,"2",,,,,,
"2012","AT",4145201,549.884615384615,"5",1955,"1","1","1",,,"2",,"0",,,,"0"
"2012","AT",4145202,549.884615384615,"7",1958,"2","1","1",,,"2",,,,,,
"2012","AT",4163201,549.884615384615,"5",1982,"1","1","4",,"11","2",,,,,,
"2012","AT",4163202,549.884615384615,"2",1990,"2","1","4",,"11","2",,,,,,
"2012","AT",4226501,549.884615384615,"10",1940,"1","1","3",,"11","5",,,"0","0",,
"2012","AT",4226502,549.884615384615,"6",1942,"2","1","1",,"11","2",,,,,,
"2012","AT",4230201,549.884615384615,"11",1931,"1","1","4",,"11","5",,,,,,
"2012","AT",4230202,549.884615384615,"2",1952,"2","1","4",,"11","2",,,,,,"0"
"2012","AT",4241601,549.884615384615,"8",1931,"1","1","4",,"11","2",,,,,,
"2012","AT",4241602,549.884615384615,"3",1952,"2","1","1",,"11","2",,,,,,"6"
"2012","AT",4262401,549.884615384615,"3",1963,"2","1","4",,"11","3",,,,,,
"2012","AT",4262402,549.884615384615,"9",1964,"1","1","2",,"11","3",,,"0",,,
"2012","AT",4262501,549.884615384615,"7",1931,"2","1","3",,"11","3",,,,,,
"2012","AT",4262502,549.884615384615,"10",1959,"1","1","2",,,"5",,,,,,
"2012","AT",4270001,549.884615384615,"10",1934,"1","1","3",,"11","2",,,,"0",,
"2012","AT",4270002,549.884615384615,"10",1937,"2","1","1",,"11","2",,,,,,
"2012","AT",4401701,549.884615384615,"7",1947,"1","1","1",,"11","3",,,,,,
"2012","AT",4401702,549.884615384615,"4",1949,"2","1","1",,"11","3",,,,,,
"2012","AT",4419701,549.884615384615,"11",1950,"2","1","2",,"11","5",,,"0",,,
"2012","AT",4419702,549.884615384615,"2",1945,"1","1","2",,"11","3",,,,,,
"2012","AT",4422901,549.884615384615,"12",1954,"2","1","1",,"11","3",,,,,,
"2012","AT",4422902,549.884615384615,"10",1946,"1","1","1",,,"3",,,,"0","0",
"2012","AT",4492901,549.884615384615,"7",1954,"1","1","4",,"11","2",,,"0",,,
"2012","AT",4492902,549.884615384615,"10",1957,"2","1","1",,"11","5",,,,,,
"2012","AT",4497401,549.884615384615,"12",1964,"1","1","3",,"11",,,,,,"0",
"2012","AT",4497402,549.884615384615,"2",1966,"2","1","3",,"11","2",,,,,,
"2012","AT",4725201,549.884615384615,"11",1981,"1","1","1",,"11","3",,,,,,
"2012","AT",4725202,549.884615384615,"3",1982,"2","1","3",,"11","2",,,,,,
"2012","AT",4738201,549.884615384615,"7",1945,"1","1","3",,"11",,,,,,,
"2012","AT",4738202,549.884615384615,"11",1941,"2","1","3",,,,,,,"0",,
"2012","AT",4740601,549.884615384615,"8",1939,"1","1","4",,,"3",,,,"30",,
"2012","AT",4740602,549.884615384615,"8",1947,"2","1","1",,"11","2",,,,,,
"2012","AT",4818901,549.884615384615,"7",1954,"2","1","1",,"11","5",,,,,,
"2012","AT",4818902,549.884615384615,"12",1946,"1","1","3",,"11","2",,,,,"0",
"2012","AT",4850501,549.884615384615,"11",1951,"1","1","1",,"11","3",,,,,,
"2012","AT",4850502,549.884615384615,"7",1957,"2","1","1",,"11",,,,,,,
"2012","AT",4887401,549.884615384615,"2",1950,"2","1","1",,"11","5",,,,,,
"2012","AT",4887402,549.884615384615,"12",1948,"1","1","1",,"11","3",,,,,,
"2012","AT",4956801,549.884615384615,"10",1932,"1","1","4",,"11",,,,,,,
"2012","AT",4956802,549.884615384615,"10",1943,"2","1","1",,"11","3","30",,,,,"0"
"2012","AT",4974301,549.884615384615,"9",1942,"2","1","1",,,"5",,,,,,
"2012","AT",4974302,549.884615384615,"6",1943,"1","1","1",,"11","2",,,,"0",,
"2012","AT",5030501,549.884615384615,"6",1951,"1","1","1",,"11","2",,,,,,
"2012","AT",5030502,549.884615384615,"5",1953,"2","1","1",,"11","3",,,,,,
"2012","AT",5196101,549.884615384615,"9",1946,"1","1","1",,"11","2",,,,,,
"2012","AT",5196102,549.884615384615,"7",1953,"2","1","3",,,"3","30",,,,,
"2012","AT",5223501,549.884615384615,"3",1940,"1","1","1",,"11","3",,,,,,"0"
"2012","AT",5223502,549.884615384615,"9",1948,"2","1","1",,"11","3",,,,,,
"2012","AT",5235101,549.884615384615,"4",1965,"1","1","1",,,"2",,,,,,
"2012","AT",5235102,549.884615384615,"4",1967,"2","1","1",,,"2",,,,,,
"2012","AT",5307101,549.884615384615,"9",1955,"1","1","4",,,,,,,,,
"2012","AT",5307102,549.884615384615,"5",1961,"2","1","3",,"11",,,,"0",,,
"2012","AT",5331101,549.884615384615,"4",1940,"1","1","1",,"11","2",,,,,,
"2012","AT",5331102,549.884615384615,"10",1940,"2","1","3",,"11","3",,,,"0",,
"2012","AT",5331301,549.884615384615,"9",1953,"1","1","3",,"11","2",,,,,,
"2012","AT",5331302,549.884615384615,"1",1956,"2","1","3",,,,,,,"0",,
"2012","AT",5342201,549.884615384615,"7",1963,"2","1","3",,"11","2",,,"0",,"0",
"2012","AT",5342202,549.884615384615,"6",1964,"1","1","3",,"11",,,,,,,
"2012","AT",5368701,549.884615384615,"3",1951,"1","1","4",,"11","2",,,,,,
"2012","AT",5368702,549.884615384615,"3",1957,"2","1","4",,"11","2",,,,,,
"2012","AT",5388801,549.884615384615,"5",1958,"1","1","4",,,"2",,,,,,
"2012","AT",5388802,549.884615384615,"5",1960,"2","1","3",,"11","2",,,,,,
"2012","AT",5395501,549.884615384615,"8",1950,"2","1","1",,"11","2",,,,,,
"2012","AT",5395502,549.884615384615,"2",1945,"1","1","3",,"11","3",,,,,,
"2012","AT",5425801,549.884615384615,"1",1946,"1","1","1",,"11","3",,,,,,
"2012","AT",5425802,549.884615384615,"5",1953,"2","1","1",,"11","2",,,,,,
"2012","AT",5491701,549.884615384615,"5",1936,"1","1","4",,,"5",,,"0",,,
"2012","AT",5491702,549.884615384615,"7",1942,"2","1","1",,"11","5",,"0",,"0","0",
"2012","AT",5548901,549.884615384615,"2",1988,"2","1","4",,"11","3",,,,,,
"2012","AT",5548902,549.884615384615,"11",1988,"1","1","1",,"11",,,,,,,
"2012","AT",5595201,549.884615384615,"3",1939,"2","1","3",,"11",,,,,,,"0"
"2012","AT",5595202,549.884615384615,"7",1974,"1","1","4",,"11","3",,"28",,,,"0"
"2012","AT",5644701,549.884615384615,"1",1931,"1","1","3",,"11","5",,,,,,
"2012","AT",5644702,549.884615384615,"8",1933,"2","1","4",,"11","3",,,,,,
"2012","AT",5824801,549.884615384615,"5",1950,"2","1","1",,"11","2",,,,,,
"2012","AT",5824802,549.884615384615,"8",1948,"1","1","1",,"11",,,,,,,
"2012","AT",6069301,549.884615384615,"2",1939,"2","1","1",,"11","3",,,,,,
"2012","AT",6069302,549.884615384615,"11",1974,"1","1","3",,"11","3",,,,"0",,
"2012","AT",6122601,549.884615384615,"10",1933,"1","1","4",,"11","3",,,,,,
"2012","AT",6122602,549.884615384615,"9",1963,"1","1","1",,"11","2","20",,,,,
"2012","AT",6170301,549.884615384615,"9",1945,"1","1","3",,,"3",,"20",,,,
"2012","AT",6170302,549.884615384615,"8",1941,"2","1","1",,"11","2",,,,,,
"2012","AT",6171901,549.884615384615,"3",1948,"1","1","4",,"11","2",,,,,,
"2012","AT",6171902,549.884615384615,"9",1972,"2","1","1",,"11","3",,,,,,
"2012","AT",6176601,549.884615384615,"10",1945,"1","1","1",,"11","2",,,,,,
"2012","AT",6176602,549.884615384615,"11",1952,"2","1","1",,,"2",,,,,,"10"
"2012","AT",6269301,549.884615384615,"11",1968,"1","1","4",,"11","3",,,,,,
"2012","AT",6269302,549.884615384615,"9",1972,"2","1","1",,"11","2",,,,,"0",
"2012","AT",6340401,549.884615384615,"11",1948,"2","1","2",,"11",,,,,,,
"2012","AT",6340402,549.884615384615,"10",1943,"1","1","4",,,"3",,,,,,
"2012","AT",6432601,549.884615384615,"11",1946,"2","1","1",,,"2",,,"0","0",,
"2012","AT",6432602,549.884615384615,"7",1954,"1","1","4",,"11","2",,,"0",,,
"2012","AT",6459501,549.884615384615,"11",1958,"1","1","1",,"11","2",,,,,"0",
"2012","AT",6459502,549.884615384615,"6",1960,"2","1","3",,,,,,,,,
"2012","AT",6481301,549.884615384615,"5",1965,"1","1","1",,"11","2",,,,,,
"2012","AT",6481302,549.884615384615,"2",1967,"2","1","3",,,"2",,,,,"0",
"2012","AT",6530501,549.884615384615,"10",1945,"1","1","1",,"11","2",,,,,,
"2012","AT",6530502,549.884615384615,"1",1941,"2","1","1",,"11","3",,,,,,
"2012","AT",6533501,549.884615384615,"6",1955,"1","1","3",,,"3",,,,,,
"2012","AT",6533502,549.884615384615,"2",1958,"2","1","4",,"11","3",,,"8",,,
"2012","AT",6572301,549.884615384615,"1",1949,"1","1","3",,"11",,,,,,,
"2012","AT",6572302,549.884615384615,"3",1952,"2","1","1",,"11","5",,,,"0",,
"2012","AT",6625601,549.884615384615,"1",1933,"1","1","4",,"11","5",,,"0",,,
"2012","AT",6625602,549.884615384615,"12",1963,"1","1","1",,"11","2",,,,,,
"2012","AT",6950201,549.884615384615,"9",1961,"1","1","3",,,,"1",,,,,"0"
"2012","AT",6950202,549.884615384615,"11",1994,"1","1","3",,"11","3",,,,,,
"2012","AT",6950203,549.884615384615,"9",1997,"1","1","3",,"11","2",,,,,,
"2012","AT",7080601,549.884615384615,"7",1947,"1","1","1",,"11","3",,,,,,
"2012","AT",7080602,549.884615384615,"10",1955,"2","1","1",,"11","2",,,,,,
"2012","AT",7080603,549.884615384615,"7",1977,"1","1","3",,"11","2",,,"0",,,
"2012","AT",7172201,549.884615384615,"5",1984,"2","1","2",,"11","2",,,,,,
"2012","AT",7172202,549.884615384615,"12",1972,"1","1","4",,"11","2",,,,,,
"2012","AT",7172203,549.884615384615,"12",2011,"1","1","4",,"11",,,,,,,
"2012","AT",7230201,549.884615384615,"8",1931,"2","1","1",,"11",,,,,,,
"2012","AT",7230202,549.884615384615,"1",1952,"1","1","3",,"11","2",,,,,,
"2012","AT",7230203,549.884615384615,"12",1952,"2","1","2",,"11","3",,,,,,
"2012","AT",7245301,549.884615384615,"11",1955,"1","1","4",,"11","2",,,,,,
"2012","AT",7245302,549.884615384615,"7",1961,"2","1","4",,"11","2",,,,,,
"2012","AT",7245303,549.884615384615,"5",1980,"1","1","4",,"11","3",,,,,,
"2012","AT",7256001,549.884615384615,"4",1935,"1","1","1",,"11","2",,,,"0",,
"2012","AT",7256002,549.884615384615,"4",1940,"2","1","1",,"11","2",,,,,,
"2012","AT",7256003,549.884615384615,"8",1963,"2","1","1",,"11","3",,,,,,
"2012","AT",7310501,549.884615384615,"9",1931,"2","1","1",,"11","3","25",,,,,
"2012","AT",7310502,549.884615384615,"5",1949,"1","1","1",,"11","2",,"42",,,"0",
"2012","AT",7310503,549.884615384615,"4",1956,"2","1","3",,,"2",,,,,,
"2012","AT",7477901,549.884615384615,"1",1955,"1","1","1",,"11","2",,,,,,
"2012","AT",7477902,549.884615384615,"4",1961,"2","1","4",,"11","2",,,,,,
"2012","AT",7477903,549.884615384615,"3",1984,"1","1","1",,"11","2",,,,,,
"2012","AT",7553301,549.884615384615,"5",1931,"2","1","3",,"11","2",,,,,,
"2012","AT",7553302,549.884615384615,"3",1952,"1","1","4",,"11",,,,,,,
"2012","AT",7553303,549.884615384615,"9",1952,"2","1","1",,,"3",,,,,,
"2012","AT",7604701,549.884615384615,"3",1965,"1","1","1",,"11",,,,,,,
"2012","AT",7604702,549.884615384615,"1",1968,"2","1","1",,"11","2",,,,"0",,
"2012","AT",7604703,549.884615384615,"8",2004,"1","1","3",,"11","3",,,"17",,,
"2012","AT",7613801,549.884615384615,"8",1965,"1","1","1",,"11",,,,,,"0",
"2012","AT",7613802,549.884615384615,"10",1968,"2","1","4",,"11","2",,,,,,
"2012","AT",7613803,549.884615384615,"7",2004,"1","1","3",,"11","2",,,,,,"0"
"2012","AT",7713401,549.884615384615,"1",1939,"1","1","4",,,"3",,,,,,
"2012","AT",7713402,549.884615384615,"1",1975,"1","1","1",,"11",,,,,,,
"2012","AT",7713403,549.884615384615,"10",1988,"2","1","3",,"11","5",,,,,,
"2012","AT",7739201,549.884615384615,"3",1948,"1","1","3",,"11",,,,,,,
"2012","AT",7739202,549.884615384615,"8",1951,"2","1","3",,"11","2",,,,,,
"2012","AT",7739203,549.884615384615,"6",1994,"1","1","1",,,"2",,,,,,"2"
"2012","AT",7749801,549.884615384615,"4",1969,"1","1","3",,,"2",,,,,,
"2012","AT",7749802,549.884615384615,"2",1969,"2","1","4",,"11","2",,,,,,
"2012","AT",7749803,549.884615384615,"9",1992,"2","1","3",,"11","2",,,,,,"0"
"2012","AT",7811401,549.884615384615,"7",1947,"1","1","2",,"11",,,,,,,
"2012","AT",7811402,549.884615384615,"3",1955,"2","1","3",,"11",,,,,,,"2"
"2012","AT",7811403,549.884615384615,"3",1977,"1","1","2",,"11","3",,"21",,,,
"2012","AT",7882001,549.884615384615,"11",1948,"1","1","4",,"11","2",,,,,,
"2012","AT",7882002,549.884615384615,"7",1951,"2","1","3",,"11","2",,,,,,
"2012","AT",7882003,549.884615384615,"12",1994,"1","1","4",,"11","3",,,,"0",,
"2012","AT",7961101,549.884615384615,"3",1961,"1","1","1",,"11","2",,,,,,
"2012","AT",7961102,549.884615384615,"8",1967,"2","1","1",,"11","5","20","22",,,,
"2012","AT",7961103,549.884615384615,"2",1987,"1","1","1",,"11","2",,,,,,
"2012","AT",7991501,549.884615384615,"5",1969,"1","1","2",,"11","3",,,,,,
"2012","AT",7991502,549.884615384615,"1",1969,"2","1","3",,"11","3",,,,,,
"2012","AT",7991503,549.884615384615,"2",1992,"2","1","1",,"11","2",,,,,,"3"
"2012","AT",8017401,549.884615384615,"3",1948,"1","1","4",,"11",,,,,,,
"2012","AT",8017402,549.884615384615,"6",1951,"2","1","4",,"11","2",,,,,,
"2012","AT",8017403,549.884615384615,"11",1994,"1","1","3",,"11","2",,,,,,
"2012","AT",8139901,549.884615384615,"11",1965,"1","1","1",,"11","2",,,,,,
"2012","AT",8139902,549.884615384615,"11",1968,"2","1","1",,"11","2",,,,,,
"2012","AT",8139903,549.884615384615,"10",2004,"1","1","1",,"11","2",,"24",,,"0",
"2012","AT",8152201,549.884615384615,"5",1947,"1","1","1",,"11","3",,,,"0",,
"2012","AT",8152202,549.884615384615,"1",1955,"2","1","3",,"11","5",,,,,,
"2012","AT",8152203,549.884615384615,"7",1977,"1","1","1",,"11","5",,,,,,
"2012","AT",8196701,549.884615384615,"5",1947,"1","1","1",,"11","2",,,,,,
"2012","AT",8196702,549.884615384615,"9",1955,"2","1","1",,"11","2",,,,,,
"2012","AT",8196703,549.884615384615,"10",1977,"1","1","3",,"11","3",,,,,,
"2012","AT",8246301,549.884615384615,"2",1939,"1","1","3",,"11",,,,,,,
"2012","AT",8246302,549.884615384615,"12",1975,"1","1","1",,,"5",,,,,,
"2012","AT",8246303,549.884615384615,"10",1988,"2","1","1",,"11","3",,"23",,"0",,"0"
"2012","AT",8340501,549.884615384615,"8",1974,"2","1","4",,"11","3",,,,,,
"2012","AT",8340502,549.884615384615,"3",1975,"1","1","1",,"11","3",,,,"0",,
"2012","AT",8340503,549.884615384615,"3",2010,"1","1","1",,"11","3",,,,,,
"2012","AT",8391001,549.884615384615,"5",1984,"2","1","1",,,"5",,,,,,
"2012","AT",8391002,549.884615384615,"11",1972,"1","1","4",,"11","2",,,,,,
"2012","AT",8391003,549.884615384615,"5",2011,"1","1","4",,"11","2",,,"0",,,
"2012","AT",8415401,549.884615384615,"5",1974,"1","1","3",,"11","2",,,,,,
"2012","AT",8415402,549.884615384615,"9",1976,"2","1","1",,"11",,,,,,,
"2012","AT",8415403,549.884615384615,"5",2007,"1","1","3",,"11",,,,,,,
"2012","AT",8417501,549.884615384615,"2",1955,"1","1","1",,"11",,"20",,,,,
"2012","AT",8417502,549.884615384615,"9",1959,"2","1","4",,"11","5",,,,"0",,
"2012","AT",8417503,549.884615384615,"6",1964,"2","1","1",,"11","2",,,,,,
"2012","AT",8499301,549.884615384615,"10",1965,"1","1","4",,"11","3","0",,,,,
"2012","AT",8499302,549.884615384615,"2",1968,"2","1","1",,"11","5",,,,,,
"2012","AT",8499303,549.884615384615,"3",2004,"1","1","4",,"11","3",,,,,,
"2012","AT",8519701,549.884615384615,"5",1948,"1","1","1",,"11","3",,,,,"0",
"2012","AT",8519702,549.884615384615,"11",1951,"2","1","4",,"11","3",,,,,,
"2012","AT",8519703,549.884615384615,"5",1994,"1","1","1",,"11",,,,"0",,,
"2012","AT",8521001,549.884615384615,"8",1955,"1","1","1",,"11",,,,,,,
"2012","AT",8521002,549.884615384615,"7",1961,"2","2","1",,"11","2","40",,,,,
"2012","AT",8521003,549.884615384615,"8",1984,"1","1","3",,,"2",,,,,,
"2012","AT",8536301,549.884615384615,"9",1952,"1","1","1",,"11",,,,,,"0",
"2012","AT",8536302,549.884615384615,"10",1958,"2","1","1",,,"2",,,,,,"0"
"2012","AT",8536303,549.884615384615,"9",1931,"1","1","1",,"11","2",,,,,,
"2012","AT",8592801,549.884615384615,"1",1936,"2","1","1",,"11","3",,,,"0",,
"2012","AT",8592802,549.884615384615,"7",1964,"1","1","4",,"11","2",,,,,,
"2012","AT",8592803,549.884615384615,"1",1966,"2","1","1",,"11","2",,,,,,
"2012","AT",8592804,549.884615384615,"7",1991,"1","1","1",,"11","2",,,,"0",,"0"
"2012","AT",8630801,549.884615384615,"1",1933,"1","1","1",,"11","2",,"30",,,,
"2012","AT",8630802,549.884615384615,"12",1935,"2","1","3",,,"2",,,,,,
"2012","AT",8630803,549.884615384615,"11",1948,"1","1","4",,,"3",,"0","0",,,
"2012","AT",8630804,549.884615384615,"10",1953,"2","1","1",,"11","3",,,,,,
"2012","AT",8640401,549.884615384615,"6",1965,"1","1","2",,,"3",,,,"0",,
"2012","AT",8640402,549.884615384615,"5",1968,"2","1","4",,"11","5",,,,,,
"2012","AT",8640403,549.884615384615,"11",1992,"1","1","1",,"11",,,,,,,"0"
"2012","AT",8640404,549.884615384615,"3",1999,"2","1","1",,"11",,,,,"0",,"0"
"2012","AT",8685301,549.884615384615,"11",1977,"2","1","3",,"11",,"36",,,,,
"2012","AT",8685302,549.884615384615,"2",1978,"1","1","3",,"11","3",,,,"0",,
"2012","AT",8685303,549.884615384615,"2",1979,"1","1","4",,,"3",,,,,,
"2012","AT",8685304,549.884615384615,"4",1983,"2","1","1",,"11","2",,,,"0",,
"2012","AT",8726401,549.884615384615,"5",1977,"2","1","3",,,"2",,,,,"8","0"
"2012","AT",8726402,549.884615384615,"6",1978,"1","1","1",,"11","2","0",,,,,
"2012","AT",8726403,549.884615384615,"5",1979,"1","1","4",,"11","2",,,,,,
"2012","AT",8726404,549.884615384615,"10",1983,"2","1","4",,"11","2",,,,,,
"2012","AT",8738301,549.884615384615,"7",1935,"1","1","3",,"11",,,,,,,
"2012","AT",8738302,549.884615384615,"1",1947,"2","1","1",,"11",,,,,,,"0"
"2012","AT",8738303,549.884615384615,"3",1972,"1","1","4",,"11","2",,"23",,,,
"2012","AT",8738304,549.884615384615,"6",1982,"2","1","4",,"11","3",,,,,,"0"
"2012","AT",8763201,549.884615384615,"11",1965,"1","1","1",,"11","3",,,,"0",,
"2012","AT",8763202,549.884615384615,"12",1968,"2","1","1",,"11","5",,,,,"0","0"
"2012","AT",8763203,549.884615384615,"3",1992,"1","1","1",,"11","2",,,,,,
"2012","AT",8763204,549.884615384615,"12",1999,"2","1","1",,"11","3",,,,,,
"2012","AT",8806701,549.884615384615,"3",1965,"1","1","4",,,"3",,,,,,"0"
"2012","AT",8806702,549.884615384615,"9",1968,"2","1","1",,"11","2",,,,"9",,
