"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","MI010","MI020","MI025","MI026","MI030","MI040","MI045","MI046","MI050","MI051","MI052","MI053","MI054","MI055","MI056","MI057","MI058","MI060","MI065","MI066","MI075","MI076","MI085","MI086","MI090","MI095","MI100","MI110","MI111","MI112","MI113","MI114","MI120","MI121","MI122","MI123","MI124","MI125","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2008","AT",158,"2","2008","17",0,-1641,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1641,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1200","2","NA","2","2","2","2","1","1","4","2","1","NA","NA","546.23","1","NA","1","NA","1","1","1","NA","2","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1",1,,,,,,
"2008","AT",168,"2","2008","30",15377,12424,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2953,"NA","1","NA","3","NA","NA","1","1","2","1","1","1","1","1","3","2500","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","693.52","1","NA","1","NA","1","2","NA","1000","2","NA","NA","NA","2","NA","NA","NA","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",169,"3","2008","11",17613,14603,0,0,,,,,,,,0,0,0,0,0,,239,,0,0,0,,3010,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","6","3000","2","NA","2","1","1","2","2","1","3","1","1","NA","1500","722","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",192,"3","2008","14",7282,7244,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,38,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","3","500","2","NA","2","1","2","2","4","3","6","2","1","NA","NA","577.84","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","2","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",194,"3","2008","10",17974,-9179,0,0,,,,,,,,0,0,0,0,0,,470,,0,0,0,,27154,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","5","1500","1","NA","2","2","2","2","2","1","5","2","1","NA","NA","1267.9","1","NA","1","NA","1","2","NA","500","1","NA","NA","NA","2","NA","NA","NA","2","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",203,"3","2008","15",39952,11410,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,28541,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","6","2837","1","2","2","2","1","1","2","1","6","1","1","NA","1000","510.02","1","NA","1","NA","1","2","4","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1",1,,,,,,
"2008","AT",214,"2","2008","17",9,-1197,0,0,,,,,,,,0,0,0,0,0,,9,,0,0,0,,1206,"NA","3","NA","3","NA","NA","2","1","1","1","1","3","1","1","3","800","2","NA","2","2","2","1","4","1","3","1","1","955","1000","372.63","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","1","NA","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2","1",1,,,,,,
"2008","AT",230,"2","2008","30",30867,12236,0,0,,,,,,,,0,0,328,0,0,,562,,0,0,0,,18631,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","1500","3","1","2","2","2","2","1","2","6","2","1","NA","1500","427.33","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","1","8","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",262,"2","2008","18",32209,22843,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9366,"NA","3","NA","3","NA","3","2","1","1","1","1","3","1","1","4","2500","2","NA","2","2","2","2","4","1","4","2","1","NA","800","357.73","1","NA","1","NA","1","1","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",271,"2","2008","12",231,-479,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,710,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","1240","2","NA","2","1","2","1","1","1","3","2","1","375","1200","265.85","1","NA","1","NA","1","2","NA","1000","2","2","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","2","8","1","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",272,"3","2008","30",44391,30397,0,0,,,,,,,,0,0,0,0,0,,226,,0,0,0,,13994,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","6","1500","1","NA","2","2","1","2","1","1","6","2","1","NA","2000","365.3","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",280,"3","2008","15",14907,14827,0,0,,,,,,,,0,0,0,0,0,,24,,0,0,0,,80,"NA","NA","NA","2","NA","1","1","1","1","1","1","1","1","1","5","900","3","NA","2","2","1","2","3","1","3","2","1","253","NA","665.13","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",305,"3","2008","11",21462,-11267,0,0,,,,,,,,0,0,0,0,0,,47,,0,0,0,,32729,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2500","3","1","2","2","2","2","1","1","6","2","1","NA","1500","296","1","NA","1","NA","1","2","NA","400","1","2","NA","NA","2","2","NA","NA","NA","NA","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",316,"3","2008","22",34593,25676,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8917,"NA","3","NA","3","NA","3","1","2","1","1","1","3","1","1","5","3000","3","NA","2","2","2","2","1","1","3","1","1","NA","NA","517","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",340,"2","2008","14",15389,-5076,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,20465,"NA","3","NA","3","NA","3","2","1","1","1","1","3","1","1","4","3800","2","NA","2","2","2","1","3","1","6","2","1","NA","1500","870.65","1","NA","1","NA","1","2","1","NA","1","2","NA","NA","2","2","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",341,"3","2008","35",0,-62,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,62,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1500","3","NA","2","2","2","2","1","1","6","2","1","NA","800","925.56","1","NA","1","NA","1","2","2","1500","1","2","NA","NA","2","2","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","1",1,,,,,,
"2008","AT",378,"2","2008","15",15392,8594,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6799,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","5","2500","2","2","2","2","2","2","1","2","6","2","1","NA","NA","452.95","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","2","NA","1","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",386,"3","2008","20",17088,17023,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,65,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","2","1","4","2000","3","NA","2","2","2","2","4","1","6","2","1","NA","500","158.28","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","1",1,,,,,,
"2008","AT",388,"2","2008","11",28974,24852,0,0,,,,,,,,0,0,0,0,0,,152,,0,0,0,,4122,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","1","6","900","1","NA","2","2","2","1","4","1","2","2","1","320","1200","218.02","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","2","NA","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","1",1,,,,,,
"2008","AT",397,"2","2008","11",28020,27726,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,294,"NA","3","NA","3","NA","NA","2","2","1","1","1","1","1","2","5","1300","2","NA","2","2","2","2","4","3","6","2","1","NA","650","204.63","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","NA","NA","NA","1","NA","NA","2","NA","NA","1",1,,,,,,
"2008","AT",398,"3","2008","19",13127,12909,846,846,,,,,,,,846,0,0,0,0,,586,,0,0,0,,218,"NA","NA","NA","3","NA","NA","2","1","1","1","1","3","1","1","5","1200","3","NA","2","2","2","2","2","4","4","2","1","NA","NA","251.25","1","NA","1","NA","1","1","NA","NA","2","2","NA","NA","2","NA","2","NA","2","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1",1,,,,,,
"2008","AT",419,"2","2008","23",100356,91639,0,0,,,,,,,,0,0,0,0,0,,602,,0,0,0,,8717,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","1","1300","2","NA","2","2","2","2","4","1","6","2","1","NA","280","632.37","1","NA","1","NA","1","2","3","NA","1","2","NA","NA","1","NA","NA","NA","NA","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",420,"2","2008","15",29746,16739,0,0,,,,,,,,0,0,0,0,0,,27,,0,0,0,,13007,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","3","2000","3","NA","2","2","2","2","3","1","4","1","1","NA","1200","452.95","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",434,"3","2008","25",17830,5698,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,12132,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","1","4","2000","2","NA","2","1","2","2","1","1","2","2","1","466","550","286.61","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","8","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",442,"3","2008","14",282,-8175,0,0,,,,,,,,0,0,0,0,0,,282,,0,0,1631,,6826,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","4","1500","3","NA","2","2","2","2","3","1","3","2","1","NA","1000","434.93","1","NA","1","NA","1","2","1","NA","2","NA","NA","NA","2","NA","2","NA","2","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","2","NA","NA","2","NA","1",1,,,,,,
"2008","AT",457,"3","2008","20",7674,6452,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1222,"NA","3","NA","3","NA","NA","1","1","2","1","1","3","1","1","2","3000","2","NA","2","2","1","2","4","1","2","2","1","NA","700","615.6","1","NA","1","NA","1","2","NA","NA","1","NA","NA","700","1","2","NA","NA","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","1",1,,,,,,
"2008","AT",458,"3","2008","20",9691,9612,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,79,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","1","5","1700","1","NA","2","2","2","2","3","1","2","2","1","247.5","500","615.5","1","NA","1","NA","1","2","NA","5000","1","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","2","NA","2","NA","NA","1","1",1,,,,,,
"2008","AT",459,"3","2008","22",22175,21340,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,836,"NA","NA","NA","3","NA","NA","1","1","2","1","1","3","1","2","3","1500","2","NA","2","1","2","1","1","3","3","2","1","NA","800","223.92","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",467,"3","2008","20",708,-419,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,1127,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","3","3","1050","3","NA","2","1","2","2","4","1","3","2","1","290","650","523.54","1","NA","1","NA","2","1","3","1000","2","2","NA","NA","1","NA","NA","NA","2","2","NA","NA","NA","2","NA","NA","NA","NA","NA","30000","2","NA","2","NA","NA","NA","NA","NA","1","2","NA","NA","2","NA","1",1,,,,,,
"2008","AT",483,"3","2008","30",15437,15349,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,44,,44,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","6","800","2","NA","2","1","2","2","2","1","2","2","1","321","NA","409","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","2","NA","NA","NA","NA","1","NA","2","NA","NA","2","NA","NA","NA","1","1","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",487,"2","2008","15",20124,8342,545,545,,,,,,,,545,0,0,0,0,,377,,0,0,2342,,9440,"NA","3","NA","3","NA","NA","1","1","1","2","1","1","1","1","3","2500","3","NA","2","2","2","2","4","2","4","2","1","395","1200","362.67","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","AT",498,"2","2008","15",56772,50930,0,0,,,,,,,,0,0,0,0,0,,591,,0,0,0,,5842,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","3","4","1500","1","NA","2","2","2","2","1","1","4","2","1","635","300","411.67","1","NA","1","NA","1","1","NA","NA","2","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","AT",521,"3","2008","9",30765,23670,0,0,,,,,,,,0,0,0,0,0,,443,,0,0,0,,7095,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2160","3","NA","2","1","2","2","3","1","3","2","1","NA","550","877.2","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","1","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","AT",546,"3","2008","15",30126,28484,435,435,,,,,,,,435,0,133,0,0,,322,,0,0,0,,1642,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","4","1000","2","2","2","2","2","2","1","1","6","2","1","NA","400","344","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","AT",547,"2","2008","10",31051,18361,6986,6986,,,,,,,,6986,0,0,0,0,,6145,,0,0,0,,12690,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2000","2","3","2","2","2","2","1","1","5","2","1","NA","NA","1251.8","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","2",1.5,,,,,,
"2008","AT",558,"3","2008","45",99118,83575,0,0,,,,,,,,0,0,0,0,0,,19,,0,0,0,,15544,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1500","2","NA","2","2","2","1","1","1","6","2","1","NA","700","NA","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","2","NA","NA","NA","2","NA","1","NA","1","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","AT",564,"3","2008","15",20167,19665,0,0,,,,,,,,0,0,0,0,0,,19,,0,0,0,,502,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","3","2600","2","NA","2","1","2","2","2","4","2","2","1","NA","900","481","1","NA","1","NA","1","1","NA","NA","2","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","5","3","NA","NA","NA","NA","NA","1","2","NA","2","NA","NA","2",1.5,,,,,,
"2008","AT",570,"3","2008","25",63007,46329,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16679,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","6000","3","NA","2","2","2","1","1","1","6","2","1","NA","800","574","1","NA","1","NA","1","2","3","NA","1","2","NA","NA","2","2","NA","NA","2","2","NA","1","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","2",1.5,,,,,,
"2008","AT",571,"2","2008","20",51968,44640,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7327,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2000","2","NA","2","1","1","2","3","1","6","2","1","NA","800","925.56","1","NA","1","NA","1","2","NA","400","2","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2",1.5,,,,,,
"2008","AT",576,"2","2008","10",46581,8115,4505,4505,,,,,,,,4505,0,0,0,0,,3963,,0,0,0,,38466,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","4","2900","2","2","2","2","2","2","1","2","3","2","1","NA","NA","863.15","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","NA","1","2","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","AT",591,"3","2008","20",14195,13838,0,0,,,,,,,,0,0,0,0,0,,137,,0,0,0,,357,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","3000","1","NA","2","1","2","2","3","1","5","2","1","750","1000","314","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","2","NA","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","8","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","AT",604,"2","2008","14",16990,8351,0,0,,,,,,,,0,0,0,0,0,,176,,0,0,0,,8640,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","3500","3","NA","2","2","2","2","4","3","5","2","1","NA","NA","492","1","NA","2","NA","1","1","NA","NA","2","2","NA","NA","2","2","NA","NA","NA","2","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","2","2","NA","NA","2","2",1.5,,,,,,
